Date,Open,High,Low,Close,20_MA,52_Week_MA,20_Upper_BB,20_Lower_BB,52_Upper_BB,52_Lower_BB,Daily_Return,Cumulative_Return,Std_Dev,Skewness,Kurtosis,Positive_Return_Percentage,Kelly_Ratio,Kelly_Fraction
2015-09-17,200.0200042724609,202.88999938964844,199.27999877929688,199.72999572753903,196.18800048828126,205.14092330932618,203.90435610765238,188.47164486891015,217.39499076681082,192.88685585184155,-0.0022479616580416417,-0.004287355431740081,0.020421741176111275,-0.01897961604012602,-0.4618543786827458,50.0,-0.020673293705567475,-0.010336646852783737
2015-09-18,195.7100067138672,198.67999267578125,194.9600067138672,195.4499969482422,195.7620002746582,205.12115408090446,202.55488779954555,188.96911274977083,217.42120082892086,192.82110733288806,-0.021428923400846567,-0.025624405421447727,0.020448869889805814,-0.01862781202108072,-0.47045864138957993,50.0,-0.020673293705567475,-0.010336646852783737
2015-09-21,196.44000244140625,197.67999267578125,195.2100067138672,196.4600067138672,195.69350051879883,205.11015407855695,202.42594376996422,188.96105726763344,217.43612106403344,192.78418709308045,0.0051676120818382465,-0.020589210326655283,0.01938474747967158,-0.13431452269813635,-0.1158865406483427,55.00000000000001,0.08139403566498943,0.040697017832494714
2015-09-22,193.8800048828125,194.4600067138672,192.55999755859372,193.91000366210935,195.91400070190429,205.08646175677958,202.0552592453822,189.77274215842638,217.4748527716763,192.69807074188287,-0.012979756513353813,-0.03330172390316688,0.01701776541320151,0.3225498223952524,-0.32962806451798476,55.00000000000001,0.08139403566498943,0.040697017832494714
2015-09-23,194.1100006103516,194.6699981689453,192.91000366210935,193.6000061035156,196.23050079345703,205.06069253774788,200.99393539985576,191.4670661870583,217.5167514227745,192.60463365272128,-0.0015986671793061236,-0.03484715270945471,0.016757078823902993,0.2696773887653312,-0.21930233445210368,55.00000000000001,0.08139403566498943,0.040697017832494714
2015-09-24,192.1499938964844,193.4499969482422,190.55999755859372,192.8999938964844,196.1525001525879,205.03673095703124,201.08605686768706,191.21894343748872,217.56237606040614,192.51108585365634,-0.0036157654181937504,-0.0383369189979591,0.014394571697410765,-0.012377575005601346,-0.3493504392230662,50.0,-0.020673293705567475,-0.010336646852783737
2015-09-25,194.63999938964844,195.0,191.80999755859372,192.8500061035156,195.8315002441406,205.01315407386193,200.7463912591018,190.91660922917941,217.60746595429669,192.41884219342717,-0.0002591383854352314,-0.03858612281610263,0.013136267777883527,-0.09650723264481807,-0.004556281577780652,45.0,-0.12274062307612416,-0.06137031153806208
2015-09-28,191.77999877929688,191.91000366210935,187.63999938964844,188.00999450683597,195.26800003051758,204.96519253070537,201.02948540294216,189.506514658093,217.72274196220428,192.20764309920645,-0.025097285162032468,-0.06271500105052219,0.014139843573379154,-0.05226279641930871,-0.41191212645834563,40.0,-0.22480795244668084,-0.11240397622334042
2015-09-29,188.2700042724609,189.7400054931641,186.92999267578125,188.1199951171875,194.79049987792968,204.9166155888484,201.25398665615992,188.32701309969943,217.83379753838648,191.99943363931033,0.0005850785254266633,-0.06216661572543225,0.014102631230863853,-0.1436891080688604,-0.3732259362303987,45.0,-0.12274062307612416,-0.06137031153806208
2015-09-30,190.3699951171875,191.8300018310547,189.44000244140625,191.6300048828125,194.78349990844725,204.87742327176608,201.2610481166206,188.3059517002739,217.89378695139217,191.86105959213998,0.018658355606688604,-0.04466818694181307,0.013276624738920004,-0.04797579858449133,-0.4980670218378669,50.0,-0.020673293705567475,-0.010336646852783737
