Date,Open,High,Low,Close,Adj Close,Volume
2022-08-09,25.229999542236328,25.229999542236328,23.670000076293945,24.1299991607666,22.440818786621094,144000
2022-08-10,25.8700008392334,25.899999618530273,24.149999618530273,25.450000762939453,23.668413162231445,472800
2022-08-11,25.75,25.959999084472656,24.360000610351562,24.520000457763672,22.803516387939453,576000
2022-08-12,24.809999465942383,26.170000076293945,24.260000228881836,26.1299991607666,24.300811767578125,490200
2022-08-15,26.450000762939453,27.8799991607666,26.350000381469727,27.350000381469727,25.435407638549805,1058100
2022-08-16,27.700000762939453,28.079999923706055,26.549999237060547,27.020000457763672,25.128507614135742,1628500
2022-08-17,26.530000686645508,27.388999938964844,26.1200008392334,26.68000030517578,24.812307357788086,1190400
2022-08-18,26.940000534057617,26.979000091552734,26.393999099731445,26.5,24.644912719726562,507700
2022-08-19,25.979999542236328,26.110000610351562,25.149999618530273,25.700000762939453,23.90091323852539,899200
2022-08-22,25.010000228881836,25.100000381469727,24.329999923706055,24.799999237060547,23.063913345336914,586100
2022-08-23,24.989999771118164,25.940000534057617,24.549999237060547,25.649999618530273,23.854412078857422,674000
2022-08-24,25.790000915527344,26.559999465942383,25.639999389648438,25.700000762939453,23.90091323852539,751400
2022-08-25,26.3799991607666,26.450000762939453,25.0,25.579999923706055,23.78931427001953,688800
2022-08-26,25.75,26.309999465942383,24.440000534057617,24.540000915527344,22.82211685180664,984000
2022-08-29,23.829999923706055,24.459999084472656,23.579999923706055,24.1299991607666,22.440818786621094,803300
2022-08-30,24.5,24.540000915527344,22.56999969482422,23.219999313354492,21.59452247619629,828400
2022-08-31,23.56999969482422,23.59000015258789,22.489999771118164,22.920000076293945,21.315521240234375,725900
2022-09-01,22.530000686645508,23.149999618530273,21.770000457763672,23.149999618530273,21.529422760009766,846100
2022-09-02,23.610000610351562,23.729999542236328,22.090999603271484,22.270000457763672,20.71102523803711,671800
2022-09-06,22.489999771118164,22.93000030517578,21.700000762939453,22.770000457763672,21.176021575927734,561300
2022-09-07,22.59000015258789,23.920000076293945,22.510000228881836,23.920000076293945,22.245519638061523,609800
2022-09-08,23.579999923706055,24.6200008392334,23.420000076293945,24.6200008392334,22.896516799926758,641600
2022-09-09,24.899999618530273,25.940000534057617,24.850000381469727,25.93000030517578,24.11481475830078,1118800
2022-09-12,26.020000457763672,26.649999618530273,26.020000457763672,26.540000915527344,24.682111740112305,856900
2022-09-13,25.020000457763672,25.59000015258789,24.709999084472656,24.93000030517578,23.184818267822266,1387600
2022-09-14,24.950000762939453,26.670000076293945,24.860000610351562,26.25,24.412410736083984,1198300
2022-09-15,26.149999618530273,27.091999053955078,26.040000915527344,26.399999618530273,24.551908493041992,753200
2022-09-16,25.81999969482422,26.360000610351562,25.329999923706055,26.31999969482422,24.477508544921875,700900
2022-09-19,25.889999389648438,27.15999984741211,25.639999389648438,27.06999969482422,25.175006866455078,735700
2022-09-20,26.770000457763672,27.600000381469727,26.600000381469727,27.0,25.123830795288086,853200
2022-09-21,26.950000762939453,27.639999389648438,25.959999084472656,25.969999313354492,24.165401458740234,931800
2022-09-22,25.81999969482422,26.0,24.030000686645508,24.3799991607666,22.685888290405273,1013600
2022-09-23,23.670000076293945,23.81999969482422,22.3700008392334,22.700000762939453,21.122629165649414,1209000
2022-09-26,22.25,23.75,22.100000381469727,22.780000686645508,21.19706916809082,878400
2022-09-27,23.75,24.299999237060547,22.989999771118164,23.639999389648438,21.99730682373047,1052400
2022-09-28,23.6200008392334,24.360000610351562,22.950000762939453,24.219999313354492,22.537006378173828,981100
2022-09-29,23.56999969482422,23.670000076293945,21.450000762939453,21.780000686645508,20.266557693481445,1247000
