Date,Open,High,Low,Close,20_MA,52_Week_MA,20_Upper_BB,20_Lower_BB,52_Upper_BB,52_Lower_BB,Daily_Return,Cumulative_Return,Std_Dev,Skewness,Kurtosis,Positive_Return_Percentage,Kelly_Ratio,Kelly_Fraction
2015-09-14,196.9499969482422,197.009994506836,195.42999267578125,196.009994506836,197.71400070190427,205.15419258704551,210.2580713413261,185.1699300624824,217.3852572267417,192.92312794734937,-0.0037105365759151,-0.0223940423599197,0.0200899966136043,0.1387541502312579,-0.2959790055067293,45.0,-0.1220067304029925,-0.0610033652014962
2015-09-15,196.6100006103516,198.9900054931641,195.9600067138672,198.4600067138672,197.1075012207031,205.14634645902197,208.10834848874592,186.1066539526603,217.39200828236815,192.9006846356757,0.0124994249053242,-0.0101745301053999,0.0203058184249878,0.1022724185307013,-0.4006056572451308,45.0,-0.1220067304029925,-0.0610033652014962
2015-09-16,198.82000732421875,200.41000366210932,198.41000366210932,200.17999267578125,196.6175010681152,205.14623102041392,205.9508101653061,187.2841919709243,217.39208026437208,192.90038177645576,0.0086666628223683,-0.001596046504831,0.0204658823822716,0.0223273527838557,-0.4832115683550753,50.0,-0.020006118548175,-0.0100030592740875
2015-09-17,200.0200042724609,202.88999938964844,199.27999877929688,199.72999572753903,196.18800048828123,205.14092330932615,203.9043561076524,188.4716448689101,217.3949907668108,192.88685585184157,-0.0022479616580416,-0.0038404203115253,0.0204217411761112,-0.018979616040126,-0.4618543786827458,50.0,-0.020006118548175,-0.0100030592740875
2015-09-18,195.7100067138672,198.67999267578125,194.9600067138672,195.4499969482422,195.7620002746582,205.1211540809045,202.5548877995456,188.9691127497708,217.4212008289209,192.8211073328881,-0.0214289234008465,-0.0251870476396891,0.0204488698898058,-0.0186278120210807,-0.4704586413895799,50.0,-0.020006118548175,-0.0100030592740875
2015-09-21,196.44000244140625,197.67999267578125,195.2100067138672,196.4600067138672,195.6935005187988,205.11015407855692,202.42594376996425,188.96105726763335,217.43612106403344,192.78418709308045,0.0051676120818382,-0.0201495924495396,0.0193847474796715,-0.1343145226981363,-0.1158865406483427,55.00000000000001,0.0819944933066425,0.0409972466533212
2015-09-22,193.8800048828125,194.4600067138672,192.5599975585937,193.91000366210932,195.91400070190429,205.0864617567796,202.0552592453822,189.7727421584264,217.4748527716763,192.69807074188287,-0.0129797565133538,-0.0328678121590551,0.0170177654132015,0.3225498223952524,-0.3296280645179847,55.00000000000001,0.0819944933066425,0.0409972466533212
2015-09-23,194.1100006103516,194.6699981689453,192.91000366210932,193.6000061035156,196.23050079345705,205.06069253774788,200.9939353998558,191.46706618705824,217.5167514227745,192.6046336527213,-0.0015986671793061,-0.0344139346458068,0.0167570788239029,0.2696773887653312,-0.2193023344521036,55.00000000000001,0.0819944933066425,0.0409972466533212
2015-09-24,192.1499938964844,193.4499969482422,190.5599975585937,192.8999938964844,196.1525001525879,205.03673095703124,201.08605686768703,191.21894343748872,217.5623760604061,192.51108585365637,-0.0036157654181937,-0.0379052673492043,0.0143945716974107,-0.0123775750056013,-0.3493504392230662,50.0,-0.020006118548175,-0.0100030592740875
2015-09-25,194.63999938964844,195.0,191.8099975585937,192.8500061035156,195.8315002441406,205.01315407386195,200.74639125910184,190.9166092291794,217.60746595429663,192.4188421934272,-0.0002591383854352,-0.0381545830248591,0.0131362677778835,-0.096507232644818,-0.0045562815777806,45.0,-0.1220067304029925,-0.0610033652014962
