Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-09-11 00:00:00-04:00,185.02156641153678,186.50367515893598,184.5953363542913,186.40679931640625,25063600,0.0,0.0,0.0
2019-09-12 00:00:00-04:00,187.54985787264616,188.6154329344871,186.9298909588052,187.18174743652344,28689900,0.0,0.0,0.0
2019-09-13 00:00:00-04:00,186.91050639839173,187.34641807915864,186.27116138330607,186.51333618164062,27669800,0.0,0.0,0.0
2019-09-16 00:00:00-04:00,185.3121412087661,186.0677253259949,185.1280860143584,185.68023681640625,20319000,0.0,0.0,0.0
2019-09-17 00:00:00-04:00,185.69961883020935,186.5714569091797,185.3024486424954,186.5714569091797,20953400,0.0,0.0,0.0
2019-09-18 00:00:00-04:00,186.18395147473845,186.57143995724314,184.15937404011447,186.4939422607422,29781300,0.0,0.0,0.0
2019-09-19 00:00:00-04:00,186.82333320136254,187.9663911923663,186.4455410947047,186.803955078125,26039400,0.0,0.0,0.0
2019-09-20 00:00:00-04:00,187.06551272634272,187.25924962007366,184.20785289557324,184.82781982421875,29086100,0.0,0.0,0.0
2019-09-23 00:00:00-04:00,184.77342624745387,185.46259609804906,184.15220918692404,184.90931701660156,22485900,0.384,0.0,0.0
2019-09-24 00:00:00-04:00,185.75379590278774,186.16146824507965,181.65764046849415,182.45358276367188,40820700,0.0,0.0,0.0
2019-09-25 00:00:00-04:00,182.26914400745892,184.9869742491238,180.74522712746838,184.50164794921875,34704900,0.0,0.0,0.0
2019-09-26 00:00:00-04:00,184.25899532250725,184.42400449658084,182.46328198591004,183.82220458984375,26826000,0.0,0.0,0.0
2019-09-27 00:00:00-04:00,184.16194294637882,184.25901414621367,180.29874913091882,181.5411834716797,40773500,0.0,0.0,0.0
2019-09-30 00:00:00-04:00,182.27889659676347,183.56016549905064,181.90034256853997,183.2689666748047,26307700,0.0,0.0,0.0
2019-10-01 00:00:00-04:00,183.93865994640072,184.99666768116634,181.47320896315995,181.77410888671875,32367600,0.0,0.0,0.0
2019-10-02 00:00:00-04:00,180.54142112424898,180.57053952342238,177.64887992213022,178.64865112304688,48544300,0.0,0.0,0.0
2019-10-03 00:00:00-04:00,178.62918970406574,180.74521998980052,176.48405583734788,180.6093292236328,39392500,0.0,0.0,0.0
2019-10-04 00:00:00-04:00,181.5897413507351,183.53104709772478,181.3956137382336,183.2689666748047,31887600,0.0,0.0,0.0
2019-10-07 00:00:00-04:00,182.7448013816557,184.17166214020446,182.3953657915828,182.71568298339844,21216000,0.0,0.0,0.0
2019-10-08 00:00:00-04:00,181.57029392742257,182.34681905917878,179.83283208986725,179.97842407226562,32379300,0.0,0.0,0.0
2019-10-09 00:00:00-04:00,181.50235861086665,182.56036652782768,180.9587806429468,181.7353057861328,20147400,0.0,0.0,0.0
2019-10-10 00:00:00-04:00,181.78380781272858,183.87070486433333,181.6284998505767,183.14271545410156,25177700,0.0,0.0,0.0
2019-10-11 00:00:00-04:00,185.22965276056428,186.97683054731627,185.122880373291,185.50143432617188,40976700,0.0,0.0,0.0
2019-10-14 00:00:00-04:00,185.239392443566,186.07415451451345,185.05496602623066,185.4820556640625,14975000,0.0,0.0,0.0
2019-10-15 00:00:00-04:00,186.05473151497668,188.27753483964665,185.93825791228207,187.8407440185547,23234200,0.0,0.0,0.0
2019-10-16 00:00:00-04:00,187.20010649337163,187.8504421159994,186.78271807229,187.37481689453125,20457100,0.0,0.0,0.0
2019-10-17 00:00:00-04:00,188.50074558171417,188.79194434495727,187.15153896263948,187.8698272705078,19045200,0.0,0.0,0.0
2019-10-18 00:00:00-04:00,187.53011826433902,187.98632626586632,185.11320226793512,186.06443786621094,27700800,0.0,0.0,0.0
2019-10-21 00:00:00-04:00,187.05448659483858,187.84071290477166,186.50120745170955,187.7145233154297,15801200,0.0,0.0,0.0
2019-10-22 00:00:00-04:00,188.45218504199065,188.7142653753182,186.16144445119613,186.21969604492188,22392300,0.0,0.0,0.0
2019-10-23 00:00:00-04:00,185.84118192305067,186.61769227380768,185.54026712949894,186.57887268066406,14828400,0.0,0.0,0.0
2019-10-24 00:00:00-04:00,187.90864035652595,188.51045506266058,187.0835945020424,188.3939666748047,18998500,0.0,0.0,0.0
2019-10-25 00:00:00-04:00,187.42327088448292,189.99550866569888,187.3844513047916,189.8984375,21507100,0.0,0.0,0.0
2019-10-28 00:00:00-04:00,190.78179591888792,192.02423022108397,190.78179591888792,191.77186584472656,18818700,0.0,0.0,0.0
2019-10-29 00:00:00-04:00,191.45155357059747,191.7427375465484,190.25764002525645,190.28675842285156,18569700,0.0,0.0,0.0
2019-10-30 00:00:00-04:00,190.655598424294,191.52919472653207,189.55875615179949,191.20887756347656,21764300,0.0,0.0,0.0
2019-10-31 00:00:00-04:00,191.7621432754911,191.8494984630499,190.18969065549362,191.29623413085938,26801800,0.0,0.0,0.0
2019-11-01 00:00:00-04:00,192.121260341621,193.04339215240594,191.83007641293432,193.03367614746094,22131900,0.0,0.0,0.0
2019-11-04 00:00:00-05:00,194.31498581233268,194.6450042086949,193.03371701094576,194.22763061523438,19015900,0.0,0.0,0.0
2019-11-05 00:00:00-05:00,194.47028715680082,194.6644147473687,193.6937619835434,194.3343963623047,15048900,0.0,0.0,0.0
2019-11-06 00:00:00-05:00,194.11112779218445,194.13054499375968,192.95604867971394,193.8975830078125,19725500,0.0,0.0,0.0
2019-11-07 00:00:00-05:00,194.868183912667,195.80001679767386,193.9849014241801,194.54786682128906,17832400,0.0,0.0,0.0
2019-11-08 00:00:00-05:00,194.1985017045466,195.3438648338022,193.68404212384658,195.32444763183594,15258800,0.0,0.0,0.0
2019-11-11 00:00:00-05:00,194.33438838669568,195.14001711393968,194.07230800414277,195.0623779296875,10147600,0.0,0.0,0.0
