Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-09-11 00:00:00-04:00,11.830739818846107,12.186071395874023,11.61662908570116,12.186071395874023,9793500,0.0,0.0,0.0
2019-09-12 00:00:00-04:00,12.4958505991038,12.629913271737674,12.040295948010987,12.29345417022705,11793000,0.0,0.0,0.0
2019-09-13 00:00:00-04:00,12.297358154106869,12.400833970162804,11.98823312581385,12.182168006896973,6118500,0.0,0.0,0.0
2019-09-16 00:00:00-04:00,11.844407249160351,12.098216202019541,11.604915605056695,11.934216499328613,6535500,0.0,0.0,0.0
2019-09-17 00:00:00-04:00,11.854169279317484,12.06502537374484,11.649820629303383,12.042899131774902,5451000,0.0,0.0,0.0
2019-09-18 00:00:00-04:00,11.999294835666728,12.079993658473239,11.552200846589505,12.066327095031738,8751000,0.0,0.0,0.0
2019-09-19 00:00:00-04:00,12.175008606650847,12.257659660960922,11.82878745501033,11.882802963256836,7227000,0.0,0.0,0.0
2019-09-20 00:00:00-04:00,12.026628863432864,12.026628863432864,11.063457251518614,11.220298767089844,11719500,0.0,0.0,0.0
2019-09-23 00:00:00-04:00,11.153918651188327,11.74613993276698,11.153918651188327,11.56326675415039,8188500,0.0,0.0,0.0
2019-09-24 00:00:00-04:00,11.824890357203888,11.837277254775968,10.824162955868225,11.003445625305176,18163500,0.020867,0.0,0.0
2019-09-25 00:00:00-04:00,10.822856761536425,11.674943141021831,10.556864912760982,11.566068649291992,11985000,0.0,0.0,0.0
2019-09-26 00:00:00-04:00,11.577153428586143,11.702326191068074,11.257050700504044,11.602579116821289,10096500,0.0,0.0,0.0
2019-09-27 00:00:00-04:00,11.350926672232989,11.478706971028341,10.511880124729776,10.757009506225586,17278500,0.0,0.0,0.0
2019-09-30 00:00:00-04:00,10.952593895117262,11.131225598493785,10.77396219174074,11.09732437133789,7299000,0.0,0.0,0.0
2019-10-01 00:00:00-04:00,11.31768008265636,11.721883508977413,10.669652866528711,10.793519973754883,14653500,0.0,0.0,0.0
2019-10-02 00:00:00-04:00,10.472766213311536,10.597287077641374,10.07899494133878,10.284356117248535,19338000,0.0,0.0,0.0
2019-10-03 00:00:00-04:00,10.30260967780564,10.835245351434354,9.921877175147634,10.81047248840332,17961000,0.0,0.0,0.0
2019-10-04 00:00:00-04:00,10.917387829973153,11.408951379620293,10.890659292198626,11.396564483642578,13695000,0.0,0.0,0.0
2019-10-07 00:00:00-04:00,11.298121306834252,11.502830572346488,11.132528408021999,11.137092590332031,9079500,0.0,0.0,0.0
2019-10-08 00:00:00-04:00,10.789608292028698,10.814383018379857,10.083557035558744,10.112895011901855,25107000,0.0,0.0,0.0
2019-10-09 00:00:00-04:00,10.528834929774096,10.821555381180863,10.435606777225525,10.622714042663574,15838500,0.0,0.0,0.0
2019-10-10 00:00:00-04:00,10.699642467206322,11.262268070111865,10.663134595512256,10.931734085083008,18492000,0.0,0.0,0.0
2019-10-11 00:00:00-04:00,11.539339749703094,12.063499826917083,11.502830953053238,11.665815353393555,27876000,0.0,0.0,0.0
2019-10-14 00:00:00-04:00,11.62539489322629,11.73492128028823,11.491095646434559,11.663859367370605,7069500,0.0,0.0,0.0
2019-10-15 00:00:00-04:00,11.864005771741969,12.513337671047296,11.829453585991708,12.42858600616455,19419000,0.0,0.0,0.0
2019-10-16 00:00:00-04:00,12.249305010956936,12.41098566085633,11.810549327929786,11.888130187988281,15471000,0.0,0.0,0.0
2019-10-17 00:00:00-04:00,12.317756860900483,12.420763399148681,11.777298481544866,12.012649536132812,12418500,0.0,0.0,0.0
2019-10-18 00:00:00-04:00,11.93376321119093,12.019167703257201,11.259657505041318,11.61170482635498,14661000,0.0,0.0,0.0
2019-10-21 00:00:00-04:00,11.890084198496368,12.27929316273917,11.845751751764862,12.272120475769043,11613000,0.0,0.0,0.0
2019-10-22 00:00:00-04:00,12.34122630271893,12.418807149284314,11.96766464552677,11.98526668548584,9618000,0.0,0.0,0.0
2019-10-23 00:00:00-04:00,11.320288979401207,11.60453480039283,11.066683989841078,11.28834342956543,15555000,0.0,0.0,0.0
2019-10-24 00:00:00-04:00,11.734922704930725,12.124783568863517,11.670380644975332,12.10718059539795,14469000,0.0,0.0,0.0
2019-10-25 00:00:00-04:00,12.180849240042239,12.882336310403701,12.168461410624719,12.852347373962402,18265500,0.0,0.0,0.0
2019-10-28 00:00:00-04:00,13.104648500926373,13.58186857345941,13.095520135813752,13.526453018188477,15250500,0.0,0.0,0.0
2019-10-29 00:00:00-04:00,13.591648474078832,13.852423344579293,13.126814346017715,13.171797752380371,10779000,0.0,0.0,0.0
2019-10-30 00:00:00-04:00,13.439746596275027,13.439746596275027,12.882338030620833,13.173754692077637,8559000,0.0,0.0,0.0
2019-10-31 00:00:00-04:00,13.01011754073059,13.051189591133523,12.429239001183161,12.926017761230469,9952500,0.0,0.0,0.0
2019-11-01 00:00:00-04:00,13.295014346817487,13.817217826843262,13.137896977812252,13.817217826843262,10477500,0.0,0.0,0.0
2019-11-04 00:00:00-05:00,14.341379236969269,14.79708595740909,14.305523261509471,14.722113609313965,12294000,0.0,0.0,0.0
2019-11-05 00:00:00-05:00,14.899440995470215,15.135443023283111,14.639317064009983,14.806864738464355,9777000,0.0,0.0,0.0
2019-11-06 00:00:00-05:00,14.727980836656924,14.733847872954808,14.029100330852211,14.473072052001953,11104500,0.0,0.0,0.0
2019-11-07 00:00:00-05:00,15.167387044780835,15.224758279924561,14.5526073080752,14.757316589355469,12427500,0.0,0.0,0.0
2019-11-08 00:00:00-05:00,14.576729693165275,14.992667198181152,14.315301993535805,14.992667198181152,7299000,0.0,0.0,0.0
2019-11-11 00:00:00-05:00,14.596286217789448,14.84011185692153,14.422870600280248,14.74884033203125,6657000,0.0,0.0,0.0
2019-11-12 00:00:00-05:00,14.967892547664807,15.215629549909185,14.676475926700599,14.879228591918945,13849500,0.0,0.0,0.0
2019-11-13 00:00:00-05:00,14.559778964911848,15.014180929932614,14.407875804520865,14.87075424194336,12061500,0.0,0.0,0.0
2019-11-14 00:00:00-05:00,14.722764237877012,14.793173333990941,14.416352192833957,14.748189926147461,11265000,0.0,0.0,0.0
2019-11-15 00:00:00-05:00,15.274301712982375,15.516171634352697,14.943116892327255,15.131526947021484,14211000,0.0,0.0,0.0
2019-11-18 00:00:00-05:00,15.141960709551755,15.329067010255367,14.800344615205859,15.039605140686035,8130000,0.0,0.0,0.0
2019-11-19 00:00:00-05:00,15.222803204236408,15.31798610035668,14.56955985739821,14.806864738464355,12429000,0.0,0.0,0.0
2019-11-20 00:00:00-05:00,14.566296506019736,14.832287419910916,13.969770762944258,14.297698020935059,17808000,0.0,0.0,0.0
2019-11-21 00:00:00-05:00,14.088426462491368,14.221422869831429,13.649670841844332,13.809395790100098,15439500,0.0,0.0,0.0
2019-11-22 00:00:00-05:00,14.02714401512146,14.16991881724022,13.690743034846477,13.802225112915039,10084500,0.0,0.0,0.0
2019-11-25 00:00:00-05:00,14.212292356329753,14.828375805250289,14.197297889620181,14.8062105178833,14046000,0.0,0.0,0.0
2019-11-26 00:00:00-05:00,14.730587600092544,14.761230298116224,14.414397147669904,14.606067657470703,10887000,0.0,0.0,0.0
2019-11-27 00:00:00-05:00,14.83228853396259,14.93790356870147,14.722112114507931,14.918996810913086,7248000,0.0,0.0,0.0
2019-11-29 00:00:00-05:00,14.703857236405604,14.73775846226021,14.388969676228415,14.436561584472656,4399500,0.0,0.0,0.0
2019-12-02 00:00:00-05:00,14.448296139208857,14.549998881003539,13.725293835987973,13.801570892333984,13189500,0.0,0.0,0.0
2019-12-03 00:00:00-05:00,12.862778276813891,13.177665854988302,12.693274003068524,13.17049503326416,14646000,0.0,0.0,0.0
2019-12-04 00:00:00-05:00,13.755284297722296,13.928699920957111,13.625548293571551,13.789185523986816,8785500,0.0,0.0,0.0
2019-12-05 00:00:00-05:00,14.000412056105825,14.16339644156503,13.777448872154737,13.954776763916016,7833000,0.0,0.0,0.0
2019-12-06 00:00:00-05:00,14.430694674742636,14.686254392447877,14.402008591411814,14.603458404541016,9769500,0.0,0.0,0.0
2019-12-09 00:00:00-05:00,14.603458342135829,14.719503662844705,14.349853371463846,14.357024192810059,4908000,0.0,0.0,0.0
2019-12-10 00:00:00-05:00,14.547393074820427,14.815992536688485,14.373324612517901,14.516752243041992,7432500,0.0,0.0,0.0
2019-12-11 00:00:00-05:00,14.6914672002953,15.501176748628662,14.636704478962672,15.46858024597168,11976000,0.0,0.0,0.0
2019-12-12 00:00:00-05:00,15.38708710436361,16.771155113491464,15.37274453216933,16.72356414794922,20947500,0.0,0.0,0.0
2019-12-13 00:00:00-05:00,16.67663326289538,17.222958820908783,16.233967095690492,16.448453903198242,21313500,0.0,0.0,0.0
2019-12-16 00:00:00-05:00,17.002598530005727,17.36703181559172,16.899591998270857,16.915237426757812,10213500,0.0,0.0,0.0
2019-12-17 00:00:00-05:00,17.17536391572311,17.266636384890905,16.885250117916073,17.13755226135254,9778500,0.0,0.0,0.0
2019-12-18 00:00:00-05:00,17.191010460657573,17.276416831724212,16.943927174959548,17.112777709960938,7486500,0.0,0.0,0.0
2019-12-19 00:00:00-05:00,17.2770655663443,17.531322439657508,17.081482782190864,17.515024185180664,7558500,0.0,0.0,0.0
2019-12-20 00:00:00-05:00,17.811659092290995,18.166965933314803,17.63889347003152,18.07765007019043,10882500,0.0,0.0,0.0
2019-12-23 00:00:00-05:00,18.514773245631385,18.521952456909748,18.143433443540026,18.19955825805664,11043000,0.0192,0.0,0.0
2019-12-24 00:00:00-05:00,18.279826599617508,18.33464813232422,18.01160047377089,18.33464813232422,3774000,0.0,0.0,0.0
2019-12-26 00:00:00-05:00,18.433194240318933,18.475614133949634,18.163011315540402,18.403825759887695,5878500,0.0,0.0,0.0
2019-12-27 00:00:00-05:00,18.59047635764816,18.59047635764816,18.052065406254606,18.19890594482422,7303500,0.0,0.0,0.0
2019-12-30 00:00:00-05:00,18.120592644834225,18.146043835868316,17.400102307260322,17.815818786621094,9241500,0.0,0.0,0.0
2019-12-31 00:00:00-05:00,17.538452700161184,17.993978691070396,17.49276902681232,17.935243606567383,5722500,0.0,0.0,0.0
2020-01-02 00:00:00-05:00,18.60809461103353,19.055789786042876,18.357488828090403,19.0538330078125,10438500,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,18.11014767639643,18.4873596424547,17.889563865194066,18.024654388427734,14713500,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,17.36028847199564,17.617421833210255,17.062042228426407,17.452960968017578,11313000,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,18.01616794433047,18.605483035654526,17.74141613460765,18.35291862487793,10441500,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,18.42993262534444,18.72034617896175,18.096443805991736,18.39338493347168,10024500,0.0,0.0,0.0
