Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,20_MA,52_Week_MA,20_STD,52_Week_STD,20_Upper_BB,20_Lower_BB,52_Upper_BB,52_Lower_BB,Returns,Daily_Return,Cumulative_Return,Pos %,Kelly Ratio,Kelly Fraction,Tail Ratio,Sharpe Ratio,Sharpe_std,Std_Dev,Skewness,Kurtosis,Positive_Return_Percentage,Alpha_SPY
2020-09-14 00:00:00-04:00,143.12674718952647,149.07651049995386,142.91764924236728,145.69293212890625,118700900,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,-0.04488207745766393,-0.04488207745766393,-0.04488207745766393,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-09-21 00:00:00-04:00,142.39493470266953,142.81311614090163,135.04802270267808,139.1539306640625,145854700,0.566,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,-0.04488207745766393,-0.04488207745766393,-0.04488207745766393,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-09-28 00:00:00-04:00,141.55423534900723,146.52490691883617,139.67473123354918,145.8284454345703,120682400,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.047964974748870404,0.047964974748870404,0.0009301295792727426,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-10-05 00:00:00-04:00,147.3931223554533,156.18957985898194,147.38357241334018,155.22596740722656,144268000,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.0644423105838614,0.0644423105838614,0.06543237986236483,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-10-12 00:00:00-04:00,155.89381334776752,156.6952369460187,151.51466977925938,154.89205932617188,99970600,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,-0.0021511096798559892,-0.0021511096798559892,0.06314051795681097,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-10-19 00:00:00-04:00,155.39772052821013,156.4948866921208,151.8676772714403,155.57899475097656,96356100,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.004434929897588535,0.004434929897588535,0.06785547162523531,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-10-26 00:00:00-04:00,153.527745687352,153.95707092856458,144.4355306386507,146.05743408203125,138339300,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,-0.06120081110040432,-0.06120081110040432,0.0025018506237661775,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-11-02 00:00:00-05:00,147.6602544949208,158.09770038288048,146.61077994101987,156.10369873046875,157577200,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.06878297370878883,0.06878297370878883,0.07145690905823288,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-11-09 00:00:00-05:00,168.82134339117957,169.91852391592525,160.60686531993332,165.5298309326172,173944700,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.06038378513006126,0.06038378513006126,0.13615553283092474,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-11-16 00:00:00-05:00,168.3825019346078,171.46411984447968,166.27401732816557,169.34609985351562,127431000,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.02305487113348126,0.02305487113348126,0.1623494522279334,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-11-23 00:00:00-05:00,171.01571695868333,176.92136664065313,170.51960034235705,175.9005126953125,91228500,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.03870424442881437,0.03870424442881437,0.20733730953866192,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-11-30 00:00:00-05:00,175.37579634674412,179.7930963415053,172.0365772043416,179.55458068847656,119908700,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.02077349256788974,0.02077349256788974,0.23241792216529933,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-12-07 00:00:00-05:00,179.58317391737648,183.9527817590445,178.4860079044993,181.5580902099609,116455000,0.0,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.011158220045415668,0.011158220045415668,0.24616951252873376,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
2020-12-14 00:00:00-05:00,183.1418256024644,188.7421672592644,181.15737405384763,186.36654663085935,145406900,0.592,0.0,0.0,171.8935920715332,,21.251280175476868,,214.39615242248692,129.39103172057946,,,0.02648439634575217,0.02648439634575217,0.27917355981253755,,2.244211548426072,1.122105774213036,1.2939827732527867,1.1163819183683927,0.07032545057552328,,,,,
