Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,-1.209096940928069,22.413108436926706,45.45454545454545,0.45212786016666123,-0.6716398785991591,-0.17581527697356442,-0.08790763848678221,5,5
Feb,14.062607248050897,15.828483329524227,81.81818181818183,0.5133539260080506,-0.6144680978226695,0.7374112624603643,0.36870563123018213,9,1
Mar,0.5534047385597218,19.0888699778734,45.45454545454545,-0.19489197830490987,-0.6530266398616882,-0.0504433655613557,-0.02522168278067785,5,5
Apr,8.724458893149722,18.952828830689576,54.54545454545454,0.16938328001017575,-1.405613255324208,0.354007467996282,0.177003733998141,6,4
May,8.136317486666629,31.962566562024364,45.45454545454545,0.8171790463475159,-0.23964323397126064,0.19798919782195212,0.09899459891097606,5,5
Jun,1.6930189303596963,18.772466330631268,45.45454545454545,-0.5286036151213893,-0.08284573684219998,0.025018680046561215,0.012509340023280607,5,5
Jul,8.297942575029738,11.817435946759254,63.63636363636363,-0.0742132999847309,-1.5754997558874344,0.49607894888588405,0.24803947444294203,7,3
Aug,0.43764039021666984,22.7390050191709,27.27272727272727,2.1335000373800628,3.646422610114138,-0.020215052543509693,-0.010107526271754846,3,7
Sep,-3.239057275437942,5.9772680969077,27.27272727272727,-0.03556151547199929,-0.839395756718464,-0.9231054615913268,-0.4615527307956634,3,7
Oct,17.516590334788688,19.675021357944964,72.72727272727273,0.0486655989657088,-1.1559586629192768,0.637806163341652,0.318903081670826,8,2
Nov,6.384668841744378,27.113226568560673,54.54545454545454,0.43185258653316044,-0.36970886214058307,0.1879972136745678,0.0939986068372839,6,4
Dec,8.367157548995223,22.028177746340695,45.45454545454545,0.5494684660186413,-0.955933230270599,0.2638061285799227,0.13190306428996135,5,5
