Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.032781273688537,8.341319699871796,-1.5361814985044853
2015,-9.471364632993652,17.484388020902863,-5.28403947194962,2.5925122070056483,3.432663797284219,-6.208546918060442,6.174684633332195,-18.865248298531856,-8.636354495003662,26.789104227296654,0.8149889962614454,-6.055273049803411
2016,-15.37848308183648,-1.679546847505442,21.497108627237616,0.8057037499211273,4.654426973872772,-0.20457411742690335,11.132826701979038,0.10814712898812306,-0.5354350866955682,-5.621940603274322,11.050347825133343,5.960101350415115
2017,5.135711434011436,11.909754438605379,-0.2182331125089365,2.7705329013935964,3.6991847427102487,1.514871893421832,5.872716382320697,0.20914931546152093,5.689654026160307,6.834385516078179,8.872449229607415,3.454643800045365
2018,18.21618885709928,-13.532100047657913,-8.687770936585327,-0.13767596005743732,6.464910398557899,1.2857902559371137,10.729510370873818,9.092658396240317,1.197087834403221,-20.778774560368653,4.275948593646417,-26.220277537848823
2019,23.893058332453254,9.282883938687103,4.849728928724817,11.810064149682798,-18.89292200641749,21.365455300442914,3.804238482141109,-6.618026671701904,5.296220927163886,5.699303938025402,10.732651060146203,8.380641488021645
2020,-0.9141497753695549,-23.035903875432908,-48.12471478305559,37.16979139929278,13.377307960232066,3.2348157913924203,17.69611472765238,22.045572804892476,-12.256741261986793,-8.477924522293922,35.19641811271794,11.142630302287927
2021,-3.7080327278268155,7.742176518877719,13.33060059441944,16.1722358428666,1.3625536329224142,6.589590808268264,6.931832094797374,8.97318472372124,-13.940813073523284,21.89779680412014,-2.7126234648789938,13.133096730647399
2022,-15.88883265879285,-9.850366153579026,10.071587912262459,-25.41253817329151,-2.1281023390810727,-24.93005715947737,28.620612949576852,-13.333331602126409,-26.910211187598275,23.05526822959387,14.387863985543348,-17.72627443541395
2023,18.12632768102924,-8.731597384439471,9.42323031649288,3.603844735852957,-0.15014211947922407,19.123252355251097,8.948919368576647,-6.373492963437766,-14.711220578513684,-7.894096297856057,28.111828994732658,12.924575792845738
2024,3.452682727029255,14.674201376624474,8.835497609644616,-12.969527038766437,14.283376844076567,9.821731647831044,1.8089628907979716,5.0747710864782025,0.0,0.0,0.0,0.0
