Year,Week_Number,Return,Volume,Week,Volatility,Positive_Returns,Kelly_Ratio
2023,11,0.09032391557084729,41816480.0,11,0.05584135755670933,0.35714285714285715,
2010,12,0.0,,12,0.057729701003201614,0.35714285714285715,
2011,12,0.0,,12,0.057729701003201614,0.35714285714285715,
2012,12,0.0,,12,0.057729701003201614,0.35714285714285715,
2013,12,-0.03475633516421073,27741360.0,12,0.057729701003201614,0.35714285714285715,
2014,12,-0.0067009486037208355,48288780.0,12,0.057729701003201614,0.35714285714285715,
2015,12,0.07174122328608412,32990720.0,12,0.057729701003201614,0.35714285714285715,
2016,12,0.014280571913837692,18462550.0,12,0.057729701003201614,0.35714285714285715,
2017,12,0.0036691043346568364,17747440.0,12,0.057729701003201614,0.35714285714285715,
2018,12,-0.14580013755620735,90388680.0,12,0.057729701003201614,0.35714285714285715,
2019,12,-0.008997791670960043,23191880.0,12,0.057729701003201614,0.35714285714285715,
2020,12,-0.11585819385695784,36671960.0,12,0.057729701003201614,0.35714285714285715,
2021,12,-0.023998640705791496,22416760.0,12,0.057729701003201614,0.35714285714285715,
2022,12,0.025449308457176523,31479940.0,12,0.057729701003201614,0.35714285714285715,
2023,12,0.052453184906182115,28119440.0,12,0.057729701003201614,0.35714285714285715,
2010,13,0.0,,13,0.03862778967898484,0.5714285714285714,
2011,13,0.0,,13,0.03862778967898484,0.5714285714285714,
2012,13,0.0,,13,0.03862778967898484,0.5714285714285714,
2013,13,-0.004776502499363122,36759825.0,13,0.03862778967898484,0.5714285714285714,
2014,13,-0.10986326835811089,86337580.0,13,0.03862778967898484,0.5714285714285714,
2015,13,-0.005495742413100135,29707460.0,13,0.03862778967898484,0.5714285714285714,
2016,13,0.02675904433132814,26076060.0,13,0.03862778967898484,0.5714285714285714,
2017,13,0.01218763850804816,13577960.0,13,0.03862778967898484,0.5714285714285714,
2018,13,0.004717420175901266,81174275.0,13,0.03862778967898484,0.5714285714285714,
2019,13,0.014387100796262708,12517580.0,13,0.03862778967898484,0.5714285714285714,
2020,13,0.051994226834010226,29378440.0,13,0.03862778967898484,0.5714285714285714,
2021,13,0.05455906810561961,19076875.0,13,0.03862778967898484,0.5714285714285714,
2022,13,0.014380657502793937,25393420.0,13,0.03862778967898484,0.5714285714285714,
2023,13,0.02908687717186531,20910840.0,13,0.03862778967898484,0.5714285714285714,
2010,14,0.0,,14,0.03528793261687426,0.2857142857142857,
2011,14,0.0,,14,0.03528793261687426,0.2857142857142857,
2012,14,0.0,,14,0.03528793261687426,0.2857142857142857,
2013,14,0.06944735844304273,50436240.0,14,0.03528793261687426,0.2857142857142857,
2014,14,-0.05261863146288681,77530480.0,14,0.03528793261687426,0.2857142857142857,
2015,14,-0.02101561778577754,21496075.0,14,0.03528793261687426,0.2857142857142857,
2016,14,-0.04700031082734679,32295440.0,14,0.03528793261687426,0.2857142857142857,
2017,14,-0.008956315275133298,14118480.0,14,0.03528793261687426,0.2857142857142857,
2018,14,-0.015465625985878861,42463980.0,14,0.03528793261687426,0.2857142857142857,
2019,14,0.053458071535002816,17832180.0,14,0.03528793261687426,0.2857142857142857,
2020,14,-0.01380517692444061,22513740.0,14,0.03528793261687426,0.2857142857142857,
2021,14,0.04603011692162251,21062020.0,14,0.03528793261687426,0.2857142857142857,
2022,14,-0.009744262145512494,25238000.0,14,0.03528793261687426,0.2857142857142857,
2023,14,0.01983227376086516,21113000.0,14,0.03528793261687426,0.2857142857142857,
2010,15,0.0,,15,0.04223783237906289,0.5,
2011,15,0.0,,15,0.04223783237906289,0.5,
2012,15,0.0,,15,0.04223783237906289,0.5,
2013,15,0.001652340207893177,31316480.0,15,0.04223783237906289,0.5,
2014,15,0.03509466793346416,98795800.0,15,0.04223783237906289,0.5,
2015,15,0.005929055497728375,16790720.0,15,0.04223783237906289,0.5,
2016,15,-0.00870469738015045,40726780.0,15,0.04223783237906289,0.5,
2017,15,-0.009885208809584989,12063900.0,15,0.04223783237906289,0.5,
2018,15,0.04665535164998591,41440540.0,15,0.04223783237906289,0.5,
2019,15,0.019218588959114213,11830140.0,15,0.04223783237906289,0.5,
2020,15,0.13106022698236375,26266000.0,15,0.04223783237906289,0.5,
2021,15,-0.01987869777197504,13991540.0,15,0.04223783237906289,0.5,
2022,15,-0.05552391121718925,19564175.0,15,0.04223783237906289,0.5,
2023,15,0.02510990886005371,19338000.0,15,0.04223783237906289,0.5,
