Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,5.707434985052873,16.067669544966872,54.54545454545454,0.5127927644734025,-0.8786990149448575,0.31232872581927135,0.15616436290963567,6,4
Feb,8.061164569093545,10.433710797483043,63.63636363636363,0.473375136241761,-0.5555176724996844,0.5595032940467766,0.2797516470233883,7,3
Mar,6.24561570696579,9.314150571128348,54.54545454545454,0.041941788654700496,-1.6334088209327993,0.42692410078815657,0.21346205039407828,6,4
Apr,-1.2480662874694624,11.683309977359487,36.36363636363637,-1.608972387371969,2.6521170920868897,-0.2534938534569744,-0.1267469267284872,4,6
May,13.750374266017031,19.41603081740961,81.81818181818183,-0.4389453329940088,-0.5609050676714555,0.5854831990487427,0.29274159952437134,9,1
Jun,3.8867581800144326,12.829395381685549,63.63636363636363,-0.06986280353811695,-0.7969112838526491,0.26058362746862246,0.13029181373431123,7,3
Jul,6.675142914493148,9.049041533875206,63.63636363636363,0.36553167743494946,-1.1522943553743874,0.5474934245108095,0.27374671225540476,7,3
Aug,6.4326541681881135,11.081357398997426,72.72727272727273,-0.3437896628067652,0.3486756518191698,0.5108105802604177,0.25540529013020885,8,2
Sep,-0.61531971262551,9.228574336937317,54.54545454545454,-0.70071260695238,-0.22787178047644474,-0.5553331723288863,-0.2776665861644432,6,3
Oct,4.730060937028703,13.81214580585384,63.63636363636363,-0.754267155417131,-0.043466072356191265,0.2750310288620571,0.13751551443102855,7,3
Nov,9.746321390862338,15.186564864835043,72.72727272727273,-0.548606948300058,-0.04097660584722762,0.5190713839730486,0.2595356919865243,8,2
Dec,-1.6671889264650401,10.006622276688738,36.36363636363637,0.005167352160172294,-0.6976683508529069,-0.28852476915804715,-0.14426238457902357,4,6
