Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,5.5107379049622685,19.21661404936594,54.54545454545454,-0.15023687222738313,-1.0139788501351987,0.22358031518731208,0.11179015759365604,6,4
Feb,0.8594034003244805,12.68936490252417,36.36363636363637,0.21538173721723114,-0.9424444634953075,0.006949038295982313,0.0034745191479911564,4,6
Mar,2.0583824700447666,17.81959895032726,63.63636363636363,-0.7949722651611915,0.5996584760176069,0.023169692937722197,0.011584846468861099,7,3
Apr,2.975857271976918,21.056352611984604,45.45454545454545,0.18084363148702295,0.5713229582822428,0.09844741844071175,0.04922370922035588,5,5
May,6.325407208590942,14.47564691020157,63.63636363636363,-0.8138463532402069,-0.3319655116410085,0.33539149115717093,0.16769574557858546,7,3
Jun,4.4095739532693825,16.229249343290657,54.54545454545454,-0.4894543016619667,-0.8259914566808719,0.19624307307453515,0.09812153653726757,6,4
Jul,12.256065307714188,12.407255323423458,81.81818181818183,0.6184435624886415,0.2946048890682498,0.7318948471005117,0.36594742355025583,9,1
Aug,1.995457502750596,15.90664044184519,54.54545454545454,0.5468199067072529,-0.05809705772658491,0.06589844648168952,0.03294922324084476,6,4
Sep,-7.723596584121217,11.251255039864684,18.181818181818183,-0.7126498287859885,-0.6042382159493598,-2.636230532318253,-1.3181152661591264,2,7
Oct,4.8637560032914795,17.564282409427733,54.54545454545454,0.0967070089551757,-0.3106992417283321,0.21789495056981273,0.10894747528490636,6,4
Nov,10.69950385104187,12.873462547756311,81.81818181818183,0.9948702834600948,-0.2969846339668223,0.7786814093123987,0.38934070465619935,9,1
Dec,-1.6619910762693075,14.458130584006385,54.54545454545454,-0.6371260260805557,-0.555759384453065,-0.39597932088422794,-0.19798966044211397,6,4
