Year,Week_Number,Return,Volume,Week,Volatility,Positive_Returns,Kelly_Ratio
2010,1,0.0,,1,0.08458613447089555,0.42857142857142855,-0.07142857142857145
2010,2,0.0,,2,0.07115587212240938,0.42857142857142855,-0.07142857142857145
2010,3,0.0,,3,0.09380042170709478,0.5714285714285714,0.0714285714285714
2010,4,0.0,,4,0.09793415296491516,0.5714285714285714,0.0714285714285714
2010,5,0.0,,5,0.06959391460978184,0.7142857142857143,0.2142857142857143
2010,6,0.0,,6,0.07107274471208966,0.42857142857142855,-0.07142857142857145
2010,7,0.0,,7,0.058018594357790124,0.6428571428571429,0.1428571428571429
2010,8,0.0,,8,0.07601790696026234,0.42857142857142855,-0.07142857142857145
2010,9,0.0,,9,0.10191168599612806,0.5,0.0
2010,10,0.0,,10,0.07326048958892846,0.42857142857142855,-0.07142857142857145
2010,11,0.0,,11,0.09122537238740397,0.35714285714285715,-0.14285714285714285
2010,12,0.0,,12,0.07186936195087311,0.35714285714285715,-0.14285714285714285
2010,13,0.0,,13,0.08828033082546065,0.7142857142857143,0.2142857142857143
2010,14,0.0,,14,0.06893853893029335,0.5,0.0
2010,15,0.0,,15,0.06480620894571755,0.5714285714285714,0.0714285714285714
2010,16,0.0,,16,0.08919520755580526,0.42857142857142855,-0.07142857142857145
2010,17,0.0,,17,0.063505685074109,0.5,0.0
2010,18,0.0,,18,0.05186959607089661,0.42857142857142855,-0.07142857142857145
2010,19,0.0,,19,0.13117241990774786,0.5,0.0
2010,20,0.0,,20,0.09469693846457747,0.42857142857142855,-0.07142857142857145
2010,21,0.0,,21,0.0570073931472245,0.7857142857142857,0.2857142857142857
2010,22,0.0,,22,0.045398880845242746,0.5714285714285714,0.0714285714285714
2010,23,0.0,,23,0.05527268064689192,0.7142857142857143,0.2142857142857143
2010,24,0.0,,24,0.04885349340439313,0.5,0.0
2010,25,0.0,,25,0.06862234954854199,0.6428571428571429,0.1428571428571429
2010,26,-0.20666728569495174,184920000.0,26,0.08047027981297385,0.6428571428571429,0.1428571428571429
2010,27,-0.07855331407926458,95814750.0,27,0.09731947604838141,0.5,0.0
2010,28,0.17775784519143545,46316700.0,28,0.092608334586745,0.6428571428571429,0.1428571428571429
2010,29,0.036492644209530356,21527100.0,29,0.057649224866892196,0.5714285714285714,0.0714285714285714
2010,30,-0.06479511978502595,9156000.0,30,0.06403158174530764,0.5,0.0
2010,31,-0.013205683485175368,13199100.0,31,0.07371208692961499,0.5714285714285714,0.0714285714285714
2010,32,-0.06380199773453166,12649800.0,32,0.06021200832747747,0.7142857142857143,0.2142857142857143
2010,33,0.042531272353430793,7230300.0,33,0.08109355467895399,0.35714285714285715,-0.14285714285714285
2010,34,0.03411609716219677,9233700.0,34,0.07771697219790152,0.5714285714285714,0.0714285714285714
2010,35,0.06815048325021689,7051500.0,35,0.06029138041268095,0.6428571428571429,0.1428571428571429
2010,36,-0.04186603656002286,4854750.0,36,0.05229171499063489,0.42857142857142855,-0.07142857142857145
2010,37,0.00607080717960351,16749300.0,37,0.0571866626442658,0.8571428571428571,0.3571428571428571
2010,38,-0.004068029045761645,11860200.0,38,0.07841362218737435,0.5,0.0
2010,39,0.02875310692052735,19187700.0,39,0.04341951072841422,0.35714285714285715,-0.14285714285714285
2010,40,-0.007590558038331197,5093400.0,40,0.06287976127161081,0.5,0.0
2010,41,0.005625343653050341,3938700.0,41,0.055511681720380575,0.35714285714285715,-0.14285714285714285
2010,42,0.009331808336550007,3896100.0,42,0.05607988259593939,0.7857142857142857,0.2857142857142857
2010,43,0.05360331833932519,4922100.0,43,0.11791192141450538,0.5,0.0
2010,44,0.12261058965395877,12107700.0,44,0.07017176774695363,0.5,0.0
2010,45,0.21936083160521092,27602400.0,45,0.09976656584853423,0.5,0.0
2010,46,0.03978219632473545,20481300.0,46,0.06404997924245621,0.5714285714285714,0.0714285714285714
2010,47,0.13460230636835158,18311625.0,47,0.08253162492817934,0.5714285714285714,0.0714285714285714
2010,48,-0.11144753450226774,23503500.0,48,0.07485408129734634,0.6428571428571429,0.1428571428571429
2010,49,0.003011257539468959,12243300.0,49,0.050070553315305626,0.7142857142857143,0.2142857142857143
2010,50,-0.0006607427118032749,13566300.0,50,0.07731730734081046,0.5,0.0
2010,51,-0.03786586972789163,13826250.0,51,0.09680552008573032,0.5,0.0
2010,52,-0.1066909046904877,60409200.0,52,0.04636393062834502,0.5714285714285714,0.0714285714285714
2011,1,0.05955010938544292,24678600.0,1,0.08458613447089555,0.42857142857142855,0.5
2011,2,-0.09030955330198254,17798700.0,2,0.07115587212240938,0.42857142857142855,
2011,3,-0.10717360249782959,28087875.0,3,0.09380042170709478,0.5714285714285714,
2011,4,0.04388062440350127,17821800.0,4,0.09793415296491516,0.5714285714285714,
2011,5,-0.02302415660476842,9490800.0,5,0.06959391460978184,0.7142857142857143,
2011,6,-0.00561564076679999,25518600.0,6,0.07107274471208966,0.42857142857142855,
2011,7,0.0015488640441956303,34023000.0,7,0.058018594357790124,0.6428571428571429,
2011,8,0.021659020984852062,22769250.0,8,0.07601790696026234,0.42857142857142855,
2011,9,0.055668733297908446,15123600.0,9,0.10191168599612806,0.5,
2011,10,-0.0354170436180804,18918300.0,10,0.07326048958892846,0.42857142857142855,
2011,11,-0.04649715077356309,15795000.0,11,0.09122537238740397,0.35714285714285715,
2011,12,-0.008661468549418294,7342800.0,12,0.07186936195087311,0.35714285714285715,
2011,13,0.1731284931888234,52258200.0,13,0.08828033082546065,0.7142857142857143,
