Year,Week_Number,Return,Volume,Week,Volatility,Positive_Returns,Kelly_Ratio
2015,2,-0.01581829685844305,29312160.0,2,0.0425245424274717,0.5714285714285714,-0.14285714285714285
2016,2,-0.0646281264603562,46630200.0,2,0.0425245424274717,0.5714285714285714,0.2857142857142857
2017,2,-0.003267845645936518,13208280.0,2,0.0425245424274717,0.5714285714285714,0.0
2018,2,0.04779897002111533,9162480.0,2,0.0425245424274717,0.5714285714285714,0.1428571428571429
2019,2,0.07587735411502206,10085040.0,2,0.0425245424274717,0.5714285714285714,0.0714285714285714
2020,2,0.029041332901087902,5054880.0,2,0.0425245424274717,0.5714285714285714,0.0
2021,2,-0.044363164669457666,8145880.0,2,0.0425245424274717,0.5714285714285714,-0.07142857142857145
2022,2,-0.009688308002183343,13022460.0,2,0.0425245424274717,0.5714285714285714,0.2857142857142857
2023,2,0.07780158849778418,10540260.0,2,0.0425245424274717,0.5714285714285714,0.1428571428571429
2010,3,-0.11620173615747331,185635800.0,3,0.0718514201432869,0.5,0.4285714285714286
2011,3,-0.01797850133016088,62922600.0,3,0.0718514201432869,0.5,-0.07142857142857145
2012,3,0.057042714889056434,58163400.0,3,0.0718514201432869,0.5,0.2142857142857143
2013,3,0.02480612890845213,33465120.0,3,0.0718514201432869,0.5,-0.07142857142857145
2014,3,-0.008210050656185741,24574080.0,3,0.0718514201432869,0.5,-0.07142857142857145
2015,3,-0.03995867859261104,30292320.0,3,0.0718514201432869,0.5,0.0714285714285714
2016,3,0.04543733158539032,44434050.0,3,0.0718514201432869,0.5,0.2142857142857143
2017,3,-0.00417495570920412,11456550.0,3,0.0718514201432869,0.5,-0.07142857142857145
2018,3,0.026034964904725233,13033500.0,3,0.0718514201432869,0.5,0.1428571428571429
2019,3,0.08485925467433231,9536280.0,3,0.0718514201432869,0.5,0.0
2020,3,0.0560619962159743,5331000.0,3,0.0718514201432869,0.5,-0.35714285714285715
2021,3,0.05692987764343693,6894100.0,3,0.0718514201432869,0.5,0.1428571428571429
2022,3,-0.17612695435028514,14421950.0,3,0.0718514201432869,0.5,0.1428571428571429
2023,3,-0.021620773768468604,10203725.0,3,0.0718514201432869,0.5,0.3571428571428571
2010,4,-0.05309405018239355,108943200.0,4,0.053981428962135126,0.5714285714285714,0.1428571428571429
2011,4,-0.01698108734561221,64618560.0,4,0.053981428962135126,0.5714285714285714,0.2142857142857143
2012,4,0.006188285785072689,67531200.0,4,0.053981428962135126,0.5714285714285714,0.2142857142857143
2013,4,0.037253392024218845,34968600.0,4,0.053981428962135126,0.5714285714285714,0.0714285714285714
2014,4,-0.07854757850492822,26717400.0,4,0.053981428962135126,0.5714285714285714,0.0714285714285714
2015,4,0.050316022928309945,23103300.0,4,0.053981428962135126,0.5714285714285714,0.3571428571428571
2016,4,0.052847512065628655,28044600.0,4,0.053981428962135126,0.5714285714285714,0.2857142857142857
2017,4,0.029812317496003327,11264520.0,4,0.053981428962135126,0.5714285714285714,-0.2142857142857143
2018,4,0.06513737246792128,12440400.0,4,0.053981428962135126,0.5714285714285714,0.2857142857142857
2019,4,-0.008048318176250069,10754450.0,4,0.053981428962135126,0.5714285714285714,0.0714285714285714
2020,4,-0.02986708977742558,6086150.0,4,0.053981428962135126,0.5714285714285714,0.0
2021,4,-0.10002395795199426,11687160.0,4,0.053981428962135126,0.5714285714285714,
2022,4,0.027114356088005387,20019140.0,4,0.053981428962135126,0.5714285714285714,
2023,4,0.07237231466123506,10392440.0,4,0.053981428962135126,0.5714285714285714,
2010,5,-0.017017486449549257,145532160.0,5,0.07344150515233605,0.5714285714285714,
2011,5,0.08077117275376777,42958080.0,5,0.07344150515233605,0.5714285714285714,
2012,5,0.06211268406650494,64345440.0,5,0.07344150515233605,0.5714285714285714,
2013,5,0.019671688141773447,26572800.0,5,0.07344150515233605,0.5714285714285714,
2014,5,-0.011264495680841868,30761760.0,5,0.07344150515233605,0.5714285714285714,
2015,5,-0.08139800612409143,25344960.0,5,0.07344150515233605,0.5714285714285714,
2016,5,-0.0926480569587006,30679320.0,5,0.07344150515233605,0.5714285714285714,
2017,5,0.003442005382637281,12134040.0,5,0.07344150515233605,0.5714285714285714,
2018,5,-0.11785538300763276,14873280.0,5,0.07344150515233605,0.5714285714285714,
2019,5,0.046912885297981766,10714280.0,5,0.07344150515233605,0.5714285714285714,
2020,5,-0.0645231308516917,9014520.0,5,0.07344150515233605,0.5714285714285714,
2021,5,0.1387101922886298,6659480.0,5,0.07344150515233605,0.5714285714285714,
2022,5,0.04682545252129722,10474840.0,5,0.07344150515233605,0.5714285714285714,
2023,5,0.04790955826971155,12421900.0,5,0.07344150515233605,0.5714285714285714,
2010,6,0.03635850106358107,139207680.0,6,0.06191783507660241,0.6428571428571429,
2011,6,0.04400708427146882,38243520.0,6,0.06191783507660241,0.6428571428571429,
2012,6,-0.0028631424796774496,71918400.0,6,0.06191783507660241,0.6428571428571429,
