Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.327561825333179,-0.473465156878794
2016,-1.1211435647084933,3.0835374038733043,8.86116389424567,1.3919352518738437,0.05210478863311163,3.720192939692324,3.2508185184555005,-0.4043970476165337,0.5590171542988465,-2.417039062956472,5.073132591129403,0.6441564039814551
2017,0.7171673208102414,2.7627552612546236,-1.391914935645533,-0.4254169292720378,0.14241653911739593,1.3699414037130708,1.1048038912609304,-1.3168743670613048,3.2213164915780634,0.4890396221498339,4.484875194296967,1.0029992055889503
2018,1.708935628377528,-5.460760924876162,0.2665598787031431,1.202482346553868,1.5197745592059553,2.533367034899059,1.474892098511038,1.0570794370203584,-0.7343063034084607,-2.892154350426035,3.5135798100628612,-8.480504952313684
2019,8.071623579903765,2.525793253545139,1.1380592209643048,1.9820305374635083,-7.100265786561222,7.3978853956940815,-0.3417496626980987,-4.906363641251932,6.600948689046482,0.7898530076744237,1.6196763247817714,2.7285606563178355
2020,-3.3705266826418057,-10.359285638131265,-26.800876123365004,13.170744620844088,0.8620681817035791,0.43508204776616655,0.6463240488014499,1.6053973350905304,-2.9113248055051444,0.7299322262144026,16.594204831816995,4.24607866016502
2021,1.9732962085610373,9.615961102412518,6.285388152944016,4.441562917574204,3.556331437387805,-3.722376184866616,-1.4716957708280076,2.3291140801988464,-2.2680824040986813,3.041945569404314,-2.5552013790084316,7.383712308669654
2022,1.878696540132907,-0.21009917751926288,4.374222186410837,-2.844149698655196,4.379393759736661,-9.523064184969465,3.7584536014986014,-2.8736976240026912,-10.875433788129008,10.036653012309937,6.917764123369463,-3.93944090267776
2023,6.392112736962008,-4.868204562629119,-4.144548997655139,0.447362612357316,-7.964356809463558,6.871071266010231,4.746501766974953,-4.145202686573346,-4.673521162940442,-4.277163926538529,9.323802422130022,8.234012177117878
2024,-1.6330647928576858,0.8300781644973165,5.733450220547409,-3.3652650585475063,3.9145950783208594,-0.394067649334473,7.208554707623782,4.544398413942141,0.0,0.0,0.0,0.0
