Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.297916050046886,1.3339652912443878,3.07093072572997
2015,14.22533712779288,-7.483192466476963,3.461310397230144,-8.618786082068453,-2.5820376490911734,-2.1758189020773533,9.219589471447298,-7.074111507449277,6.477720542552667,4.763400746608393,0.7112667249627558,4.433025880257491
2016,8.449232008555496,5.277663528729781,7.120722524781331,-4.977102600766337,1.8417305424456965,15.766365041068742,3.3390797611730028,-7.750610761789412,2.1253826300477563,-11.186118217535268,-6.077860889235154,4.0562120212077835
2017,4.109983272336337,3.111391589121637,-2.5074537528260943,-1.6316835804240593,-5.499826664644026,0.8314259369853749,3.786684698451448,1.2519230305388263,-0.2771306875558377,-5.786253628960225,3.43235934179531,3.4962921651399137
2018,-6.325896779490526,-7.127036606701875,5.6340184907711865,-1.9391197171512609,5.957556263148556,1.3298444174780766,4.0945791252534836,5.417610622586588,-2.4843656383955692,6.324004597697819,6.707400248731843,-1.2939646198970478
2019,9.328254691082915,1.0158839507159456,6.688475772072966,-4.515479889102492,0.4278529492586891,-1.2609826913855704,0.6743212585110792,6.974905331111958,4.19499753940662,6.9603689077882835,-6.0342606394951925,-3.6148840685899852
2020,6.806960529626305,-7.3815116001389125,-30.819697132549784,10.614736778203504,1.1331644329850565,7.998245738990284,1.3159248821482228,3.6796419642846523,-1.6869890793814069,-4.374821148563457,4.041675744857387,4.067592680834853
2021,-4.634697976246094,2.422618710117308,5.764321751705426,9.26813358375842,-0.7426530289555644,-2.086853886552964,5.6743293748772405,3.0833867916101543,-9.869053148200779,10.129551897600253,-1.19769108867116,5.7667283005591985
2022,-2.699255311225035,-4.432969845220292,5.22684314341697,0.42773573383758645,-1.292054589494973,0.4176967058538761,8.761167205866172,-7.384265071288154,-14.39637662124873,7.420677177337165,1.6895252277612682,0.9634139759757465
2023,7.331146160389923,-5.347480547641437,-0.5802259622194605,-0.3501075960373745,-4.999416109842247,1.018275677049818,2.4000143956997677,-7.668026011300622,-10.4229416309638,-4.597746859339747,14.433559780838824,6.881042092086376
2024,-4.833657873560759,-3.7162741489191298,4.317445986181734,-0.5645825130883964,-0.8965296670553236,0.043564415371677434,9.271840242757845,8.646598228504953,0.0,0.0,0.0,0.0
