Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.888566514971394,-0.3571425226269853,-4.3010712257996575
2015,-3.745323602760009,21.011672213223022,-13.826361506207508,-15.671644247462469,0.8849549119871458,5.263163398397563,-19.583338714307995,-6.21761699635448,-4.972371105774864,23.255805249727523,11.320755777939628,21.610170048018105
2016,-23.344943017126596,-2.7272700672307915,33.177559108586394,24.56140600376484,28.73240093086673,12.472640556094362,33.463041083789655,7.87171940733451,-6.621624887033095,4.6309721957696,23.236512087228345,27.272731164878405
2017,-8.553794126779145,39.44069621720525,0.6224076926034661,-8.591065179476587,-15.864666015730178,11.528150225443001,9.054488428598372,-4.481996120976916,-1.9230769230769273,-13.803923363779102,-0.9099129197273514,-5.601474665935957
2018,33.657588793992524,-11.863174247405883,-17.010731002015632,8.258705551779343,26.19484740641347,9.176986678009813,22.281522372156417,37.315876601514695,22.725464028670395,-41.0488849327235,16.968700208352438,-13.333334527291829
2019,32.23185838586635,-3.6050764697562965,8.457287348264252,8.268019847785801,-0.7962335144290567,10.798982153590764,0.26341758806509574,3.284072167305485,-7.821942550539285,17.0403607211449,15.384618843952236,17.13920516717533
2020,2.4858250642742385,-3.234043527156749,0.0,15.193491462098496,2.691353051801526,-2.2118933895620696,47.177341583114575,17.293038017401873,-9.722530126321837,-8.171724750346455,23.070796301451168,-1.0252585150988924
2021,-6.618689080165874,-1.3194736822412345,-7.111586775897038,3.974525791824246,-1.886793511032847,17.2952024943013,13.052275201105168,4.26593716465582,-7.062860918178881,16.841595310080027,31.722524074981152,-9.136832523102555
2022,-20.604583150860545,7.956233118503819,-11.350738134973604,-21.78525744706802,19.10664711024628,-24.926368778234785,23.538642229191908,-10.161954430055886,-25.344646447648124,-5.208332079026845,29.2540717255801,-16.56576203187402
2023,16.025946303524584,4.564205236901575,24.726393296541094,-8.815426182359577,32.27033171260993,-3.6375902678846272,0.4301622754951495,-7.587412752972944,-2.7430963794871754,-4.201516930214188,23.005079860009523,21.66556553861283
2024,13.757545807937376,14.813045486459542,-6.253567424541783,-12.249986114155753,5.379460001896019,-2.81005833081458,-10.930281889207516,2.8239216166290326,0.0,0.0,0.0,0.0
