Year,Week_Number,Return,Volume,Week,Volatility,Positive_Returns,Kelly_Ratio
2012,3,0.2360777043633291,31578000.0,3,0.14245508382880406,0.6428571428571429,
2012,4,-0.004866761613037562,19352400.0,4,0.09316194986436648,0.6428571428571429,
2012,5,0.09669481027516613,24292800.0,5,0.11874171520244105,0.6428571428571429,
2012,6,-0.04608717718187305,22441200.0,6,0.09328293846446688,0.42857142857142855,
2012,7,0.08899593533197603,24433200.0,7,0.06478127454593786,0.8571428571428571,
2012,8,-0.056668206834049384,13683000.0,8,0.06724302985359995,0.42857142857142855,
2012,9,-0.024359881187234977,17350800.0,9,0.1082599389507467,0.5,
2012,10,0.0178453214705947,28017600.0,10,0.09419147561826659,0.5,
2012,11,0.08715124386714102,25944000.0,11,0.1250709854723402,0.5714285714285714,
2012,12,0.004871500244576055,14942400.0,12,0.17726252269041637,0.6428571428571429,
2012,13,0.018561565218033427,16519200.0,13,0.13978565720427263,0.6428571428571429,
2012,14,-0.10577702493854979,24471000.0,14,0.1071767313599638,0.35714285714285715,
2012,15,-0.045975423788212955,19831200.0,15,0.12329934683516904,0.5,
2012,16,-0.07906299117201909,26050800.0,16,0.09757491886523753,0.42857142857142855,
2012,17,0.07426085450103037,26990400.0,17,0.07711910571289539,0.35714285714285715,
2012,18,-0.12669803064569818,21642000.0,18,0.09308219929744999,0.6428571428571429,
2012,19,-0.023574802374545345,26606400.0,19,0.1031856859493079,0.42857142857142855,
2012,20,-0.23488462196859383,29233200.0,20,0.119784558823076,0.5,
2012,21,0.06502591251542478,30051600.0,21,0.12226193803102602,0.8571428571428571,
2012,22,-0.14579669666729078,26757000.0,22,0.0730770239816097,0.5714285714285714,
2012,23,0.1582403208906782,32194800.0,23,0.12243241090219267,0.5714285714285714,
2012,24,0.018776939123025582,24992400.0,24,0.11316967235337681,0.35714285714285715,
2012,25,0.02755610127072139,32893200.0,25,0.09608272829320623,0.6428571428571429,
2012,26,0.05900533625264004,33830400.0,26,0.13774357433186438,0.5,
2012,27,-0.05872586729484475,20854500.0,27,0.08712946614635873,0.6428571428571429,
2012,28,-0.1555987815821247,37540800.0,28,0.11377471447028047,0.5,
2012,29,0.06812158656956979,48960000.0,29,0.065460108168112,0.7857142857142857,
2012,30,0.15353424357331713,39394800.0,30,0.11375655139571109,0.5,
2012,31,0.04763383812193145,30586800.0,31,0.11820543469689962,0.6428571428571429,
2012,32,0.12262691954645621,18136800.0,32,0.09393604903326995,0.35714285714285715,
2012,33,0.0022249433813681385,16522800.0,33,0.0874060667972334,0.5,
2012,34,-0.04891480668902626,23024400.0,34,0.11443211947250642,0.5714285714285714,
2012,35,-0.02002274264426296,11910000.0,35,0.09766428142949549,0.6428571428571429,
2012,36,0.042768941143284334,23898000.0,36,0.0946891988363298,0.42857142857142855,
2012,37,0.03722096664738206,21146400.0,37,0.11905836292409457,0.7142857142857143,
2012,38,-0.0855245636964519,12633600.0,38,0.08416891833771872,0.5714285714285714,
2012,39,-0.09936465406048511,24169200.0,39,0.08709663913964624,0.35714285714285715,
2012,40,0.012040131258131082,14985600.0,40,0.06937008606165512,0.7857142857142857,
2012,41,-0.1325040155443752,23748000.0,41,0.15708684383243948,0.5714285714285714,
2012,42,-0.009766980999783903,28484400.0,42,0.0843764002200163,0.5714285714285714,
2012,43,0.016032257541286232,31867200.0,43,0.11165052180434944,0.7142857142857143,
2012,44,0.04490760331351584,35800000.0,44,0.12338671755886103,0.6428571428571429,
2012,45,-0.0152097919457711,35398800.0,45,0.14867130877236934,0.6428571428571429,
2012,46,-0.109157625168527,35016000.0,46,0.08900870280562148,0.5714285714285714,
2012,47,0.10646824626655926,31444500.0,47,0.10052259417694401,0.6428571428571429,
2012,48,0.044099058838725336,26247600.0,48,0.1106622487976196,0.7857142857142857,
2012,49,0.03966781674624964,15746400.0,49,0.09245701696508865,0.7857142857142857,
2012,50,0.018238484678173572,24506400.0,50,0.11998426209929981,0.42857142857142855,
2012,51,0.03256126840681872,22098000.0,51,0.09393154623102366,0.7857142857142857,
2012,52,-0.06457390479479808,14229000.0,52,0.056159905630580306,0.5,
2013,1,0.13920159100264196,21144000.0,1,0.13241126026684907,0.6428571428571429,
2013,2,0.04421707059719682,18697200.0,2,0.08426051040457201,0.7142857142857143,
2013,3,0.056501524197533626,19999200.0,3,0.14245508382880406,0.6428571428571429,
2013,4,0.034429854230172086,16879500.0,4,0.09316194986436648,0.6428571428571429,
2013,5,0.0377041320969399,15475200.0,5,0.11874171520244105,0.6428571428571429,
2013,6,0.03494854675785175,14588400.0,6,0.09328293846446688,0.42857142857142855,
2013,7,0.02794919881346869,10620000.0,7,0.06478127454593786,0.8571428571428571,
2013,8,-0.0231054968537997,24432000.0,8,0.06724302985359995,0.42857142857142855,
2013,9,0.002830819425721165,19407600.0,9,0.1082599389507467,0.5,
2013,10,0.07241291788496684,20536800.0,10,0.09419147561826659,0.5,
2013,11,-0.006315622530430942,13058400.0,11,0.1250709854723402,0.5714285714285714,
2013,12,-0.028758558247524935,19366800.0,12,0.17726252269041637,0.6428571428571429,
2013,13,0.04479904810752777,11097000.0,13,0.13978565720427263,0.6428571428571429,
2013,14,-0.12134939752539131,21694800.0,14,0.1071767313599638,0.35714285714285715,
2013,15,0.10372240173319558,17638800.0,15,0.12329934683516904,0.5,
2013,16,-0.1130559067437723,21337200.0,16,0.09757491886523753,0.42857142857142855,
2013,17,0.1327254913599748,19486800.0,17,0.07711910571289539,0.35714285714285715,
2013,18,0.10617258411078367,12705600.0,18,0.09308219929744999,0.6428571428571429,
2013,19,0.10127018616406713,13077600.0,19,0.1031856859493079,0.42857142857142855,
2013,20,0.03033778866166137,10411200.0,20,0.119784558823076,0.5,
