Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.508913186326627,-8.148797310381761,-0.6750205357414885
2015,8.106817899173379,-15.895838258051187,3.737321215688305,-3.2938853067301044,-4.523680334416036,5.462639273388992,-7.0824441527377875,16.552913042223636,5.319665765208503,-22.61352827079466,-1.9760533227022647,3.3598111935707387
2016,13.534269440708812,-1.041132836584957,-18.832179952113883,-1.749854590830957,-5.60685743850815,-2.655481118471259,-10.55277531099268,-0.40127129759711666,-1.0475475540254298,5.293164615241741,-10.827537817076383,-6.331317183392637
2017,-5.1851709096664145,-11.132812385115464,-0.4395654664178683,-3.2009031489734108,-3.990857892889299,-1.971500401789017,-5.766885471894501,-0.899969454351468,-5.76026303259185,-6.552854699764854,-8.456104912664141,-3.572576351038148
2018,-15.086793754343375,9.080188973958524,6.273799861157547,-1.866941710833725,-6.848847338654118,-1.708117843690593,-10.049118824416448,-8.777815831881385,-1.2047174796421034,21.111606312504037,-6.440409992949492,27.317655003420448
2019,-21.175705898435627,-8.693857626201051,-5.587676976736422,-10.69031109288927,21.2560342634869,-18.30265517827081,-3.917300456889361,3.284266202659092,-5.6642192265391795,-6.413990589160745,-9.906539316200247,-8.114195648273338
2020,0.0,25.509434284675226,-4.079272925377097,-36.19824464522993,-15.240896410473004,-9.396760676211413,-16.517281875901414,-18.711656403151224,8.67924627522838,5.729165258331292,-27.914608651139115,-10.93395098290384
2021,1.8158607775078384,-8.641051623038132,-13.830078921125422,-14.932984145978622,-2.9632406054853844,-6.841914766515467,-7.676331523016966,-8.808991351281648,14.243469072234195,-19.025025590355217,1.385183972049342,-13.925384904740746
2022,15.750910572246735,6.803800940172033,-13.037027261625356,27.938661931321285,-4.926764144679963,24.46313139991496,-24.30608622445336,11.843418243607061,30.881712802928398,-23.324317996160072,-17.30684215259799,19.060338327745296
2023,-16.905826468545637,8.202919964741895,-10.638549922732853,-3.896105084471635,-0.7638122714121343,-16.3273278029195,-8.082969204791135,6.147857531484924,16.999205954532993,7.351077559727415,-22.314049780109414,-11.474410937850054
2024,-3.636360234796565,-13.297397490009422,-8.188423690194814,14.089353669705096,-12.449798455331107,-8.642634176930697,-2.675159754117251,-6.806282591804724,0.0,0.0,0.0,0.0
