Year,Week_Number,Return,Volume,Week,Volatility,Positive_Returns,Kelly_Ratio
2010,1,0.1316347625305625,147442260.0,1,0.06896219489570743,0.7857142857142857,0.2857142857142857
2011,1,0.08546760590075775,96992660.0,1,0.06896219489570743,0.7857142857142857,0.2142857142857143
2012,1,0.09189398611765287,72012440.0,1,0.06896219489570743,0.7857142857142857,-0.14285714285714285
2013,1,0.05568430039261285,62378220.0,1,0.06896219489570743,0.7857142857142857,-0.14285714285714285
2014,1,0.008423769073565457,25902700.0,1,0.06896219489570743,0.7857142857142857,-0.07142857142857145
2015,1,-0.009032358537954477,24777900.0,1,0.06896219489570743,0.7857142857142857,0.0
2016,1,-0.1147452513833861,50843520.0,1,0.06896219489570743,0.7857142857142857,0.2857142857142857
2017,1,0.05283569389713583,58523300.0,1,0.06896219489570743,0.7857142857142857,-0.07142857142857145
2018,1,0.03521369476325609,38391000.0,1,0.06896219489570743,0.7857142857142857,0.1428571428571429
2019,1,0.04970318718630595,39624720.0,1,0.06896219489570743,0.7857142857142857,-0.14285714285714285
2020,1,-0.009389714003558258,44233250.0,1,0.06896219489570743,0.7857142857142857,0.0
2021,1,0.024771142023285342,72808080.0,1,0.06896219489570743,0.7857142857142857,-0.07142857142857145
2022,1,0.17107739668992317,191542100.0,1,0.06896219489570743,0.7857142857142857,0.1428571428571429
2023,1,0.07947471174294174,50778350.0,1,0.06896219489570743,0.7857142857142857,0.0
2010,2,-0.0066528262050771225,140166040.0,2,0.03684126585536068,0.7142857142857143,0.1428571428571429
2011,2,0.020865020051960448,68848280.0,2,0.03684126585536068,0.7142857142857143,0.0
2012,2,0.02812967595757454,66918500.0,2,0.03684126585536068,0.7142857142857143,0.1428571428571429
2013,2,0.03173337092708772,55863600.0,2,0.03684126585536068,0.7142857142857143,0.0714285714285714
2014,2,0.035904583351591635,51680540.0,2,0.03684126585536068,0.7142857142857143,-0.2142857142857143
2015,2,-0.008172502656176972,32098160.0,2,0.03684126585536068,0.7142857142857143,-0.2857142857142857
2016,2,-0.04484474428012852,65279220.0,2,0.03684126585536068,0.7142857142857143,0.2142857142857143
2017,2,-0.009914185328426472,42710200.0,2,0.03684126585536068,0.7142857142857143,0.0
2018,2,0.002362519657562956,40718200.0,2,0.03684126585536068,0.7142857142857143,0.0714285714285714
2019,2,0.08902322003681151,43165720.0,2,0.03684126585536068,0.7142857142857143,-0.07142857142857145
2020,2,0.004397480422535516,45193000.0,2,0.03684126585536068,0.7142857142857143,-0.14285714285714285
2021,2,0.09139190758999394,104601280.0,2,0.03684126585536068,0.7142857142857143,0.0714285714285714
2022,2,0.03102270054146261,132931000.0,2,0.03684126585536068,0.7142857142857143,0.0
2023,2,0.013177679195664704,60880060.0,2,0.03684126585536068,0.7142857142857143,0.1428571428571429
2010,3,-0.09519921397515618,105141250.0,3,0.08048489403847446,0.35714285714285715,0.0714285714285714
2011,3,-0.037242428886713586,67793325.0,3,0.08048489403847446,0.35714285714285715,-0.14285714285714285
2012,3,0.04525515731251384,51525250.0,3,0.08048489403847446,0.35714285714285715,-0.07142857142857145
2013,3,0.008114145843387988,48623720.0,3,0.08048489403847446,0.35714285714285715,0.0
2014,3,0.02802717707213953,48257340.0,3,0.08048489403847446,0.35714285714285715,-0.2142857142857143
2015,3,-0.0123522795759623,28579940.0,3,0.08048489403847446,0.35714285714285715,-0.14285714285714285
2016,3,0.014212726053335012,48600300.0,3,0.08048489403847446,0.35714285714285715,0.0714285714285714
2017,3,-0.005603427139055039,35576475.0,3,0.08048489403847446,0.35714285714285715,-0.07142857142857145
2018,3,-0.09488597122215581,76054825.0,3,0.08048489403847446,0.35714285714285715,0.2857142857142857
2019,3,-0.024867988941515762,58373180.0,3,0.08048489403847446,0.35714285714285715,0.1428571428571429
2020,3,-0.009700572700189869,46673700.0,3,0.08048489403847446,0.35714285714285715,-0.35714285714285715
2021,3,0.1639879514115642,154256675.0,3,0.08048489403847446,0.35714285714285715,0.2142857142857143
2022,3,-0.19314300883309699,140315825.0,3,0.08048489403847446,0.35714285714285715,0.0
2023,3,-0.024922876008279138,51704250.0,3,0.08048489403847446,0.35714285714285715,0.3571428571428571
2010,4,0.03307935152021457,139604960.0,4,0.045287989790015415,0.35714285714285715,0.0714285714285714
2011,4,-0.08776496333690609,142855940.0,4,0.045287989790015415,0.35714285714285715,0.1428571428571429
2012,4,-0.025650140940942312,73359140.0,4,0.045287989790015415,0.35714285714285715,0.0714285714285714
2013,4,-0.030632736965498952,47382050.0,4,0.045287989790015415,0.35714285714285715,-0.07142857142857145
2014,4,-0.041896664982733256,42055850.0,4,0.045287989790015415,0.35714285714285715,0.2142857142857143
2015,4,-0.007306901186532988,24281250.0,4,0.045287989790015415,0.35714285714285715,0.2857142857142857
2016,4,0.017176453225657307,62521960.0,4,0.045287989790015415,0.35714285714285715,0.0
2017,4,0.011462376185390144,40666080.0,4,0.045287989790015415,0.35714285714285715,-0.2857142857142857
2018,4,-0.028719481026770244,67073240.0,4,0.045287989790015415,0.35714285714285715,0.0714285714285714
2019,4,0.033260103953280495,56248675.0,4,0.045287989790015415,0.35714285714285715,-0.07142857142857145
2020,4,-0.017471178171284296,58355200.0,4,0.045287989790015415,0.35714285714285715,-0.5
2021,4,-0.08878025931302502,83879900.0,4,0.045287989790015415,0.35714285714285715,
2022,4,-0.049656287294245094,126517540.0,4,0.045287989790015415,0.35714285714285715,
2023,4,0.06874924412779004,48009980.0,4,0.045287989790015415,0.35714285714285715,
2010,5,0.008668879327140555,120783200.0,5,0.04403488193780405,0.42857142857142855,
