Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,2.341604149667381,40.6262248109289,44.44444444444444,0.706008425570455,-0.02907482035646991,-0.032420218250795774,-0.016210109125397887,4,4
Feb,20.290410666555047,44.918213558546505,44.44444444444444,1.155856860217495,0.03641829123637219,0.3422754771458899,0.17113773857294495,4,4
Mar,6.542129970016521,30.40082629521579,55.55555555555556,0.19479468524839935,-0.7540962695293318,0.13420979226364244,0.06710489613182122,5,3
Apr,5.546477162661162,34.90538995089389,55.55555555555556,0.03716256274038597,-0.7266497538082874,0.18531771790569562,0.09265885895284781,5,4
May,-1.986533160023353,34.587322314146355,44.44444444444444,1.2390884258707726,1.1460333057540675,-0.08650272146698934,-0.04325136073349467,4,5
Jun,-1.0086461030563785,20.732345337182693,44.44444444444444,-0.06435490627724287,1.0192563110365294,-0.07675794685664905,-0.038378973428324525,4,5
Jul,12.152218604488942,33.72371491560175,55.55555555555556,0.7950906317796916,-0.49893889949182313,0.3701377149815372,0.1850688574907686,5,4
Aug,-2.936313415540328,21.561164714687695,44.44444444444444,-0.12727886851041711,-0.6321845212961104,-0.1966308975580765,-0.09831544877903825,4,5
Sep,-11.755746942910747,21.062219722986914,11.11111111111111,0.5770741484782211,-0.024767653328488404,-0.4592327136406998,-0.2296163568203499,1,7
Oct,2.1466367783569256,23.09868349898575,44.44444444444444,0.4719576034035485,0.21740217618447577,0.023686085613299324,0.011843042806649662,4,4
Nov,29.896379143672405,61.94578775840576,55.55555555555556,1.098011532466702,0.062104443136711485,0.4121531263288086,0.2060765631644043,5,3
Dec,17.457529694414788,54.8448037956223,44.44444444444444,0.8069664454506326,-0.7913469191047784,0.2211570812480774,0.1105785406240387,4,4
