Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6419804243372758,4.546348759569696,-2.2405948169702983
2015,-2.0823480553009754,7.220573319514845,-2.358961885107125,1.9223165021987176,2.248467241598684,-2.4841018820814242,4.557777884416425,-6.8244811644729175,-2.2073068689826725,11.369922816064705,0.6088316453030762,-1.594785797606213
2016,-6.910411440510966,-1.5653698548270811,6.852605688974545,-3.1867739830841235,4.369990430739512,-2.2780095578362913,7.150835719041915,1.0500890223717363,2.2135360297899087,-1.4572323835975176,0.43594018064576634,1.1322546083340157
2017,5.140094144351726,4.37503609515244,2.026895799202455,2.7269778525597754,3.8973692987536612,-2.317936954151889,4.061290937847328,2.073601125811364,-0.29522553469160107,4.6063517873611515,1.9717308838292702,0.603137862069425
2018,8.75707484501258,-1.292812272951227,-4.078823909934604,0.5058071465321223,5.672977109145627,1.1450238379664412,2.7963850975109006,5.780691089873713,-0.28164668948726934,-8.595718147548103,-0.2649853254989676,-8.660712847595885
2019,9.01076402096006,2.9911929079787125,3.924571204189675,5.4992867620685,-8.225196021435345,7.590058622562634,2.334787106474101,-1.899526208547364,0.9178781345600129,4.38005673602031,4.069415547267763,3.8863836654080774
2020,3.038420270536779,-6.057406479880023,-7.2858533658509135,14.973747905907775,6.600876085937135,6.28668366273728,7.346522235517727,10.94474797988374,-5.778650293848897,-3.0448994099346094,11.225775629965874,4.902416955454902
2021,0.261387206533481,-0.13353124849386777,1.7167781312147357,5.9098024231095,-1.2012014503314017,6.2621183585890305,2.860941867947564,4.218662880840363,-5.68313831585624,7.864004902558008,1.9968344468856092,1.1523342242838464
2022,-8.747027853492796,-4.475957093899141,4.667881137066554,-13.595743246918568,-1.5866053995006069,-8.907874788945747,12.551728295646857,-5.1321782604136,-10.535543697510796,3.999849274709666,5.544154918651167,-9.013650034865893
2023,10.642914721110031,-0.3597800712907384,9.492723407167958,0.5078979068926293,7.8838004068559675,6.3038374713840994,3.8601043337535668,-1.4830064766406803,-5.079860841543649,-2.0654823950962853,10.818828133218993,5.586957691710981
2024,1.8192080320695636,5.2833558531181435,1.2749664339410716,-4.373777341142382,6.151817817812333,6.470127554113714,-1.678106963569992,1.1038660090015417,0.0,0.0,0.0,0.0
