Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,-5.0762960924085005,17.255718079728645,27.27272727272727,0.41944377719611037,-0.7814095417893174,-0.38602150678760827,-0.19301075339380414,3,7
Feb,-2.675713033771053,10.10741391384213,36.36363636363637,0.004456423532025383,-0.6857778927692406,-0.5318584818165482,-0.2659292409082741,4,6
Mar,-8.28227478470431,10.8629317544231,18.181818181818183,0.24156470928906618,-1.0008123888458302,-1.1787600898574342,-0.5893800449287171,2,8
Apr,-2.04278608797795,21.36916824614785,27.27272727272727,0.5523449316591449,0.9579762465094355,-0.14102240870649335,-0.07051120435324668,3,7
May,-6.9000465633418715,13.62723354082221,18.181818181818183,1.5214583567331998,1.8056066037356544,-0.551619141077218,-0.275809570538609,2,8
Jun,-4.648856196926993,14.572705407795889,36.36363636363637,0.5294685576997493,-0.7360378267931371,-0.5705135259476215,-0.28525676297381075,4,6
Jul,-11.72061671900833,10.000991450482164,9.090909090909092,-0.4833369277737642,-0.04285715761527076,-3.48847276426545,-1.744236382132725,1,9
Aug,-2.7961942191097395,13.06713251950613,36.36363636363637,-0.2342508310328974,-0.35341999224341913,-0.39199935066656955,-0.19599967533328477,4,6
Sep,6.9958437773004984,12.376933657955979,63.63636363636363,1.0835556480986288,0.32604040010057433,0.48686340935902783,0.24343170467951392,7,2
Oct,-5.579115954148205,15.15898631120804,36.36363636363637,0.3851985739032533,-0.40122405251520954,-0.7156475937949113,-0.35782379689745564,4,6
Nov,-10.922906226787193,10.166180163892122,0.0,-0.7263514836377414,-0.8815455924948337,,,0,10
Dec,1.1428491905610352,14.688550352354333,36.36363636363637,0.9812539479993377,-0.12024388642390527,0.023124690147990623,0.011562345073995312,4,6
