Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,9.295085045566447,44.951931060585345,37.5,1.797906982941776,2.0417016513362727,0.16036409121934844,0.08018204560967422,3,4
Feb,12.587392988994283,27.29428489340303,62.5,1.8097170777468137,1.9604773485998308,0.506810762992738,0.253405381496369,5,2
Mar,0.22908225277356697,20.523235641062403,50.0,-0.2941763111727415,-0.8608208129794575,-0.14744176613107673,-0.07372088306553837,4,3
Apr,0.6855700597423038,30.24425258026604,50.0,-0.35376396114892267,-0.5690404739563286,-0.1267867946778628,-0.0633933973389314,4,3
May,6.0032168170198545,39.36188687984015,50.0,0.8245517642917051,0.47734281284354463,0.1807121311874781,0.09035606559373904,4,4
Jun,38.1509118962339,44.187569799412444,87.5,0.44326464303498536,-0.8970927199850744,0.8129349345389729,0.40646746726948646,7,1
Jul,18.86279676644623,26.713679135658676,87.5,1.4062471824250953,0.903127193855334,0.8488926987926194,0.4244463493963097,7,1
Aug,17.756793794754664,20.239549501343006,75.0,0.3445361286149152,-1.0059073299595342,0.6944204797051821,0.34721023985259103,6,2
Sep,-13.131444438889758,13.055564008712095,12.5,-0.6635682666960562,-0.09483926918038277,-4.68071441356552,-2.34035720678276,1,6
Oct,-12.546859733505567,21.1483652674543,25.0,0.2807471863965009,-1.0951127664613745,-1.3372778576715139,-0.6686389288357569,2,5
Nov,5.5082009730036425,23.28447011693339,62.5,-1.0544372772181667,0.538119388475109,0.12425111627401564,0.06212555813700782,5,2
Dec,-0.1270984290146857,32.730703973079336,25.0,1.1345056963789475,0.6404810510469652,-0.05350691876157604,-0.02675345938078802,2,5
