Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,9.345993214007722,20.988423262857438,63.63636363636363,-0.42444663188348314,-0.6380197253269588,0.3574357243132126,0.1787178621566063,7,3
Feb,1.992483234691826,5.8560109063636885,72.72727272727273,-0.8231933382208262,-0.5297421542895044,0.2570591397100075,0.12852956985500374,8,2
Mar,0.32757565369408703,5.900193731677939,54.54545454545454,-0.536929920996585,0.2197196295200583,-0.03622589933418685,-0.018112949667093425,6,4
Apr,-1.6794118962172055,19.907576618175785,45.45454545454545,-0.8222184764025018,1.6816906533814917,-0.264499500816003,-0.1322497504080015,5,5
May,6.937240770863189,8.700119875717347,63.63636363636363,-0.11082930961373501,-1.2150005648800526,0.5427666200566147,0.27138331002830735,7,3
Jun,2.0981108673051243,8.536710515512809,63.63636363636363,-0.6280599811077997,-1.1215294775274853,0.15254492961384297,0.07627246480692149,7,3
Jul,4.006333100482267,14.2342205962328,36.36363636363637,0.5263542800892471,-1.0015610572387743,0.174761844972784,0.087380922486392,4,6
Aug,2.8741281421421445,6.61838307722184,54.54545454545454,-0.24194698007960128,-1.0714859212807246,0.32925755842015103,0.16462877921007552,6,4
Sep,-1.6734310454635812,6.712907894094144,45.45454545454545,-0.41858251693175186,-1.1495873388258817,-0.8800317221664318,-0.4400158610832159,5,4
Oct,5.1215095422192185,14.022028051254027,63.63636363636363,-0.16324439567856544,-0.65849386004898,0.2992340471978824,0.1496170235989412,7,3
Nov,1.041832513080916,8.962003228002885,45.45454545454545,0.305715732387378,-1.167089776164594,0.04432260176045849,0.022161300880229245,5,5
Dec,-0.08036362468325219,5.5216426235151035,45.45454545454545,0.28442728480644897,-0.8320114926520046,-0.11108571607331214,-0.05554285803665607,5,5
