Month,Avg Returns (%),StDev (%),Pos %,Skewness,Kurtosis,Avg Kelly Ratio,Avg Kelly Fraction,Up Days,Down Days
Jan,6.003366428148317,24.12751280413514,50.0,0.7828313483731093,-0.8583930325730291,0.09417443187323565,0.04708721593661783,2,1
Feb,13.483994964423712,21.437695103482497,50.0,1.0191578039056393,-0.7898022368085695,0.4960468600147624,0.2480234300073812,2,1
Mar,10.920090510554937,9.256018833289477,75.0,0.04362387404044401,-1.188283486266222,,,3,0
Apr,-8.060799952731987,10.556634551075893,25.0,0.012131068387482862,-1.9647101739447248,-5.933882113525221,-2.9669410567626104,1,2
May,-3.0809423136974043,13.480041351323932,25.0,0.2739464069720071,-1.2308471273115003,-0.45500861441321794,-0.22750430720660897,1,2
Jun,-10.028219642097625,22.817383268560782,25.0,-0.5457788156218873,-1.0794590418365246,-1.3274289225618652,-0.6637144612809326,1,2
Jul,7.655632670925092,14.436286962404381,50.0,0.7112510700345464,-1.0286239411576044,0.3566620226823629,0.17833101134118146,2,1
Aug,-9.544528554986867,6.945175376383878,0.0,0.5813896248572469,-0.925344032990481,,,0,3
Sep,-0.05057214512365349,2.36232866995225,25.0,-0.07411331148541937,-0.9987790086362112,-0.5543548528065558,-0.2771774264032779,1,1
Oct,8.223749382259449,13.417799101961466,50.0,1.0597465957482193,-0.7508616980488285,,,2,0
Nov,-4.036851417340703,10.179490842562643,25.0,0.16111774506921114,-1.4737771062306202,-0.8691163091834868,-0.4345581545917434,1,2
Dec,-3.360935014147004,12.972014160462425,25.0,-0.5339502442610913,-0.958006501575309,-0.6243325777021942,-0.3121662888510971,1,2
