Ticker,Month,Mean Return,Std Return,Highest Return Value,Highest Return Year,Lowest Return Value,Lowest Return Year,Mean Volume,Highest Volume Value,Highest Volume Year,Lowest Volume Value,Lowest Volume Year,Mean ATR,Mean RSI,Mean 20 Day MA,Mean Upper Band,Mean Lower Band,Mean Tenkan-sen,Mean Kijun-sen,Mean Senkou Span A,Mean Senkou Span B,Mean Chikou Span,Close > RSI,Close > Upper Band,High > ATR
TQQQ,Jan,7.149782824156646,18.779355346201363,32.42775062286511,2023,-25.653819334581762,2022,1843775546.1538463,3689860100,2023,645183600,2017,0.8056742533038391,59.04560120629589,15.71295665559444,17.909193305401462,13.51672000578741,15.511787237413408,15.537027391600017,15.494117908915193,14.617948740146478,14.851338240045193,1,4,13
TQQQ,Feb,3.0816821452327585,12.930881083460559,22.739310490874985,2015,-17.770183146207852,2020,1633901414.2857144,3650625400,2023,302553600,2010,0.956316571511617,59.74383076634322,15.57183518369309,17.90287732714751,13.240793040238666,14.379881736094642,15.535543310280273,15.612836649377458,15.231944680962004,13.183947579936468,1,4,13
TQQQ,Mar,4.111372680404557,17.392559390026523,27.69996068948286,2023,-38.129870922534494,2020,2167992485.714286,6586340000,2020,561600000,2010,0.9744023666815501,56.39064131579175,13.442102856069123,15.868153999780542,11.016051712357703,12.939023836865923,13.470315814594368,15.504243137497904,15.390068238512402,13.662517218691022,2,5,14
TQQQ,Apr,4.452440382380099,18.038057979201625,46.45255570306857,2020,-37.212102805631794,2022,1838472928.5714285,4761026800,2020,577960800,2017,0.7474057824360122,56.84050989761733,13.60454723716751,15.8024763595747,11.406618114760324,13.782074684637703,13.311807205522905,13.33130250070104,15.145803978549251,13.143863400292034,0,5,14
TQQQ,May,1.9730543324890795,16.153987709739845,23.008849557522115,2023,-24.01270388343014,2019,1807069092.857143,4126918800,2022,650995200,2011,0.7704870918854361,52.321924270740155,13.300203298753912,15.214288724232054,11.386117873275765,12.962647830754353,13.30381523166831,13.413298585305386,14.574534613963884,14.398390645519056,1,4,14
TQQQ,Jun,1.0674918688618502,15.518561542192465,22.99880317864085,2019,-27.382751727607758,2022,1734057528.5714285,3848773100,2022,794803200,2011,0.6717698297132183,55.448779186990784,13.573023484894476,15.411313426045975,11.734733543742978,13.832921774995015,13.401651167523994,13.278332695139868,13.262814568359135,16.236073685989897,0,4,14
TQQQ,Jul,13.858312459472403,10.234103829344132,39.000002543131515,2022,2.2800057128888884,2012,1549684407.142857,3244814100,2022,811188400,2018,0.6760098841376697,62.22899549429292,15.001610234853663,16.655646639096677,13.347573830610655,15.41179489276073,14.79897169105308,13.420581473990003,13.621921479926389,16.890037010183438,0,5,14
TQQQ,Aug,1.1911734429889564,16.79158822036356,35.1650228872255,2020,-21.282248027087668,2015,1688733092.857143,2958620100,2022,834880400,2018,0.7149058168193314,53.69835476378819,16.467345959392933,18.134439919089132,14.800251999696737,16.531661228007167,16.117757072678806,14.74904748851732,14.060727689436751,15.748930012265301,2,5,14
TQQQ,Sep,-3.011289027253573,17.76982694895431,43.137937840664705,2010,-30.528586602511353,2022,1804000550.0,4410925700,2022,680498400,2018,0.7960727061817001,53.81257379208559,16.744865654446333,18.904443423422357,14.585287885470299,16.526596532989863,16.716974362147845,16.146617382841907,14.891232335573344,15.752337213011572,1,3,14
TQQQ,Oct,7.403806253400203,18.428802592223548,37.22903630621126,2015,-26.609503046931827,2018,2178968578.571429,5523724600,2022,825032400,2017,0.8069582259765996,52.777906855585876,15.48451141183348,17.461530636865962,13.507492186801002,15.306087306056352,15.639443410793628,16.75548050064395,16.287651828984792,17.587987169413026,1,6,14
TQQQ,Nov,8.545725776038635,12.758324891184735,34.54236558396602,2020,-10.145154904498366,2011,1813342457.142857,4700407900,2022,905781600,2017,0.7765202160336087,59.56524338806869,16.380756450870795,18.65650069578518,14.10501220595641,16.860914479927526,16.026981699842835,15.599269589427507,16.29574154901368,18.182937548986864,1,3,14
TQQQ,Dec,-0.029595835799462882,13.69754064729909,15.568730333591674,2023,-26.92838445647411,2018,1802851742.857143,3892198400,2022,845601600,2017,0.8502256495646376,56.77051993786892,17.78326571690133,19.54956988493302,16.01696154886964,17.81125986571596,17.460643131925035,16.042411251792178,16.13604924790548,15.588237142111577,1,4,14
