Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054594470282230516,0.0626231412759484,0.054594470282230516,0.05994650721549988,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05994649430326131,0.06315833136521971,0.05994649430326131,0.06208730861544609,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.0620873031946993,0.063693529382282,0.0620873031946993,0.06315832585096359,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06315834136689746,0.06369354502969786,0.06101691112191717,0.06155211478471756,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06155210446711306,0.06208730804020054,0.05994649374785063,0.06048169732093811,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060481700556887785,0.060481700556887785,0.05834088614999798,0.05887608975172043,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05887607775946799,0.05994648474488561,0.05620006029592392,0.05727046728134155,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05727047027415558,0.05727047027415558,0.055129656191446635,0.05566485971212387,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05566486262789937,0.056735269725322716,0.05512965907918769,0.05673526972532272,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056735288469681,0.058876103371815924,0.05620008474414726,0.058340899646282196,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05834085826418644,0.05941126495599747,0.05834085826418644,0.05941126495599747,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05941129335344288,0.05941129335344288,0.05780568254827553,0.05887608975172043,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.058876103371815924,0.058876103371815924,0.058340899646282196,0.058340899646282196,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05834088614999798,0.05994649695516533,0.05834088614999798,0.05887608975172043,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05941126495599747,0.06101687499371401,0.05941126495599747,0.05941126495599747,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05941126495599747,0.059946468301902985,0.05941126495599747,0.05941126495599747,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05941130709734966,0.059946510822883395,0.057270492195214726,0.058340899646282196,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05834088614999798,0.05994649695516533,0.05834088614999798,0.05887608975172043,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05887609982884601,0.06048171090882681,0.05887609982884601,0.05994650721549988,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05994649374785063,0.06101690089402558,0.058876086601675676,0.06048169732093811,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06101691112191717,0.06262313770409708,0.06101691112191717,0.06155211478471756,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06155210503739989,0.06262312778717352,0.06155210503739989,0.06208730861544609,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.062087308615446084,0.062087308615446084,0.05994649430326131,0.06208730861544609,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06208732765340709,0.06476396195806101,0.061552123911250305,0.06422875821590424,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06422873730286868,0.06476394087076187,0.06422873730286868,0.06476394087076187,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06476391950863673,0.06476391950863673,0.06208728695837802,0.06262310594320297,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06262310594320297,0.06315830933456142,0.06101688017566115,0.06262310594320297,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06262313770409708,0.06262313770409708,0.06155211478471757,0.06155211478471756,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06155212144992192,0.06208732517067714,0.06101691772916671,0.06181972101330757,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.0618197247590313,0.0690455933178872,0.06155212517943151,0.06797518581151962,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06851038053827638,0.07520104446243552,0.06851038053827638,0.07225742191076279,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07225738624595571,0.07332779308296274,0.07172156723395447,0.07279258966445923,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07279264164108906,0.07279264164108906,0.070116007043858,0.07065121084451675,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07065119189488639,0.0711863955519961,0.06743996995222816,0.06904558092355728,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.0690455933178872,0.0690455933178872,0.06690477830515205,0.06797518581151962,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06797518581151962,0.0690455933178872,0.06743998205833585,0.06797518581151962,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06797515450932323,0.06797515450932323,0.06743995100259781,0.06743995100259781,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06797518581151962,0.0690455933178872,0.06797518581151962,0.06797518581151962,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06797518581151962,0.06851038956470341,0.06690477830515205,0.06797518581151962,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06797515009326059,0.06851035356521606,0.0674399466213051,0.06851035356521606,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06851038956470341,0.06851038956470341,0.06797518581151962,0.06797518581151962,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06797515009326059,0.07011596398108251,0.06797515009326059,0.06851035356521606,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06851037726644757,0.06958078458066698,0.06851037726644757,0.06904558092355728,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06904555703717155,0.06904555703717155,0.06851035356521606,0.06851035356521606,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06851035356521606,0.06958076050912702,0.06851035356521606,0.06851035356521606,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06851037726644757,0.07065119189488639,0.06851037726644757,0.06904558092355728,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.0690455933178872,0.0690455933178872,0.06743998205833585,0.06797518581151962,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06797515450932323,0.06797515450932323,0.06690474749587239,0.06743995100259781,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06743997066670027,0.06797517432948003,0.06636956334114075,0.06636956334114075,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06636956334114075,0.0669047670039205,0.06636956334114075,0.06636956334114075,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06636956334114075,0.06743997066670027,0.06636956334114075,0.06636956334114075,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.06636953967739415,0.06851035356521606,0.06636953967739415,0.06851035356521606,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06851039564188173,0.07065121084451675,0.06851039564188173,0.07065121084451675,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07065119526895343,0.0733278292761013,0.07011599158628416,0.07225742191076279,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07279262478624157,0.0760038468466482,0.07279262478624157,0.07493343949317932,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07493340333847326,0.07493340333847326,0.07279258966445923,0.07279258966445923,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07279258966445923,0.07279258966445923,0.07172156723395447,0.07279258966445923,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07279262559343204,0.0733278292761013,0.07172160263429195,0.07225742191076279,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07225742451997082,0.07332783192396164,0.07172160522415161,0.07332783192396164,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07332783192396164,0.07332783192396164,0.07225742451997082,0.07332783192396164,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.07332783638869303,0.07332783638869303,0.07011599838733673,0.07011599838733673,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.07011599838733673,0.07011599838733673,0.06904559091817172,0.07011599838733673,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.07011599838733673,0.07011599838733673,0.06904559091817172,0.07011599838733673,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.07011596853622493,0.07011596853622493,0.06690474749587239,0.06743995100259781,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06743995100259781,0.06797515450932323,0.06690474749587239,0.06743995100259781,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06743992696018138,0.06797513027610617,0.06636952032833181,0.06690472364425659,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06743998205833585,0.0690455933178872,0.06743998205833585,0.06797518581151962,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.06797515450932323,0.06797515450932323,0.06636954398914696,0.06743995100259781,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06743992696018138,0.06797513027610617,0.06636952032833181,0.06690472364425659,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.06690475930288015,0.06743996290405554,0.06690475930288015,0.06717236340045929,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.06717238247873605,0.06797518581151962,0.06583437079878449,0.06797518581151962,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.06797515450932323,0.06851035801604866,0.06690474749587239,0.06743995100259781,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.06743997066670027,0.06797517432948003,0.06636956334114075,0.06636956334114075,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06636957318453138,0.06690477692668816,0.06422875821590424,0.06422875821590424,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.06422874191446418,0.06476394552078474,0.06315833470182305,0.06369353830814362,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.06369355093542203,0.06743997692239682,0.06315834722299707,0.06583436578512192,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.06583436578512192,0.06583436578512192,0.06529916207269695,0.06583436578512192,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.06583436578512192,0.06583436578512192,0.06529916207269695,0.06583436578512192,52617600,0.0,0.0
