Date,Spread Type,Strike Price,Probability of Expiring Worthless
2016-10-11,bull,213.0,0.5311781318228919
2016-10-11,bull,190.0,0.9801767493350027
2016-10-11,bull,211.0,0.595468091101859
2016-10-12,bull,213.0,0.540201284321291
2016-10-12,bull,190.0,0.9812428401303778
2016-10-12,bull,211.0,0.6042422089618886
2016-10-13,bull,212.0,0.5499845836353586
2016-10-13,bull,190.0,0.9784786501256331
2016-10-13,bull,211.0,0.5821966309462249
2016-10-14,bull,212.0,0.5535219268753526
2016-10-14,bull,190.0,0.9789351957015364
2016-10-14,bull,211.0,0.5856847718167393
2016-10-17,bull,212.0,0.5296221465409016
2016-10-17,bull,190.0,0.9756948020014227
2016-10-17,bull,211.0,0.5620677812832915
2016-10-18,bull,212.0,0.572384912043165
2016-10-18,bull,190.0,0.9812428401303778
2016-10-18,bull,211.0,0.6042422089618886
2016-10-19,bull,212.0,0.5904037834276952
2016-10-19,bull,190.0,0.98325905820608
2016-10-19,bull,211.0,0.6219010995159825
2016-10-20,bull,212.0,0.5777816312458612
2016-10-20,bull,190.0,0.9818653145212394
2016-10-20,bull,211.0,0.6095381083241105
2016-10-21,bull,212.0,0.580947178527188
2016-10-21,bull,190.0,0.9822229327122021
2016-10-21,bull,211.0,0.6126417369302821
2016-10-24,bull,212.0,0.6094250410566606
2016-10-24,bull,190.0,0.9852034346581763
2016-10-24,bull,211.0,0.6404697192462305
2016-10-25,bull,212.0,0.5869437094194909
2016-10-25,bull,190.0,0.9828854752982303
2016-10-25,bull,211.0,0.618515329363345
2016-10-26,bull,212.0,0.5733385726822836
2016-10-26,bull,190.0,0.9813540247141315
2016-10-26,bull,211.0,0.6051784880318226
2016-10-27,bull,212.0,0.5551279068325591
2016-10-27,bull,190.0,0.97913992647272
2016-10-27,bull,211.0,0.5872675702977856
2016-10-28,bull,212.0,0.5348084730185804
2016-10-28,bull,190.0,0.9764297622944825
2016-10-28,bull,211.0,0.567202638643424
2016-10-31,bull,212.0,0.5351326415566315
2016-10-31,bull,190.0,0.9764750992292229
2016-10-31,bull,211.0,0.5675234080100364
2016-11-01,bull,211.0,0.517596293068585
2016-11-01,bull,190.0,0.9685502247705486
2016-11-01,bull,210.0,0.5502941419273539
2016-11-02,bull,211.0,0.4759030569767239
2016-11-02,bull,190.0,0.960399445845792
2016-11-02,bull,210.0,0.5087138018497922
2016-11-03,bull,210.0,0.47702718837332847
2016-11-03,bull,190.0,0.9531191687866492
2016-11-03,bull,209.0,0.5099962289093015
2016-11-04,bull,209.0,0.5023810162257984
2016-11-04,bull,190.0,0.9512189389501512
2016-11-04,bull,209.0,0.5023810162257984
2016-11-07,bull,209.0,0.6494569359668717
2016-11-07,bull,190.0,0.9790582304699424
2016-11-07,bull,209.0,0.6494569359668717
2016-11-08,bull,209.0,0.6778479793390652
2016-11-08,bull,190.0,0.9826786433043
2016-11-08,bull,209.0,0.6778479793390652
2016-11-09,bull,209.0,0.7403275876540301
2016-11-09,bull,190.0,0.9891384916627013
2016-11-09,bull,209.0,0.7403275876540301
2016-11-10,bull,209.0,0.7541244995168732
2016-11-10,bull,190.0,0.9903153790900435
2016-11-10,bull,209.0,0.7541244995168732
2016-11-11,bull,209.0,0.7413641458525091
2016-11-11,bull,190.0,0.989229841886146
2016-11-11,bull,210.0,0.7139226768603182
2016-11-14,bull,209.0,0.745744068473084
2016-11-14,bull,190.0,0.9896105351102862
2016-11-14,bull,210.0,0.7185302993139582
2016-11-15,bull,208.0,0.8102592980705012
2016-11-15,bull,190.0,0.9927894772203292
2016-11-15,bull,210.0,0.7621094444273759
2016-11-16,bull,208.0,0.8013039114177437
2016-11-16,bull,190.0,0.99211155825749
2016-11-16,bull,211.0,0.7251658534765653
2016-11-17,bull,208.0,0.8251315648778944
2016-11-17,bull,190.0,0.9938400848266333
2016-11-17,bull,211.0,0.7539804363330134
2016-11-18,bull,208.0,0.814953860120022
2016-11-18,bull,190.0,0.9931311358681876
2016-11-18,bull,211.0,0.7415948059080777
2016-11-21,bull,208.0,0.8476965771334249
2016-11-21,bull,190.0,0.9952615416066417
2016-11-21,bull,212.0,0.7569984136412815
2016-11-22,bull,208.0,0.8555192475531497
2016-11-22,bull,190.0,0.9957074819188726
2016-11-22,bull,212.0,0.767451011869251
2016-11-23,bull,207.0,0.8756052975716617
2016-11-23,bull,190.0,0.9958248916733303
2016-11-23,bull,213.0,0.7448560497607204
2016-11-25,bull,207.0,0.8882986114323471
2016-11-25,bull,190.0,0.9965517976830541
2016-11-25,bull,213.0,0.76504462740612
2016-11-28,bull,208.0,0.8537259063229541
2016-11-28,bull,190.0,0.9956073343169624
2016-11-28,bull,214.0,0.712256372719632
2016-11-29,bull,208.0,0.8613259214722411
2016-11-29,bull,190.0,0.9960233315993561
2016-11-29,bull,214.0,0.7236557444348681
2016-11-30,bull,209.0,0.8318794898417561
2016-11-30,bull,190.0,0.9955050731260774
2016-11-30,bull,214.0,0.7095709236348373
2016-12-01,bull,210.0,0.7925111531579796
2016-12-01,bull,190.0,0.9945931422320248
2016-12-01,bull,215.0,0.6582182035560102
2016-12-02,bull,212.0,0.7452647918093334
2016-12-02,bull,190.0,0.9947261290504558
2016-12-02,bull,215.0,0.6613970794017067
2016-12-05,bull,214.0,0.7260104115269596
2016-12-05,bull,190.0,0.99610569874902
2016-12-05,bull,215.0,0.698483057345829
2016-12-06,bull,215.0,0.7172924644891954
2016-12-06,bull,190.0,0.9966949417141155
2016-12-06,bull,216.0,0.6895034171576732
2016-12-07,bull,215.0,0.7881196119616715
2016-12-07,bull,190.0,0.998364070290553
2016-12-07,bull,216.0,0.764095869997852
2016-12-08,bull,215.0,0.8001830845775735
2016-12-08,bull,190.0,0.99857435692643
2016-12-08,bull,217.0,0.7523486402716439
2016-12-09,bull,215.0,0.8280745511796178
2016-12-09,bull,189.0,0.9992611856913559
2016-12-09,bull,218.0,0.7600840412561258
2016-12-12,bull,216.0,0.8013122304011997
2016-12-12,bull,189.0,0.9992088478469012
2016-12-12,bull,218.0,0.7538579705129109
2016-12-13,bull,216.0,0.8318573464125114
2016-12-13,bull,189.0,0.9994704965763546
2016-12-13,bull,219.0,0.7650443964009557
2016-12-14,bull,216.0,0.7933127361541876
2016-12-14,bull,189.0,0.9991283493498537
2016-12-14,bull,219.0,0.7187264264180029
2016-12-15,bull,216.0,0.813034785743016
2016-12-15,bull,189.0,0.9993175362512253
2016-12-15,bull,220.0,0.7161082150915256
2016-12-16,bull,217.0,0.7496646670969143
2016-12-16,bull,189.0,0.9989162586644761
2016-12-16,bull,220.0,0.6684441204519065
2016-12-19,bull,217.0,0.761491286190001
2016-12-19,bull,189.0,0.9990451957640263
2016-12-19,bull,220.0,0.6819982430340067
2016-12-20,bull,218.0,0.757461269249721
2016-12-20,bull,189.0,0.9992394515123694
2016-12-20,bull,220.0,0.7053946661161999
2016-12-21,bull,218.0,0.7421201592419044
2016-12-21,bull,189.0,0.9991029759912466
2016-12-21,bull,221.0,0.6602571795337845
2016-12-22,bull,218.0,0.7323546212002143
2016-12-22,bull,189.0,0.9990073367474408
2016-12-22,bull,221.0,0.6492214801456395
2016-12-23,bull,219.0,0.7143105518771476
2016-12-23,bull,189.0,0.9990888468345283
2016-12-23,bull,221.0,0.6585693092139255
2016-12-27,bull,219.0,0.7287184591203407
2016-12-27,bull,189.0,0.9992129950690298
2016-12-27,bull,221.0,0.674178705183293
2016-12-28,bull,219.0,0.6791063898187827
2016-12-28,bull,189.0,0.9987232996709805
2016-12-28,bull,221.0,0.6208603563819883
2016-12-29,bull,220.0,0.6489301082174349
2016-12-29,bull,189.0,0.9987069529457109
2016-12-29,bull,221.0,0.6193912536936456
2016-12-30,bull,221.0,0.5950129082648999
2016-12-30,bull,189.0,0.9984093732392717
2016-12-30,bull,221.0,0.5950129082648999
2017-01-03,bull,222.0,0.6157206064048801
2017-01-03,bull,189.0,0.9989707381536415
2017-01-03,bull,221.0,0.6452237428966021
2017-01-04,bull,223.0,0.6251948378959
2017-01-04,bull,189.0,0.99927471300568
2017-01-04,bull,221.0,0.6826759670045011
2017-01-05,bull,224.0,0.5901343384798926
2017-01-05,bull,189.0,0.9992394515123694
2017-01-05,bull,221.0,0.6777545884235336
2017-01-06,bull,224.0,0.6139959417003762
2017-01-06,bull,189.0,0.9993864110494198
2017-01-06,bull,222.0,0.6718730461048662
2017-01-09,bull,224.0,0.5919178450809529
2017-01-09,bull,190.0,0.9989781854149441
2017-01-09,bull,222.0,0.6509265222870909
2017-01-10,bull,224.0,0.5919178450809529
2017-01-10,bull,190.0,0.9989781854149441
2017-01-10,bull,222.0,0.6509265222870909
2017-01-11,bull,224.0,0.6107834966031246
2017-01-11,bull,190.0,0.999133962233564
2017-01-11,bull,222.0,0.6688368410326756
2017-01-12,bull,224.0,0.5939949209852599
2017-01-12,bull,190.0,0.998996416998477
2017-01-12,bull,222.0,0.6529050754450895
2017-01-13,bull,224.0,0.6093201758252067
2017-01-13,bull,190.0,0.9991226420089928
2017-01-13,bull,223.0,0.6387218455333317
2017-01-17,bull,224.0,0.5856665454137389
2017-01-17,bull,190.0,0.9989216077484981
2017-01-17,bull,223.0,0.6155860618858013
2017-01-18,bull,224.0,0.6005020272321282
2017-01-18,bull,191.0,0.9987153645331361
2017-01-18,bull,223.0,0.6301095714072084
2017-01-19,bull,224.0,0.5754879356160073
2017-01-19,bull,191.0,0.9984151294736547
2017-01-19,bull,223.0,0.6055966599208716
2017-01-20,bull,224.0,0.6002071402461249
2017-01-20,bull,191.0,0.9987121271333295
2017-01-20,bull,223.0,0.6298213051435131
2017-01-23,bull,224.0,0.5826798536767325
2017-01-23,bull,192.0,0.9980035498200255
2017-01-23,bull,223.0,0.6126569798936028
2017-01-24,bull,224.0,0.6253088129619094
2017-01-24,bull,192.0,0.9986024707874627
2017-01-24,bull,223.0,0.6542980809634197
2017-01-25,bull,224.0,0.6803676568004946
2017-01-25,bull,192.0,0.9991514907693254
2017-01-25,bull,223.0,0.7075439967532107
2017-01-26,bull,224.0,0.6738646080695055
2017-01-26,bull,192.0,0.9990975173090723
2017-01-26,bull,224.0,0.6738646080695055
2017-01-27,bull,224.0,0.6639978586115426
2017-01-27,bull,193.0,0.9986650501118932
2017-01-27,bull,224.0,0.6639978586115426
2017-01-30,bull,224.0,0.6238652172765321
2017-01-30,bull,193.0,0.9981080653829125
2017-01-30,bull,224.0,0.6238652172765321
2017-01-31,bull,225.0,0.5936614523452671
2017-01-31,bull,193.0,0.9980988656992278
2017-01-31,bull,224.0,0.6232871149615419
2017-02-01,bull,225.0,0.5963161858425666
2017-02-01,bull,193.0,0.9981399299700041
2017-02-01,bull,224.0,0.6258853205067245
2017-02-02,bull,225.0,0.6007289647888088
2017-02-02,bull,193.0,0.9982065541464865
2017-02-02,bull,224.0,0.6302010964734623
2017-02-03,bull,225.0,0.6458770916547518
2017-02-03,bull,194.0,0.9983686788880165
2017-02-03,bull,224.0,0.6741366251963888
2017-02-06,bull,225.0,0.6342837145011782
2017-02-06,bull,194.0,0.9981977735014289
2017-02-06,bull,225.0,0.6342837145011782
2017-02-07,bull,225.0,0.6345685183906662
2017-02-07,bull,194.0,0.9982021366797607
2017-02-07,bull,225.0,0.6345685183906662
2017-02-08,bull,225.0,0.6430635891496584
2017-02-08,bull,195.0,0.99778109500783
2017-02-08,bull,225.0,0.6430635891496584
2017-02-09,bull,225.0,0.6805054451124457
2017-02-09,bull,195.0,0.9983992205394726
2017-02-09,bull,225.0,0.6805054451124457
2017-02-10,bull,225.0,0.7044794461921757
2017-02-10,bull,196.0,0.998290466656042
2017-02-10,bull,226.0,0.67742794063059
2017-02-13,bull,225.0,0.7360910271919862
2017-02-13,bull,196.0,0.9987416389223751
2017-02-13,bull,226.0,0.7103922427289637
2017-02-14,bull,225.0,0.7581623858404245
2017-02-14,bull,196.0,0.9990005203134424
2017-02-14,bull,226.0,0.7335529470288975
2017-02-15,bull,224.0,0.8072315577287152
2017-02-15,bull,196.0,0.9992650749161166
2017-02-15,bull,227.0,0.7380379406522051
2017-02-16,bull,224.0,0.8031669370017029
2017-02-16,bull,197.0,0.9989568849564784
2017-02-16,bull,227.0,0.7332119171393442
2017-02-17,bull,225.0,0.7890465445133534
2017-02-17,bull,197.0,0.9990484609435484
2017-02-17,bull,228.0,0.7169156999398374
2017-02-21,bull,225.0,0.8175211199409593
2017-02-21,bull,197.0,0.9993312195071192
2017-02-21,bull,228.0,0.7506525156411576
2017-02-22,bull,225.0,0.8134202926235152
2017-02-22,bull,197.0,0.999294542562438
2017-02-22,bull,229.0,0.7208457538297237
2017-02-23,bull,225.0,0.8165501761221876
2017-02-23,bull,197.0,0.9993226527392634
2017-02-23,bull,230.0,0.6990291104705826
2017-02-24,bull,225.0,0.8223242367870595
2017-02-24,bull,197.0,0.9993725455191045
2017-02-24,bull,230.0,0.7066323580082382
2017-02-27,bull,225.0,0.8292758703716507
2017-02-27,bull,197.0,0.9994293247813161
2017-02-27,bull,230.0,0.7158719643176941
2017-02-28,bull,225.0,0.8171330936442966
2017-02-28,bull,198.0,0.9990915374962169
2017-02-28,bull,231.0,0.6731630742025829
2017-03-01,bull,226.0,0.8573405980959932
2017-03-01,bull,198.0,0.9996094343279638
2017-03-01,bull,231.0,0.7547228880492813
2017-03-02,bull,227.0,0.8112623182721956
2017-03-02,bull,198.0,0.9994229269557725
2017-03-02,bull,232.0,0.6932871358790756
2017-03-03,bull,227.0,0.8141939182636189
2017-03-03,bull,198.0,0.9994446577537283
2017-03-03,bull,232.0,0.6971040722345578
2017-03-06,bull,228.0,0.7780629609218084
2017-03-06,bull,198.0,0.9993345234628885
2017-03-06,bull,232.0,0.6788315228009004
2017-03-07,bull,229.0,0.7382811453757665
2017-03-07,bull,198.0,0.9992041112429391
2017-03-07,bull,232.0,0.6600583824634911
2017-03-08,bull,230.0,0.7020820748034554
2017-03-08,bull,198.0,0.999111648455619
2017-03-08,bull,233.0,0.6201745551018671
2017-03-09,bull,231.0,0.6833925277090886
2017-03-09,bull,198.0,0.9991757180967482
2017-03-09,bull,233.0,0.6285029775520767
2017-03-10,bull,232.0,0.6783092796804133
2017-03-10,bull,198.0,0.9993311415706648
2017-03-10,bull,233.0,0.6511692991364815
2017-03-13,bull,233.0,0.6543977930537747
2017-03-13,bull,198.0,0.9993511883164035
2017-03-13,bull,233.0,0.6543977930537747
2017-03-14,bull,234.0,0.601270668686376
2017-03-14,bull,198.0,0.9991839244761092
2017-03-14,bull,233.0,0.6296080087294239
2017-03-15,bull,234.0,0.6575827304994898
2017-03-15,bull,198.0,0.9995154316785351
2017-03-15,bull,233.0,0.6844050590845708
2017-03-16,bull,235.0,0.6171145709527845
2017-03-16,bull,198.0,0.9994531325319029
2017-03-16,bull,234.0,0.6449690140021169
2017-03-17,bull,235.0,0.5762379145946591
2017-03-17,bull,198.0,0.9992100747862838
2017-03-17,bull,234.0,0.6049342705429817
2017-03-20,bull,235.0,0.5687801367194726
2017-03-20,bull,198.0,0.9991569677629599
2017-03-20,bull,234.0,0.5975965351770415
2017-03-21,bull,235.0,0.47983912835054665
2017-03-21,bull,198.0,0.9982315940550213
2017-03-21,bull,233.0,0.5388282222213527
2017-03-22,bull,234.0,0.5255205337303209
2017-03-22,bull,199.0,0.997949059776086
2017-03-22,bull,233.0,0.554955685920615
2017-03-23,bull,234.0,0.5181542269494495
2017-03-23,bull,199.0,0.9978258723927833
2017-03-23,bull,233.0,0.5476393992475941
2017-03-24,bull,233.0,0.5426504897706134
2017-03-24,bull,199.0,0.9977382346371387
2017-03-24,bull,232.0,0.572055724929281
2017-03-27,bull,233.0,0.5355896182292289
2017-03-27,bull,199.0,0.9976089389178788
2017-03-27,bull,232.0,0.5650657518872162
2017-03-28,bull,233.0,0.5850814781886917
2017-03-28,bull,199.0,0.9983953079299455
2017-03-28,bull,232.0,0.6138652195467222
2017-03-29,bull,233.0,0.5913794484694999
2017-03-29,bull,199.0,0.9984773181137349
2017-03-29,bull,232.0,0.6200422640087635
2017-03-30,bull,233.0,0.6126217260408967
2017-03-30,bull,199.0,0.99872853329607
2017-03-30,bull,232.0,0.6408215618035935
2017-03-31,bull,233.0,0.5970801501773658
2017-03-31,bull,199.0,0.9985484829474788
2017-03-31,bull,232.0,0.6256270788265027
2017-04-03,bull,233.0,0.5853682261481737
2017-04-03,bull,199.0,0.9983991211459332
2017-04-03,bull,232.0,0.61414662349288
2017-04-04,bull,233.0,0.5896646295979905
2017-04-04,bull,199.0,0.9984553464112598
2017-04-04,bull,232.0,0.6183611089379166
2017-04-05,bull,233.0,0.5695065714311827
2017-04-05,bull,199.0,0.9981762776353659
2017-04-05,bull,232.0,0.5985574502277781
2017-04-06,bull,233.0,0.588520364236872
2017-04-06,bull,199.0,0.9984405371456554
2017-04-06,bull,232.0,0.6172389994485947
2017-04-07,bull,233.0,0.5816338624053616
2017-04-07,bull,200.0,0.9978228325794154
2017-04-07,bull,232.0,0.6104806488549758
2017-04-10,bull,233.0,0.5856549164482718
2017-04-10,bull,200.0,0.9978923816694468
2017-04-10,bull,232.0,0.6144279554367281
2017-04-11,bull,233.0,0.5776018570740968
2017-04-11,bull,200.0,0.997751166042564
2017-04-11,bull,232.0,0.606519550719406
2017-04-12,bull,233.0,0.5476393992475941
2017-04-12,bull,200.0,0.9971530426895344
2017-04-12,bull,232.0,0.5769889560113403
2017-04-13,bull,233.0,0.502727708013743
2017-04-13,bull,200.0,0.9959996968995699
2017-04-13,bull,231.0,0.5620438094419999
2017-04-17,bull,233.0,0.5634095391178056
2017-04-17,bull,200.0,0.997482814026378
2017-04-17,bull,231.0,0.6213145203387065
2017-04-18,bull,233.0,0.5429440912155301
2017-04-18,bull,200.0,0.997047950143119
2017-04-18,bull,231.0,0.6014759426191788
2017-04-19,bull,233.0,0.5302820425380675
2017-04-19,bull,200.0,0.9967475893920732
2017-04-19,bull,231.0,0.5891249156097583
2017-04-20,bull,233.0,0.5856549164482718
2017-04-20,bull,200.0,0.9978923816694468
2017-04-20,bull,231.0,0.6427045678923792
2017-04-21,bull,233.0,0.5639908215640861
2017-04-21,bull,200.0,0.9974943157814466
2017-04-21,bull,231.0,0.6218757584990453
2017-04-24,bull,233.0,0.6370351199720449
2017-04-24,bull,200.0,0.9986311540449386
2017-04-24,bull,231.0,0.6914133824978747
2017-04-25,bull,233.0,0.6740176716615355
2017-04-25,bull,200.0,0.9990200462021326
2017-04-25,bull,232.0,0.7003931059509606
2017-04-26,bull,232.0,0.6965963865805123
2017-04-26,bull,200.0,0.9989834231034409
2017-04-26,bull,232.0,0.6965963865805123
2017-04-27,bull,232.0,0.7016533500138495
2017-04-27,bull,200.0,0.9990319771545696
2017-04-27,bull,233.0,0.6753247784863158
2017-04-28,bull,232.0,0.6884183914910985
2017-04-28,bull,200.0,0.99890098423811
2017-04-28,bull,233.0,0.6616151837950881
2017-05-01,bull,232.0,0.703663698503315
2017-05-01,bull,201.0,0.9987331616675804
2017-05-01,bull,233.0,0.6774106155538286
2017-05-02,bull,232.0,0.7059177530553898
2017-05-02,bull,201.0,0.9987602046488261
2017-05-02,bull,233.0,0.6797503846608866
2017-05-03,bull,232.0,0.6986242012227888
2017-05-03,bull,201.0,0.9986710947920099
2017-05-03,bull,234.0,0.6449690140021169
2017-05-04,bull,232.0,0.7056675241981236
2017-05-04,bull,201.0,0.998757224146769
2017-05-04,bull,234.0,0.6525066901261284
2017-05-05,bull,232.0,0.7286810958197524
2017-05-05,bull,201.0,0.999009787026881
2017-05-05,bull,234.0,0.6772972176503534
2017-05-08,bull,232.0,0.7277223202235267
2017-05-08,bull,201.0,0.9990000999608392
2017-05-08,bull,235.0,0.6492893232960952
2017-05-09,bull,232.0,0.7224153361943391
2017-05-09,bull,201.0,0.9989452086076281
2017-05-09,bull,235.0,0.6433752567643924
2017-05-10,bull,232.0,0.7327358925178735
2017-05-10,bull,201.0,0.9990499924526355
2017-05-10,bull,235.0,0.6548957673618446
2017-05-11,bull,233.0,0.6953924806950076
2017-05-11,bull,201.0,0.9989297574846919
2017-05-11,bull,235.0,0.6417553848293234
2017-05-12,bull,234.0,0.6583812332182122
2017-05-12,bull,201.0,0.998821215550881
2017-05-12,bull,235.0,0.6308810280083523
2017-05-15,bull,234.0,0.6926781117083167
2017-05-15,bull,202.0,0.9988576806815724
2017-05-15,bull,236.0,0.6390971040856614
2017-05-16,bull,235.0,0.6604639584438456
2017-05-16,bull,202.0,0.998795849909422
2017-05-16,bull,236.0,0.6331401776353806
2017-05-17,bull,235.0,0.5412701476415691
2017-05-17,bull,202.0,0.9967804005316169
2017-05-17,bull,235.0,0.5412701476415691
2017-05-18,bull,236.0,0.5397172523259954
2017-05-18,bull,202.0,0.9973983505893154
2017-05-18,bull,235.0,0.5687801367194726
2017-05-19,bull,236.0,0.5839512538743746
2017-05-19,bull,202.0,0.9981722912669329
2017-05-19,bull,235.0,0.6123924843325975
2017-05-22,bull,237.0,0.5895924661904414
2017-05-22,bull,202.0,0.9986240961860491
2017-05-22,bull,235.0,0.6455305726151037
2017-05-23,bull,237.0,0.6044107018919814
2017-05-23,bull,202.0,0.9987871809661347
2017-05-23,bull,236.0,0.6323249556012137
2017-05-24,bull,237.0,0.6198699772515677
2017-05-24,bull,203.0,0.998592696644603
2017-05-24,bull,236.0,0.6474244454079257
2017-05-25,bull,237.0,0.6508903604032273
2017-05-25,bull,203.0,0.9989292693486341
2017-05-25,bull,236.0,0.6775871732606303
2017-05-26,bull,237.0,0.6495640296904395
2017-05-26,bull,203.0,0.9989163584813147
2017-05-26,bull,237.0,0.6495640296904395
2017-05-30,bull,237.0,0.6439691034841608
2017-05-30,bull,203.0,0.9988605129862134
2017-05-30,bull,237.0,0.6439691034841608
2017-05-31,bull,237.0,0.6423639981077909
2017-05-31,bull,203.0,0.9988440716304666
2017-05-31,bull,237.0,0.6423639981077909
2017-06-01,bull,236.0,0.717426889183839
2017-06-01,bull,203.0,0.999274051941845
2017-06-01,bull,237.0,0.6921583588783302
2017-06-02,bull,236.0,0.7365575007526016
2017-06-02,bull,203.0,0.9994058716644885
2017-06-02,bull,238.0,0.6867300626132112
2017-06-05,bull,236.0,0.7323696334852688
2017-06-05,bull,203.0,0.9993786879835449
2017-06-05,bull,238.0,0.6821894418241891
2017-06-06,bull,236.0,0.7138052321443765
2017-06-06,bull,203.0,0.9992468100440519
2017-06-06,bull,238.0,0.6621618078353353
2017-06-07,bull,236.0,0.7245971714390841
2017-06-07,bull,203.0,0.99932578746721
2017-06-07,bull,238.0,0.6737845831587924
2017-06-08,bull,236.0,0.7274374188872161
2017-06-08,bull,203.0,0.9993454944740974
2017-06-08,bull,239.0,0.6503600651668665
2017-06-09,bull,236.0,0.7186288219928862
2017-06-09,bull,203.0,0.9992829260897712
2017-06-09,bull,239.0,0.6405707195744149
2017-06-12,bull,236.0,0.717426889183839
2017-06-12,bull,203.0,0.999274051941845
2017-06-12,bull,239.0,0.6392393127558601
2017-06-13,bull,237.0,0.7212189614798203
2017-06-13,bull,203.0,0.9994596318749892
2017-06-13,bull,239.0,0.6703627840479922
2017-06-14,bull,237.0,0.7137919132459487
2017-06-14,bull,203.0,0.9994161393398506
2017-06-14,bull,239.0,0.6623719504885831
2017-06-15,bull,238.0,0.6765975630583154
2017-06-15,bull,203.0,0.999343873947225
2017-06-15,bull,240.0,0.6229595988382126
2017-06-16,bull,239.0,0.6198573275182958
2017-06-16,bull,204.0,0.9988469883204572
2017-06-16,bull,240.0,0.5920364198078387
2017-06-19,bull,240.0,0.6466845564203136
2017-06-19,bull,204.0,0.9992918175096559
2017-06-19,bull,240.0,0.6466845564203136
2017-06-20,bull,240.0,0.6022510476523868
2017-06-20,bull,204.0,0.998944265824973
2017-06-20,bull,240.0,0.6022510476523868
2017-06-21,bull,241.0,0.5725548163349563
2017-06-21,bull,204.0,0.9989290307436947
2017-06-21,bull,240.0,0.6006002772675149
2017-06-22,bull,241.0,0.5694752354215843
2017-06-22,bull,204.0,0.9989005637093444
2017-06-22,bull,240.0,0.5975680066202068
2017-06-23,bull,241.0,0.5775817210889604
2017-06-23,bull,204.0,0.9989741341746452
2017-06-23,bull,240.0,0.6055462733866538
2017-06-26,bull,242.0,0.553845827399949
2017-06-26,bull,204.0,0.9990127251235065
2017-06-26,bull,240.0,0.6099249335502748
2017-06-27,bull,242.0,0.4981175675886808
2017-06-27,bull,205.0,0.9979426656713875
2017-06-27,bull,240.0,0.5552831853124385
2017-06-28,bull,242.0,0.559466799229144
2017-06-28,bull,205.0,0.9987509454296436
2017-06-28,bull,240.0,0.6153753476969268
2017-06-29,bull,242.0,0.49869031169121847
2017-06-29,bull,205.0,0.9979519854147353
2017-06-29,bull,239.0,0.5842492076704056
2017-06-30,bull,241.0,0.5401063824956268
2017-06-30,bull,205.0,0.9981515772156888
2017-06-30,bull,239.0,0.5967873229201844
