Date,Spread Type,Strike Price,Probability of Expiring Worthless
2018-07-16,bull,241.0,0.9953439056110499
2018-07-16,bull,271.0,0.715084525644107
2018-07-17,bull,268.0,0.7970228908322923
2018-07-17,bull,241.0,0.9962108240068901
2018-07-17,bull,271.0,0.7383364621428369
2018-07-18,bull,268.0,0.8071471831108719
2018-07-18,bull,242.0,0.9957928436473595
2018-07-18,bull,272.0,0.72934283500979
2018-07-19,bull,268.0,0.7887191678792385
2018-07-19,bull,242.0,0.9949081695988952
2018-07-19,bull,272.0,0.7072539505595574
2018-07-20,bull,268.0,0.7829451051001446
2018-07-20,bull,242.0,0.9946095768358741
2018-07-20,bull,273.0,0.677963616627377
2018-07-23,bull,268.0,0.7922786449845914
2018-07-23,bull,242.0,0.995087069146172
2018-07-23,bull,273.0,0.6894128332331259
2018-07-24,bull,268.0,0.8162833860459007
2018-07-24,bull,242.0,0.9961942773005513
2018-07-24,bull,274.0,0.6976997594080085
2018-07-25,bull,268.0,0.8527453036163564
2018-07-25,bull,242.0,0.9975673952533348
2018-07-25,bull,274.0,0.7469059739885726
2018-07-26,bull,269.0,0.8271244057574758
2018-07-26,bull,242.0,0.9972392017740551
2018-07-26,bull,275.0,0.7125252406764147
2018-07-27,bull,271.0,0.7570342576504738
2018-07-27,bull,243.0,0.9951412584864312
2018-07-27,bull,275.0,0.6711205683668389
2018-07-30,bull,272.0,0.706189825129629
2018-07-30,bull,243.0,0.9937023660237649
2018-07-30,bull,275.0,0.6376927828166572
2018-07-31,bull,273.0,0.7135873307725951
2018-07-31,bull,243.0,0.9950625844913061
2018-07-31,bull,275.0,0.669113918940636
2018-08-01,bull,275.0,0.6585493305375021
2018-08-01,bull,243.0,0.9946326926082556
2018-08-01,bull,276.0,0.635192526091408
2018-08-02,bull,276.0,0.6699365308936958
2018-08-02,bull,243.0,0.9959193322215592
2018-08-02,bull,276.0,0.6699365308936958
2018-08-03,bull,277.0,0.6740602307705035
2018-08-03,bull,243.0,0.9967297609807785
2018-08-03,bull,276.0,0.6963022308304435
2018-08-06,bull,277.0,0.696567521612696
2018-08-06,bull,243.0,0.9973052264618161
2018-08-06,bull,277.0,0.696567521612696
2018-08-07,bull,277.0,0.7162228995604668
2018-08-07,bull,244.0,0.9971864209803069
2018-08-07,bull,277.0,0.7162228995604668
2018-08-08,bull,278.0,0.6921527585203178
2018-08-08,bull,244.0,0.9971229272878673
2018-08-08,bull,278.0,0.6921527585203178
2018-08-09,bull,278.0,0.6837755674809904
2018-08-09,bull,244.0,0.9969073522237301
2018-08-09,bull,278.0,0.6837755674809904
2018-08-10,bull,278.0,0.6412652749369369
2018-08-10,bull,244.0,0.9956209261553847
2018-08-10,bull,278.0,0.6412652749369369
2018-08-13,bull,278.0,0.616721936553436
2018-08-13,bull,244.0,0.9947118192146069
2018-08-13,bull,278.0,0.616721936553436
2018-08-14,bull,279.0,0.6348986177514062
2018-08-14,bull,244.0,0.9961683845963005
2018-08-14,bull,278.0,0.6580136395313496
2018-08-15,bull,279.0,0.5851285461796388
2018-08-15,bull,245.0,0.993166395918553
2018-08-15,bull,278.0,0.6091957543815983
2018-08-16,bull,279.0,0.6385608935789033
2018-08-16,bull,245.0,0.9954126736083316
2018-08-16,bull,278.0,0.661590195123688
2018-08-17,bull,279.0,0.6611056428321611
2018-08-17,bull,245.0,0.9961659452301775
2018-08-17,bull,278.0,0.6835591260361166
2018-08-20,bull,280.0,0.6519307495429695
2018-08-20,bull,245.0,0.9965679845362989
2018-08-20,bull,279.0,0.6745484834050163
2018-08-21,bull,280.0,0.6668067654471097
2018-08-21,bull,246.0,0.9962455790768845
2018-08-21,bull,279.0,0.6890227905132309
2018-08-22,bull,280.0,0.6630594535623774
2018-08-22,bull,246.0,0.9961288597606078
2018-08-22,bull,279.0,0.6853801033084449
2018-08-23,bull,280.0,0.6546157139541202
2018-08-23,bull,246.0,0.9958558209770257
2018-08-23,bull,280.0,0.6546157139541202
2018-08-24,bull,280.0,0.6920754013458067
2018-08-24,bull,246.0,0.9969654194742503
2018-08-24,bull,280.0,0.6920754013458067
2018-08-27,bull,280.0,0.7382488397260871
2018-08-27,bull,247.0,0.9975226914246088
2018-08-27,bull,281.0,0.7177624458922776
2018-08-28,bull,280.0,0.740964847234655
2018-08-28,bull,247.0,0.9975863403807224
2018-08-28,bull,281.0,0.7205829273795521
2018-08-29,bull,280.0,0.7701287526254168
2018-08-29,bull,247.0,0.9982002699474217
2018-08-29,bull,282.0,0.7310503564797037
2018-08-30,bull,280.0,0.748254983444144
2018-08-30,bull,247.0,0.9977515408062638
2018-08-30,bull,282.0,0.7073743563327972
2018-08-31,bull,281.0,0.728358837038231
2018-08-31,bull,247.0,0.9977557479554914
2018-08-31,bull,283.0,0.6861675001420796
2018-09-04,bull,281.0,0.7183680136477959
2018-09-04,bull,247.0,0.9975364575047355
2018-09-04,bull,283.0,0.6755026516394154
2018-09-05,bull,281.0,0.702401721204482
2018-09-05,bull,248.0,0.9964816368976395
2018-09-05,bull,283.0,0.6585392383427162
2018-09-06,bull,281.0,0.6840685555482574
2018-09-06,bull,248.0,0.9958898759123348
2018-09-06,bull,283.0,0.6391791169546005
2018-09-07,bull,281.0,0.6719896294166117
2018-09-07,bull,248.0,0.9954622147406529
2018-09-07,bull,283.0,0.6264906029520172
2018-09-10,bull,282.0,0.6605521086091403
2018-09-10,bull,248.0,0.9958458868055333
2018-09-10,bull,283.0,0.6378278770517919
2018-09-11,bull,282.0,0.6811757529319322
2018-09-11,bull,249.0,0.9956878507544105
2018-09-11,bull,284.0,0.6362985063973893
2018-09-12,bull,283.0,0.6605160825311995
2018-09-12,bull,249.0,0.9957407067082035
2018-09-12,bull,284.0,0.6378720704805559
2018-09-13,bull,284.0,0.6754153647276862
2018-09-13,bull,249.0,0.9968613451658602
2018-09-13,bull,284.0,0.6754153647276862
2018-09-14,bull,285.0,0.6543216457591061
2018-09-14,bull,249.0,0.9968896134921674
2018-09-14,bull,285.0,0.6543216457591061
2018-09-17,bull,285.0,0.6198439075921324
2018-09-17,bull,249.0,0.9959029787130758
2018-09-17,bull,285.0,0.6198439075921324
2018-09-18,bull,286.0,0.6323686808625246
2018-09-18,bull,249.0,0.9969064551105292
2018-09-18,bull,285.0,0.6549799958951058
2018-09-19,bull,286.0,0.6392970863035113
2018-09-19,bull,249.0,0.9970756464299867
2018-09-19,bull,285.0,0.6617514567880313
2018-09-20,bull,286.0,0.6901856441227587
2018-09-20,bull,250.0,0.9976471600653547
2018-09-20,bull,286.0,0.6901856441227587
2018-09-21,bull,287.0,0.6337719359117387
2018-09-21,bull,250.0,0.9968568268794389
2018-09-21,bull,286.0,0.6562741687452639
2018-09-24,bull,287.0,0.6118810329494171
2018-09-24,bull,250.0,0.9962615758836263
2018-09-24,bull,286.0,0.6348327546138943
2018-09-25,bull,287.0,0.6057075911185645
2018-09-25,bull,250.0,0.9960784170643743
2018-09-25,bull,286.0,0.6287726174459443
2018-09-26,bull,287.0,0.5856011682264254
2018-09-26,bull,250.0,0.9954309357964423
2018-09-26,bull,286.0,0.6089945533611705
2018-09-27,bull,287.0,0.6043312601308645
2018-09-27,bull,251.0,0.99514556743564
2018-09-27,bull,286.0,0.6274207447763616
2018-09-28,bull,287.0,0.605019624933524
2018-09-28,bull,251.0,0.9951706825776702
2018-09-28,bull,286.0,0.6280969133956404
2018-10-01,bull,287.0,0.6279510946717658
2018-10-01,bull,251.0,0.9959501678709146
2018-10-01,bull,286.0,0.6505801470112097
2018-10-02,bull,287.0,0.6241257619444281
2018-10-02,bull,251.0,0.9958275863477054
2018-10-02,bull,287.0,0.6241257619444281
2018-10-03,bull,287.0,0.6277262801527197
2018-10-03,bull,251.0,0.9959430429958449
2018-10-03,bull,287.0,0.6277262801527197
2018-10-04,bull,288.0,0.5515934284800288
2018-10-04,bull,251.0,0.993987138997009
2018-10-04,bull,286.0,0.5988567564166953
2018-10-05,bull,288.0,0.5129525798454124
2018-10-05,bull,252.0,0.9904942289089632
2018-10-05,bull,286.0,0.5608694311114739
2018-10-08,bull,288.0,0.5129525798454124
2018-10-08,bull,252.0,0.9904942289089632
2018-10-08,bull,286.0,0.5608694311114739
2018-10-09,bull,287.0,0.5268779885635232
2018-10-09,bull,252.0,0.9898298435651769
2018-10-09,bull,285.0,0.5747761031256227
2018-10-10,bull,284.0,0.37909240148345125
2018-10-10,bull,252.0,0.9610259186049859
2018-10-10,bull,284.0,0.37909240148345125
2018-10-11,bull,279.0,0.34975384369567547
2018-10-11,bull,252.0,0.9157350421416648
2018-10-11,bull,281.0,0.3051295782037514
2018-10-12,bull,277.0,0.4910333019783821
2018-10-12,bull,253.0,0.9390979392238301
2018-10-12,bull,280.0,0.4172021581481984
2018-10-15,bull,274.0,0.5273331985271433
2018-10-15,bull,253.0,0.926426283940118
2018-10-15,bull,279.0,0.4033634957219524
2018-10-16,bull,274.0,0.6711948664057179
2018-10-16,bull,253.0,0.9659487742789519
2018-10-16,bull,278.0,0.5762028010540869
2018-10-17,bull,273.0,0.6948458778919309
2018-10-17,bull,253.0,0.96618150582074
2018-10-17,bull,277.0,0.6016786169876139
2018-10-18,bull,272.0,0.6259870744553219
2018-10-18,bull,253.0,0.9424255580673143
2018-10-18,bull,276.0,0.5272603794852568
2018-10-19,bull,271.0,0.6464067365633057
2018-10-19,bull,254.0,0.9328994272832917
2018-10-19,bull,275.0,0.5484920675395862
2018-10-22,bull,270.0,0.6412298659665073
2018-10-22,bull,254.0,0.922169660057678
2018-10-22,bull,275.0,0.5175205807939955
2018-10-23,bull,268.0,0.6562040019431805
2018-10-23,bull,254.0,0.9084741315877122
2018-10-23,bull,273.0,0.5326602106217168
2018-10-24,bull,266.0,0.49958791870428
2018-10-24,bull,254.0,0.7877147579354373
2018-10-24,bull,271.0,0.37312638561848865
2018-10-25,bull,264.0,0.6691883032326892
2018-10-25,bull,254.0,0.8657452453668135
2018-10-25,bull,270.0,0.519313882598176
2018-10-26,bull,262.0,0.6033606634436255
2018-10-26,bull,254.0,0.7879036518058686
2018-10-26,bull,268.0,0.4482342694562994
2018-10-29,bull,261.0,0.5917556813211151
2018-10-29,bull,255.0,0.7372480423047761
2018-10-29,bull,266.0,0.46151858085072944
2018-10-30,bull,260.0,0.7099825057546789
2018-10-30,bull,255.0,0.8131770300021137
2018-10-30,bull,264.0,0.6136684609827003
2018-10-31,bull,260.0,0.7695454400913821
2018-10-31,bull,255.0,0.8585173378206227
2018-10-31,bull,264.0,0.6818614139644565
2018-11-01,bull,261.0,0.8035055598188194
2018-11-01,bull,255.0,0.8956286573706742
2018-11-01,bull,264.0,0.7441711744009405
2018-11-02,bull,261.0,0.7737685915178785
2018-11-02,bull,255.0,0.875777821827616
2018-11-02,bull,263.0,0.7320738413850862
2018-11-05,bull,262.0,0.7824145303112617
2018-11-05,bull,255.0,0.894246018842558
2018-11-05,bull,263.0,0.7625072016858665
2018-11-06,bull,264.0,0.7757490770044775
2018-11-06,bull,256.0,0.9016300944052602
2018-11-06,bull,263.0,0.7949300886134616
2018-11-07,bull,263.0,0.8830842499559848
2018-11-07,bull,256.0,0.9513205871689921
2018-11-07,bull,264.0,0.869666146493938
2018-11-08,bull,263.0,0.8767888388530156
2018-11-08,bull,256.0,0.9480603999704105
2018-11-08,bull,265.0,0.8479936808005692
2018-11-09,bull,263.0,0.8386832283868837
2018-11-09,bull,256.0,0.9273463495802049
2018-11-09,bull,266.0,0.7859964409397098
2018-11-12,bull,263.0,0.7461302004986056
2018-11-12,bull,256.0,0.8706796310343949
2018-11-12,bull,265.0,0.7023407998026663
2018-11-13,bull,263.0,0.7356273349638129
2018-11-13,bull,256.0,0.8637165986637549
2018-11-13,bull,265.0,0.6910066859965481
2018-11-14,bull,263.0,0.6953598838653333
2018-11-14,bull,257.0,0.8188056580371967
2018-11-14,bull,264.0,0.6719732964688504
2018-11-15,bull,263.0,0.7551958761931414
2018-11-15,bull,257.0,0.8622873801841789
2018-11-15,bull,264.0,0.734079930585526
2018-11-16,bull,263.0,0.7691096014738343
2018-11-16,bull,257.0,0.8719462548191239
2018-11-16,bull,264.0,0.7486301066727868
2018-11-19,bull,263.0,0.6701922313104
2018-11-19,bull,257.0,0.7995922866401897
2018-11-19,bull,263.0,0.6701922313104
2018-11-20,bull,262.0,0.5725569111735661
2018-11-20,bull,257.0,0.6972915256455825
2018-11-20,bull,262.0,0.5725569111735661
2018-11-21,bull,262.0,0.5955352498302607
2018-11-21,bull,257.0,0.7175389825434288
2018-11-21,bull,262.0,0.5955352498302607
2018-11-23,bull,261.0,0.5761195257585806
2018-11-23,bull,257.0,0.6770550949512539
2018-11-23,bull,262.0,0.5500314394228802
2018-11-26,bull,261.0,0.6805978356583249
2018-11-26,bull,257.0,0.7694007287817959
2018-11-26,bull,262.0,0.6565758774685965
2018-11-27,bull,262.0,0.6777127225583602
2018-11-27,bull,258.0,0.7666279837841381
2018-11-27,bull,262.0,0.6777127225583602
2018-11-28,bull,262.0,0.8038905406071679
2018-11-28,bull,258.0,0.8690846991624961
2018-11-28,bull,262.0,0.8038905406071679
2018-11-29,bull,262.0,0.7932392855395258
2018-11-29,bull,258.0,0.8608590549603252
2018-11-29,bull,263.0,0.7738931062163745
2018-11-30,bull,262.0,0.8219873226509835
2018-11-30,bull,258.0,0.8828666734312922
2018-11-30,bull,263.0,0.8042726405723717
2018-12-03,bull,262.0,0.8750943644140092
2018-12-03,bull,258.0,0.9217998278501635
2018-12-03,bull,264.0,0.8459204447378441
2018-12-04,bull,262.0,0.7191398460375239
2018-12-04,bull,258.0,0.8014363195398426
2018-12-04,bull,263.0,0.6964806852903992
2018-12-06,bull,262.0,0.7102074270442511
2018-12-06,bull,258.0,0.7940245785278843
2018-12-06,bull,262.0,0.7102074270442511
2018-12-07,bull,261.0,0.5843435915829757
2018-12-07,bull,258.0,0.6602910009334575
2018-12-07,bull,261.0,0.5843435915829757
2018-12-10,bull,261.0,0.597098703424288
2018-12-10,bull,258.0,0.6722316561322526
2018-12-10,bull,260.0,0.6226066768999332
2018-12-11,bull,260.0,0.6241007939685359
2018-12-11,bull,258.0,0.6736515090112444
2018-12-11,bull,260.0,0.6241007939685359
2018-12-12,bull,260.0,0.6566233016370033
2018-12-12,bull,258.0,0.7043712396258721
2018-12-12,bull,259.0,0.6808262881057737
2018-12-13,bull,260.0,0.6544607378013546
2018-12-13,bull,258.0,0.7023396748177884
2018-12-13,bull,259.0,0.6787254279998649
2018-12-14,bull,258.0,0.5825155154481063
2018-12-14,bull,258.0,0.5825155154481063
2018-12-14,bull,258.0,0.5825155154481063
2018-12-17,bull,256.0,0.49997838707481507
2018-12-17,bull,258.0,0.44636729123702085
2018-12-17,bull,257.0,0.4730597461894781
2018-12-18,bull,254.0,0.5464873684719165
2018-12-18,bull,258.0,0.4388652171346031
2018-12-18,bull,256.0,0.4923980972832166
2018-12-19,bull,252.0,0.49695380908369446
2018-12-19,bull,257.0,0.36394573160463556
2018-12-19,bull,254.0,0.44253014002519553
2018-12-20,bull,249.0,0.4663436687943127
2018-12-20,bull,257.0,0.26363008307342
2018-12-20,bull,252.0,0.3851823259756992
2018-12-21,bull,244.0,0.42365560985207057
2018-12-21,bull,256.0,0.15289536661383385
2018-12-21,bull,249.0,0.2932582244448243
2018-12-24,bull,239.0,0.3829475773124716
2018-12-24,bull,256.0,0.06838758010794618
2018-12-24,bull,246.0,0.21250587287093653
2018-12-26,bull,237.0,0.758513577588952
2018-12-26,bull,255.0,0.2855640081330414
2018-12-26,bull,244.0,0.5782280050912351
2018-12-27,bull,235.0,0.8366498914346412
2018-12-27,bull,255.0,0.3321722091171949
2018-12-27,bull,243.0,0.6557759411341193
2018-12-28,bull,234.0,0.8490309125209036
2018-12-28,bull,254.0,0.3489253245932086
2018-12-28,bull,242.0,0.6736553012671833
2018-12-31,bull,234.0,0.8816613364492416
2018-12-31,bull,254.0,0.4062598252195626
2018-12-31,bull,242.0,0.7261052822679329
2019-01-02,bull,234.0,0.8851907225149487
2019-01-02,bull,254.0,0.4132598126461664
2019-01-02,bull,241.0,0.7551562297316472
2019-01-03,bull,234.0,0.7831910053845506
2019-01-03,bull,253.0,0.2846209465645797
2019-01-03,bull,240.0,0.634764189447563
2019-01-04,bull,235.0,0.8996944095653228
2019-01-04,bull,253.0,0.500594381592475
2019-01-04,bull,240.0,0.8199452581755011
2019-01-07,bull,235.0,0.9215892194403829
2019-01-07,bull,253.0,0.5546902551653239
2019-01-07,bull,240.0,0.8534136362670708
2019-01-08,bull,236.0,0.9337436815826159
2019-01-08,bull,253.0,0.6177178762560901
2019-01-08,bull,241.0,0.8730942296808151
2019-01-09,bull,236.0,0.9435197471541421
2019-01-09,bull,253.0,0.6481205335743082
2019-01-09,bull,242.0,0.8749647881434905
2019-01-10,bull,236.0,0.9501198916901098
2019-01-10,bull,253.0,0.6704813785819622
2019-01-10,bull,242.0,0.8870848512254276
2019-01-11,bull,237.0,0.9428858477685643
2019-01-11,bull,252.0,0.6972573710326782
2019-01-11,bull,243.0,0.874192332142613
2019-01-14,bull,238.0,0.9193251559983779
2019-01-14,bull,252.0,0.659292817898353
2019-01-14,bull,243.0,0.8509322237010477
2019-01-15,bull,238.0,0.9449701392051222
2019-01-15,bull,252.0,0.7283770790337275
2019-01-15,bull,244.0,0.8783315061498054
2019-01-16,bull,238.0,0.9494752651128022
2019-01-16,bull,252.0,0.7420809549543586
2019-01-16,bull,245.0,0.8723788042938709
2019-01-17,bull,237.0,0.9673811161037463
2019-01-17,bull,252.0,0.7825058010914085
2019-01-17,bull,246.0,0.8845542981612262
2019-01-18,bull,237.0,0.9808971338095788
2019-01-18,bull,252.0,0.8436803221763783
2019-01-18,bull,247.0,0.9125800530117048
2019-01-22,bull,237.0,0.9668977750360791
2019-01-22,bull,252.0,0.7805628576170118
2019-01-22,bull,248.0,0.8534234238743645
2019-01-23,bull,239.0,0.9579780710901828
2019-01-23,bull,252.0,0.7911160513121572
2019-01-23,bull,249.0,0.845597689110958
2019-01-24,bull,243.0,0.9263881711176483
2019-01-24,bull,252.0,0.793749966570378
2019-01-24,bull,250.0,0.8308462441784474
2019-01-25,bull,244.0,0.9362726560333257
2019-01-25,bull,252.0,0.8328382066826732
2019-01-25,bull,251.0,0.8495045281101195
2019-01-28,bull,245.0,0.9067881639068651
2019-01-28,bull,251.0,0.816516197890021
2019-01-28,bull,252.0,0.7976619793789435
2019-01-29,bull,247.0,0.876448734002398
2019-01-29,bull,251.0,0.8103450930420368
2019-01-29,bull,253.0,0.7708665389145086
2019-01-30,bull,248.0,0.9130032155695499
2019-01-30,bull,251.0,0.8751787031030834
2019-01-30,bull,253.0,0.8446496508028569
2019-01-31,bull,249.0,0.9252408506839492
2019-01-31,bull,251.0,0.9036563123565882
2019-01-31,bull,254.0,0.8636529814592497
2019-02-01,bull,252.0,0.8929077790388493
2019-02-01,bull,251.0,0.9050728388005266
2019-02-01,bull,256.0,0.833820124343599
2019-02-04,bull,253.0,0.9023357524256096
2019-02-04,bull,251.0,0.9239911899420662
2019-02-04,bull,257.0,0.8469113690010556
2019-02-05,bull,254.0,0.9030458184992406
2019-02-05,bull,251.0,0.9338243702761344
2019-02-05,bull,258.0,0.8481344733699068
2019-02-06,bull,255.0,0.8865145624855368
2019-02-06,bull,251.0,0.9308360177724386
2019-02-06,bull,259.0,0.826035333721729
2019-02-07,bull,256.0,0.8350965574021623
2019-02-07,bull,251.0,0.9059367034204786
2019-02-07,bull,260.0,0.7598942838162516
2019-02-08,bull,256.0,0.840289323770306
2019-02-08,bull,251.0,0.909435374705137
2019-02-08,bull,260.0,0.7664198883528872
2019-02-11,bull,257.0,0.8258068644676814
2019-02-11,bull,252.0,0.8993788072141535
2019-02-11,bull,261.0,0.7486413749625743
2019-02-12,bull,258.0,0.8625331635255917
2019-02-12,bull,252.0,0.9331061583203493
2019-02-12,bull,261.0,0.8136780571299644
2019-02-13,bull,259.0,0.8601324583595911
2019-02-13,bull,252.0,0.9400839600223467
2019-02-13,bull,262.0,0.810961229076621
2019-02-14,bull,260.0,0.8353948315694626
2019-02-14,bull,252.0,0.9353686287664724
2019-02-14,bull,262.0,0.8003804175180735
2019-02-15,bull,260.0,0.8776726125883882
2019-02-15,bull,252.0,0.9558786016367081
2019-02-15,bull,263.0,0.8326582001060281
2019-02-19,bull,260.0,0.8836395867511884
2019-02-19,bull,252.0,0.9586020748771833
2019-02-19,bull,264.0,0.8235396516732822
2019-02-20,bull,261.0,0.8773342499206922
2019-02-20,bull,252.0,0.9616000244595558
2019-02-20,bull,266.0,0.7976033952045518
2019-02-21,bull,262.0,0.8493919556022932
2019-02-21,bull,252.0,0.9561691940688581
2019-02-21,bull,266.0,0.7797627182626252
2019-02-22,bull,263.0,0.8587905900277275
2019-02-22,bull,252.0,0.9652318418222331
2019-02-22,bull,267.0,0.7920213610347591
2019-02-25,bull,263.0,0.8639987568093807
2019-02-25,bull,252.0,0.9670041816341973
2019-02-25,bull,268.0,0.780021695790722
2019-02-26,bull,265.0,0.8301731673919716
2019-02-26,bull,252.0,0.9660812052128337
2019-02-26,bull,269.0,0.7565856616467234
2019-02-27,bull,267.0,0.7930864573370743
2019-02-27,bull,252.0,0.9655169436942593
2019-02-27,bull,269.0,0.7542481755568564
2019-02-28,bull,268.0,0.7642798585783961
2019-02-28,bull,252.0,0.9629788246105342
2019-02-28,bull,270.0,0.7228603785072996
2019-03-01,bull,268.0,0.7961497633109595
2019-03-01,bull,252.0,0.9708981823509032
2019-03-01,bull,271.0,0.7373307740964775
2019-03-04,bull,269.0,0.7581365353621266
2019-03-04,bull,252.0,0.9664529639934413
2019-03-04,bull,271.0,0.7163458695176427
2019-03-05,bull,269.0,0.7507169668710313
2019-03-05,bull,252.0,0.964655496499208
2019-03-05,bull,271.0,0.7083075016890479
2019-03-06,bull,270.0,0.6940104924961248
2019-03-06,bull,252.0,0.9556450087499632
2019-03-06,bull,271.0,0.6711963480093127
2019-03-07,bull,270.0,0.6412298659665073
2019-03-07,bull,252.0,0.9402338508688346
2019-03-07,bull,271.0,0.6170402594107569
2019-03-08,bull,271.0,0.6037405083879457
2019-03-08,bull,252.0,0.9360034907897914
2019-03-08,bull,271.0,0.6037405083879457
2019-03-11,bull,272.0,0.6731436677544866
2019-03-11,bull,252.0,0.9617553289847647
2019-03-11,bull,271.0,0.695816614186739
2019-03-12,bull,274.0,0.6505893068432249
2019-03-12,bull,252.0,0.966867103914002
2019-03-12,bull,272.0,0.6963050289344677
2019-03-13,bull,274.0,0.6918786419444604
2019-03-13,bull,252.0,0.9744650523992947
2019-03-13,bull,272.0,0.7350220052091441
2019-03-14,bull,274.0,0.6879676481220075
2019-03-14,bull,252.0,0.9737984446209373
2019-03-14,bull,273.0,0.7100144572139635
2019-03-15,bull,275.0,0.6686676249321073
2019-03-15,bull,252.0,0.9743549769658371
2019-03-15,bull,273.0,0.7131683790176255
2019-03-18,bull,275.0,0.6910839260341521
2019-03-18,bull,252.0,0.9778759600821754
2019-03-18,bull,274.0,0.7129500177458984
2019-03-19,bull,275.0,0.6925949911430882
2019-03-19,bull,252.0,0.978101444903811
2019-03-19,bull,274.0,0.7144111435369918
2019-03-20,bull,275.0,0.6740078066772757
2019-03-20,bull,252.0,0.9752242340245979
2019-03-20,bull,274.0,0.6964109266833047
2019-03-21,bull,275.0,0.7407115405769497
2019-03-21,bull,252.0,0.9845496301754929
2019-03-21,bull,274.0,0.7607257535998344
2019-03-22,bull,275.0,0.621314314638444
2019-03-22,bull,252.0,0.9657529645592534
2019-03-22,bull,274.0,0.6450658363134089
2019-03-25,bull,275.0,0.6163486211424799
2019-03-25,bull,252.0,0.9647521855131833
2019-03-25,bull,274.0,0.6402036881924218
2019-03-26,bull,275.0,0.6644119661564782
2019-03-26,bull,252.0,0.9736482528930588
2019-03-26,bull,274.0,0.687095068932245
2019-03-27,bull,275.0,0.6307069809034003
2019-03-27,bull,252.0,0.9675926736435406
2019-03-27,bull,274.0,0.65425168558778
2019-03-28,bull,275.0,0.655147222583345
2019-03-28,bull,252.0,0.9720659222022938
2019-03-28,bull,274.0,0.6780859520538034
2019-03-29,bull,275.0,0.6943176578499851
2019-03-29,bull,253.0,0.9745509708488438
2019-03-29,bull,274.0,0.7160763942308537
2019-04-01,bull,275.0,0.7618681238140756
2019-04-01,bull,253.0,0.9844791015101557
2019-04-01,bull,275.0,0.7618681238140756
2019-04-02,bull,275.0,0.7644858940662075
2019-04-02,bull,253.0,0.9848068818920038
2019-04-02,bull,275.0,0.7644858940662075
2019-04-03,bull,275.0,0.7727825316553949
2019-04-03,bull,253.0,0.9858194015622537
2019-04-03,bull,276.0,0.7533824269176594
2019-04-04,bull,275.0,0.7863844481347382
2019-04-04,bull,253.0,0.9873943806510432
2019-04-04,bull,277.0,0.7480695465299371
2019-04-05,bull,276.0,0.792378588481536
2019-04-05,bull,253.0,0.989877699413448
2019-04-05,bull,277.0,0.7739925409158879
2019-04-08,bull,277.0,0.7779416160748555
2019-04-08,bull,253.0,0.9902278523139967
2019-04-08,bull,278.0,0.7589234001397736
2019-04-09,bull,277.0,0.7505642321478493
2019-04-09,bull,253.0,0.9876476657210407
2019-04-09,bull,279.0,0.7094086096019456
2019-04-10,bull,277.0,0.7689051229694108
2019-04-10,bull,253.0,0.9894158508025974
2019-04-10,bull,279.0,0.7292801659194896
2019-04-11,bull,277.0,0.7674386858074456
2019-04-11,bull,253.0,0.989280452465485
2019-04-11,bull,280.0,0.7067309519002383
2019-04-12,bull,277.0,0.8015672784057861
2019-04-12,bull,254.0,0.9905787004899951
2019-04-12,bull,280.0,0.7455830402375158
2019-04-15,bull,277.0,0.7983908052640032
2019-04-15,bull,254.0,0.9902878123843263
2019-04-15,bull,281.0,0.7215862355164182
2019-04-16,bull,277.0,0.8015672784057861
2019-04-16,bull,254.0,0.9905787004899951
2019-04-16,bull,281.0,0.725382123858061
2019-04-17,bull,278.0,0.7710723234707539
2019-04-17,bull,254.0,0.9894501863339117
2019-04-17,bull,282.0,0.6896797871056625
2019-04-18,bull,278.0,0.7812602400187503
2019-04-18,bull,254.0,0.9903651116328737
2019-04-18,bull,282.0,0.7016029706394137
2019-04-22,bull,279.0,0.7670567486057402
2019-04-22,bull,254.0,0.990743494317354
2019-04-22,bull,283.0,0.6853203496188441
2019-04-23,bull,280.0,0.7945364139795252
2019-04-23,bull,254.0,0.9939675269796019
2019-04-23,bull,284.0,0.7178877234789978
2019-04-24,bull,281.0,0.7648625702474618
2019-04-24,bull,254.0,0.9932774489259614
2019-04-24,bull,284.0,0.7047444686356792
2019-04-25,bull,282.0,0.7420987302617759
2019-04-25,bull,254.0,0.9930740903128381
2019-04-25,bull,285.0,0.6795861018223616
2019-04-26,bull,284.0,0.7283708010922817
2019-04-26,bull,254.0,0.9944819565524996
2019-04-26,bull,285.0,0.707814922373784
2019-04-29,bull,285.0,0.7170652679243773
2019-04-29,bull,254.0,0.9948957681298888
2019-04-29,bull,286.0,0.6961914964262954
2019-04-30,bull,285.0,0.7200478341909741
2019-04-30,bull,254.0,0.9950244689929564
2019-04-30,bull,286.0,0.6992749294100356
2019-05-01,bull,286.0,0.6523362245465822
2019-05-01,bull,254.0,0.9927943489981939
2019-05-01,bull,286.0,0.6523362245465822
2019-05-02,bull,286.0,0.6384058235816075
2019-05-02,bull,254.0,0.9920108276978178
2019-05-02,bull,286.0,0.6384058235816075
2019-05-03,bull,287.0,0.6781207979797621
2019-05-03,bull,254.0,0.995032951672376
2019-05-03,bull,287.0,0.6781207979797621
2019-05-06,bull,287.0,0.6521109808340435
2019-05-06,bull,254.0,0.9939066316594996
2019-05-06,bull,286.0,0.6741787434401051
2019-05-07,bull,287.0,0.5395641640871621
2019-05-07,bull,254.0,0.9866199784126428
