Date,Returns,Pos %,Kelly Ratio,Kelly Fraction,Tail Ratio,Sharpe Ratio,Alpha_SPY,Sharpe_std
2009-06-22,-0.06913702353129891,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-06-29,-0.06913702353129891,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-07-06,-0.0618314160550163,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-07-13,0.21840582553303767,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-07-20,0.12951695813942044,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-07-27,0.020427558334116247,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-08-03,0.07412658557473151,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-08-10,-0.013362465285392755,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-08-17,0.06085697127613221,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-08-24,0.01192665676096083,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-08-31,-0.03967477835703348,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-09-07,0.08081303696972597,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-09-14,0.07213089240737958,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-09-21,-0.06369798763320089,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-09-28,-0.05587003428464543,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-10-05,0.14046976584421111,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-10-12,0.045373701641724606,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-10-19,-0.023649376682307044,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-10-26,-0.12502758972517003,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-11-02,0.10526295436076771,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-11-09,0.06861702238609091,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-11-16,-0.004842326104737338,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-11-23,-0.0002819374340592429,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-11-30,0.03830114156738018,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-12-07,0.0038046050612454696,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-12-14,-0.011437775738274314,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-12-21,0.06435350421604702,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2009-12-28,-0.030249732215409608,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-01-04,0.08581668790466956,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-01-11,-0.024816927272081735,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-01-18,-0.11426586313338594,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-01-25,-0.05307496145780621,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-02-01,-0.02309171961931067,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-02-08,0.0356483243038348,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-02-15,0.08959935281588538,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-02-22,-0.011795721726518438,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-03-01,0.09624742860594604,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-03-08,0.030913929622651715,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-03-15,0.025373134165881606,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-03-22,0.01781934983180733,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-03-29,0.029515077552127345,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-04-05,0.04380022257201177,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-04-12,-0.004818694718450867,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-04-19,0.0610991354401087,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-04-26,-0.07537362245849022,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-05-03,-0.18321953657769907,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-05-10,0.06327677262048148,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-05-17,-0.1337717177061356,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-05-24,0.00825575809873591,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-05-31,-0.06879654861272344,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-06-07,0.07293730294992162,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-06-14,0.07046696796312024,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-06-21,-0.0965891287247641,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-06-28,-0.15712320208438568,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-07-05,0.17229889057643755,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-07-12,-0.03795113849091192,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-07-19,0.10583330390265111,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-07-26,-0.004828075615850191,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-08-02,0.056339484603433965,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-08-09,-0.10797267870908178,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-08-16,-0.021288107792172495,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-08-23,-0.022379133767099768,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-08-30,0.11269096980279292,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-09-06,0.016458229622125176,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-09-13,0.04261082838694974,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-09-20,0.058851336794173426,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-09-27,-0.003963118703853907,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
2010-10-04,0.04899789439405544,0.5780856423173804,0.1551373187578564,0.1551373187578564,0.9586088293256614,0.3095273818346391,0.005571876892876537,0.9716230546231208
