Friday Date,Monday Date,Friday Close,Monday Open,Monday Close,Friday-Monday Return (%),Volume Liquidity,Positive Return,Friday Volume,Monday Volume
2013-01-04,2013-01-07,66.62999725341797,66.45999908447266,66.6500015258789,0.03002292253570718,Sufficient,True,33972500,26766200.0
2013-01-11,2013-01-14,67.26000213623047,66.91999816894531,66.95999908447266,-0.44603485315117464,Sufficient,False,21158600,36768500.0
2013-01-25,2013-01-28,67.0,67.01000213623047,67.1500015258789,0.22388287444612873,Sufficient,True,39240100,32926100.0
2013-02-01,2013-02-04,67.66000366210938,67.2699966430664,66.4800033569336,-1.7440145452380447,Sufficient,False,53120800,48483700.0
2013-02-08,2013-02-11,67.98999786376953,68.02999877929688,68.01000213623047,0.02942237548090491,Sufficient,True,39837200,17650400.0
2013-02-22,2013-02-25,67.13999938964844,67.56999969482422,66.30999755859375,-1.2362255564492246,Sufficient,False,21968000,40927600.0
2013-03-01,2013-03-04,67.37999725341797,67.16000366210938,67.68000030517578,0.44524052239048484,Sufficient,True,31617200,19380500.0
2013-03-08,2013-03-11,68.7699966430664,68.68000030517578,68.97000122070312,0.2908311580627128,Sufficient,True,26159900,23187900.0
2013-03-15,2013-03-18,68.51000213623047,67.87999725341797,68.36000061035156,-0.21894835965795456,Sufficient,False,30752600,36163000.0
2013-03-22,2013-03-25,68.58999633789062,68.80999755859375,68.33999633789062,-0.364484638209398,Sufficient,False,28837200,24909800.0
2013-04-05,2013-04-08,67.86000061035156,67.88999938964844,68.22000122070312,0.5305048734359236,Sufficient,True,55610800,17891600.0
2013-04-12,2013-04-15,69.94000244140625,69.68000030517578,68.55999755859375,-1.973126729540264,Sufficient,False,32783700,48795800.0
2013-04-19,2013-04-22,68.08999633789062,68.33000183105469,68.79000091552734,1.028057887039687,Sufficient,True,43062800,34412100.0
2013-04-26,2013-04-29,69.56999969482422,69.79000091552734,70.20999908447266,0.9199358810634742,Sufficient,True,24079800,31664000.0
2013-05-03,2013-05-06,72.12000274658203,72.25,72.4000015258789,0.3882401118046892,Sufficient,True,34061700,19244300.0
2013-05-10,2013-05-13,73.05000305175781,72.93000030517578,73.13999938964844,0.12319826711966086,Sufficient,True,20663700,29730100.0
2013-05-17,2013-05-20,74.30000305175781,74.16000366210938,74.19000244140625,-0.14804926760896017,Sufficient,False,31114500,25132400.0
2013-05-31,2013-06-03,73.25,73.26000213623047,73.37999725341797,0.17747065313033278,Sufficient,True,38347600,47613100.0
2013-06-07,2013-06-10,73.38999938964844,73.52999877929688,73.41999816894531,0.04087584077716492,Sufficient,True,31969800,25390000.0
2013-06-14,2013-06-17,72.27999877929688,72.8499984741211,72.9800033569336,0.9684623539828016,Sufficient,True,27690700,32441900.0
2013-06-21,2013-06-24,70.43000030517578,69.8499984741211,69.7300033569336,-0.9938903098240451,Sufficient,False,51558900,41492300.0
2013-06-28,2013-07-01,71.2699966430664,71.75,71.70999908447266,0.6173740173019304,Sufficient,True,28301100,24942800.0
2013-07-05,2013-07-08,72.58000183105469,72.95999908447266,72.6500015258789,0.09644487883474825,Sufficient,True,28795900,20558500.0
2013-07-12,2013-07-15,75.30000305175781,75.37999725341797,75.47000122070312,0.22576117138861665,Sufficient,True,31412600,19783600.0
