Ticker,Month,Mean Return,Std Return,Highest Return Value,Highest Return Year,Lowest Return Value,Lowest Return Year,Mean Volume,Highest Volume Value,Highest Volume Year,Lowest Volume Value,Lowest Volume Year,Mean ATR,Mean RSI,Mean 20 Day MA,Mean Upper Band,Mean Lower Band,Mean Tenkan-sen,Mean Kijun-sen,Mean Senkou Span A,Mean Senkou Span B,Mean Chikou Span,Close > RSI,Close > Upper Band,High > ATR
BITO,Jan,11.933534930667275,40.071625944074704,40.26845336889329,2023,-16.40138350755874,2022,180561000.0,189072900,2022,172049100,2023,0.8519482851028441,53.5452747022338,19.93246250152588,22.654821979086687,17.210103023965072,19.479862463474277,20.48432502746582,23.229718774557114,11.340924930572509,20.08399999141693,0,1,2
BITO,Feb,3.9791941313538914,7.367408919083475,9.188738937812069,2022,-1.2303506751042859,2023,179932600.0,208498300,2023,151366900,2022,0.9513364770358667,53.93184862121576,19.747947360339918,22.508210724050624,16.98768399662921,19.903868461910047,19.303802716104606,20.639361833271227,23.243988919354646,21.7628947308189,0,0,2
BITO,Mar,14.75475858405959,9.179548404057766,21.245679508798986,2023,8.263837659320195,2022,229425400.0,308552600,2023,150298200,2022,1.0399799495009903,54.12939155811597,20.23318478335505,22.906160369887907,17.56020919682219,20.45296741568524,20.04503269817518,19.519097893134408,21.086380398791768,20.833478284918744,0,1,2
BITO,Apr,-8.577232948845815,11.242114786243283,-0.6278573486156347,2023,-16.526608549075995,2022,149771450.0,187347600,2023,112195300,2022,0.8722817831469658,47.873973952369916,21.965457879367627,24.58658792931586,19.3443278294194,22.022415719534223,21.472444075032286,19.873671840993982,19.743276479369715,17.000855237559268,0,0,2
BITO,May,-14.25761329630496,4.810852921586076,-10.855826572160332,2023,-17.65940002044959,2022,184933300.0,193899900,2023,175966700,2022,0.9592433289089687,36.35809489153078,19.5543241648963,22.461725914104036,16.646922415688564,18.556231606574286,20.059399990808394,21.602572968253842,20.406369148394763,14.828571308226813,0,0,2
BITO,Jun,-15.72431090542684,35.54133815775022,9.407210318362536,2023,-40.85583212921622,2022,215546250.0,226221900,2023,204870600,2022,0.7906310477224336,42.85151403419361,16.419559473083133,18.907064100090015,13.932054846076252,15.877178725742159,16.951595329103014,20.157684610003518,20.11721441859291,14.743095216296968,0,1,2
BITO,Jul,9.450396038072578,25.85793125477972,27.734714575782892,2022,-8.833922499637737,2023,169324500.0,171219300,2022,167429700,2023,0.6201873557908195,49.442195438349565,14.734112392663956,16.669555364608144,12.798669420719769,14.74563753604889,15.307825243473053,17.142700028419494,19.55234997272491,13.716499996185302,0,0,2
BITO,Aug,-14.91686239465414,2.4587059889618956,-13.178294716915207,2023,-16.655430072393074,2022,188754900.0,249582600,2023,127927200,2022,0.49769252871874703,38.61997979362023,14.628630414216413,15.908010253198496,13.349250575234334,14.4286412778108,14.519630390664805,15.122559967248337,17.14603268581888,12.921739184338113,0,0,2
BITO,Sep,-0.12027207230984605,4.063395613619945,2.7529825207244896,2023,-2.9935266653441817,2022,135828600.0,152221300,2022,119435900,2023,0.4941242056639016,43.874931243269074,13.16150177791005,14.448370905807188,11.874632650012915,13.025826730046955,13.607761833781288,14.683757413568951,15.720869411740985,14.093297701790219,0,0,2
BITO,Oct,16.10441555523068,15.934017221420234,27.371467184040156,2023,4.837363926421201,2022,155923566.66666666,230196500,2023,96703900,2021,0.43875073583021384,58.69658212039207,13.057662403377103,13.99652166594591,12.118803140808296,13.333760709989638,13.369149850044415,13.550127936132027,14.32109302566165,21.361865139970874,0,1,2
BITO,Nov,-5.669363972266111,11.540344782266004,7.27686569381405,2023,-14.876689983764013,2022,238396166.66666666,309062000,2023,143219600,2021,1.0202758487930643,51.469107961447115,22.886475382910834,25.573456196027838,20.199494569793828,23.04635707158891,22.527504103524347,13.133380810419718,13.861833265849523,20.581587300981795,0,0,3
BITO,Dec,-4.984994296060509,14.953602314151832,8.585049601675475,2023,-21.016672593573983,2021,189560766.66666666,339036400,2023,87558100,2022,0.9438942285646631,49.94665404908604,21.612482315424028,24.410195039251132,18.814769591596928,21.231336150368914,22.185089906538376,14.232473827543712,13.956589296885898,19.585194796194763,0,0,3
