Date,Ladder Type,Lower Strike,Upper Strike,Probability Lower Expiry,Probability Upper Expiry
2016-11-11,bear,218.0,225.0,0.46704903387211694,0.26431114607432105
2016-11-11,bear,225.0,218.0,0.26431114607432105,0.46704903387211694
2016-11-14,bear,218.0,225.0,0.4724589818930058,0.2687788029084875
2016-11-14,bear,225.0,218.0,0.2687788029084875,0.4724589818930058
2016-11-15,bear,219.0,225.0,0.49451999188843565,0.31494307040237957
2016-11-15,bear,225.0,218.0,0.31494307040237957,0.5261253520618692
2016-11-16,bear,219.0,225.0,0.48153511517197145,0.3034681878468053
2016-11-16,bear,225.0,219.0,0.3034681878468053,0.48153511517197145
2016-11-17,bear,220.0,225.0,0.4854824002801478,0.3351852610038414
2016-11-17,bear,225.0,219.0,0.3351852610038414,0.5169542471447168
2016-11-18,bear,221.0,225.0,0.43890393085059504,0.3211666920137379
2016-11-18,bear,225.0,219.0,0.3211666920137379,0.5014806789362204
2016-11-21,bear,221.0,225.0,0.4906476596238311,0.3691388156236129
2016-11-21,bear,225.0,220.0,0.3691388156236129,0.5219730728906806
2016-11-22,bear,222.0,225.0,0.47295520155622467,0.3819601342564639
2016-11-22,bear,225.0,220.0,0.3819601342564639,0.5354210903677564
2016-11-23,bear,223.0,226.0,0.44580446789814965,0.3565385864379649
2016-11-23,bear,226.0,221.0,0.3565385864379649,0.507887794039501
2016-11-25,bear,224.0,226.0,0.4405674793978209,0.3807575882037693
2016-11-25,bear,226.0,221.0,0.3807575882037693,0.5334749127058217
2016-11-28,bear,224.0,226.0,0.4086419793229834,0.3501184160731047
2016-11-28,bear,226.0,221.0,0.3501184160731047,0.5009968665649988
2016-11-29,bear,225.0,226.0,0.391871882104859,0.3626992594364593
2016-11-29,bear,226.0,222.0,0.3626992594364593,0.4832692636856248
2016-11-30,bear,225.0,226.0,0.37598296395723685,0.34721230435137634
2016-11-30,bear,226.0,222.0,0.34721230435137634,0.46670525767677534
2016-12-01,bear,225.0,226.0,0.35203718613298585,0.32396643740581643
2016-12-01,bear,226.0,222.0,0.32396643740581643,0.4414346922510273
2016-12-02,bear,224.0,226.0,0.38437865216210054,0.32709035785239593
2016-12-02,bear,226.0,222.0,0.32709035785239593,0.4448598632487369
2016-12-05,bear,223.0,226.0,0.4551181860181623,0.3653485826991959
2016-12-05,bear,226.0,222.0,0.3653485826991959,0.4860816192379172
2016-12-06,bear,223.0,226.0,0.4768878552937495,0.3861285054473426
2016-12-06,bear,226.0,222.0,0.3861285054473426,0.5079300954042936
2016-12-07,bear,224.0,227.0,0.5357109414705709,0.4440149552926115
2016-12-07,bear,227.0,223.0,0.4440149552926115,0.566366412102863
2016-12-08,bear,225.0,227.0,0.5218686104664776,0.46079309477938074
2016-12-08,bear,227.0,223.0,0.46079309477938074,0.582968058216243
2016-12-09,bear,226.0,227.0,0.5328129863179625,0.502342798435089
2016-12-09,bear,227.0,223.0,0.502342798435089,0.6231638363131954
2016-12-12,bear,226.0,227.0,0.5248979737437864,0.49440708276432976
2016-12-12,bear,227.0,224.0,0.49440708276432976,0.5856665454137389
2016-12-13,bear,227.0,228.0,0.5403015162376243,0.5099961026958866
2016-12-13,bear,228.0,225.0,0.5099961026958866,0.6004349942603299
2016-12-14,bear,228.0,228.0,0.45283491151763233,0.45283491151763233
2016-12-14,bear,228.0,225.0,0.45283491151763233,0.5441569139430829
2016-12-15,bear,228.0,228.0,0.4811224980661784,0.4811224980661784
2016-12-15,bear,228.0,226.0,0.4811224980661784,0.5419184348898829
2016-12-16,bear,229.0,228.0,0.3978811187506288,0.4273855231599242
2016-12-16,bear,228.0,226.0,0.4273855231599242,0.4878621421904073
2016-12-19,bear,229.0,228.0,0.41248296501073467,0.4422127543304965
2016-12-19,bear,228.0,226.0,0.4422127543304965,0.5028895710447954
2016-12-20,bear,229.0,229.0,0.4386171608907906,0.4386171608907906
2016-12-20,bear,229.0,226.0,0.4386171608907906,0.5294667479147294
2016-12-21,bear,229.0,229.0,0.41966910595164886,0.41966910595164886
2016-12-21,bear,229.0,227.0,0.41966910595164886,0.4797405322133216
2016-12-22,bear,229.0,229.0,0.40800273567942447,0.40800273567942447
2016-12-22,bear,229.0,227.0,0.40800273567942447,0.46782020801436297
2016-12-23,bear,230.0,229.0,0.3886596058160169,0.41787078981428644
2016-12-23,bear,229.0,227.0,0.41787078981428644,0.47790660143476504
2016-12-27,bear,230.0,229.0,0.40520603470875455,0.43469879380922605
2016-12-27,bear,229.0,227.0,0.43469879380922605,0.49501795090919953
2016-12-28,bear,230.0,229.0,0.3506245911366803,0.3789787702987441
2016-12-28,bear,229.0,227.0,0.3789787702987441,0.43792635824568865
2016-12-29,bear,229.0,230.0,0.3775116033927206,0.34919543750430865
2016-12-29,bear,230.0,227.0,0.34919543750430865,0.436406062051368
2016-12-30,bear,229.0,230.0,0.35366445865587237,0.3260248350106338
2016-12-30,bear,230.0,227.0,0.3260248350106338,0.411569072475913
2017-01-03,bear,228.0,230.0,0.43343049605865314,0.37489405279695986
2017-01-03,bear,230.0,227.0,0.37489405279695986,0.46354257669315396
2017-01-04,bear,228.0,230.0,0.4741231269376166,0.41442332118388825
2017-01-04,bear,230.0,228.0,0.41442332118388825,0.4741231269376166
2017-01-05,bear,228.0,230.0,0.46864552178483143,0.40906652196415694
2017-01-05,bear,230.0,228.0,0.40906652196415694,0.46864552178483143
2017-01-06,bear,228.0,230.0,0.49329151464654863,0.4332569280368883
2017-01-06,bear,230.0,228.0,0.4332569280368883,0.49329151464654863
2017-01-09,bear,228.0,231.0,0.4704715755291793,0.3818980540886593
2017-01-09,bear,231.0,228.0,0.3818980540886593,0.4704715755291793
2017-01-10,bear,228.0,231.0,0.4704715755291793,0.3818980540886593
2017-01-10,bear,231.0,228.0,0.3818980540886593,0.4704715755291793
2017-01-11,bear,228.0,231.0,0.48994612771607143,0.4006677534746182
2017-01-11,bear,231.0,228.0,0.4006677534746182,0.48994612771607143
2017-01-12,bear,228.0,231.0,0.4726014455524308,0.3839407311756634
2017-01-12,bear,231.0,228.0,0.3839407311756634,0.4726014455524308
2017-01-13,bear,228.0,231.0,0.48842509692360697,0.39919428658136136
2017-01-13,bear,231.0,228.0,0.39919428658136136,0.48842509692360697
2017-01-17,bear,228.0,231.0,0.4640824000679511,0.37578527669178396
2017-01-17,bear,231.0,228.0,0.37578527669178396,0.4640824000679511
2017-01-18,bear,228.0,231.0,0.4792966512772722,0.39037798569855287
2017-01-18,bear,231.0,228.0,0.39037798569855287,0.4792966512772722
2017-01-19,bear,228.0,231.0,0.4537462445512832,0.3659432878476445
2017-01-19,bear,231.0,228.0,0.3659432878476445,0.4537462445512832
2017-01-20,bear,228.0,231.0,0.4789924925008539,0.390085013914222
2017-01-20,bear,231.0,229.0,0.390085013914222,0.44888321587395386
2017-01-23,bear,228.0,231.0,0.4610409159943702,0.3728831762326184
2017-01-23,bear,231.0,229.0,0.3728831762326184,0.43108492038109203
2017-01-24,bear,228.0,231.0,0.5051415023851894,0.4154580039588649
2017-01-24,bear,231.0,229.0,0.4154580039588649,0.4749179553069755
2017-01-25,bear,229.0,231.0,0.5344100525221882,0.474384139764962
2017-01-25,bear,231.0,229.0,0.474384139764962,0.5344100525221882
2017-01-26,bear,229.0,231.0,0.5272039512343448,0.46717587322794635
2017-01-26,bear,231.0,230.0,0.46717587322794635,0.4971166230898541
2017-01-27,bear,230.0,231.0,0.4862637052174103,0.45637047856669977
2017-01-27,bear,231.0,230.0,0.45637047856669977,0.4862637052174103
2017-01-30,bear,230.0,231.0,0.44346525541581405,0.4139745823613674
2017-01-30,bear,231.0,230.0,0.4139745823613674,0.44346525541581405
2017-01-31,bear,229.0,232.0,0.47279679064863184,0.38450349259990196
2017-01-31,bear,232.0,230.0,0.38450349259990196,0.4428639456195307
2017-02-01,bear,229.0,232.0,0.47552361944212473,0.3871233443754344
2017-02-01,bear,232.0,230.0,0.3871233443754344,0.445569751213457
2017-02-02,bear,229.0,232.0,0.4800688850662481,0.3914992920669107
2017-02-02,bear,232.0,230.0,0.3914992920669107,0.45008308305896444
2017-02-03,bear,230.0,232.0,0.49741775135675925,0.43784514303611805
2017-02-03,bear,232.0,230.0,0.43784514303611805,0.49741775135675925
2017-02-06,bear,230.0,232.0,0.4850569978306109,0.42566278615515313
2017-02-06,bear,232.0,230.0,0.42566278615515313,0.4850569978306109
2017-02-07,bear,230.0,232.0,0.4853589121656608,0.42595966894682596
2017-02-07,bear,232.0,230.0,0.42595966894682596,0.4853589121656608
2017-02-08,bear,230.0,232.0,0.49440459285461774,0.43487025145968466
2017-02-08,bear,232.0,231.0,0.43487025145968466,0.46447364760771115
2017-02-09,bear,231.0,232.0,0.505299197747033,0.47546648453449186
2017-02-09,bear,232.0,231.0,0.47546648453449186,0.505299197747033
2017-02-10,bear,231.0,232.0,0.532477356810565,0.5026649406217735
2017-02-10,bear,232.0,231.0,0.5026649406217735,0.532477356810565
2017-02-13,bear,232.0,232.0,0.5401027453194209,0.5401027453194209
2017-02-13,bear,232.0,232.0,0.5401027453194209,0.5401027453194209
2017-02-14,bear,233.0,232.0,0.5379454047840204,0.567398913346364
2017-02-14,bear,232.0,232.0,0.567398913346364,0.567398913346364
2017-02-15,bear,234.0,232.0,0.5442970310122931,0.6025450274413142
2017-02-15,bear,232.0,233.0,0.6025450274413142,0.5735592941734198
2017-02-16,bear,235.0,232.0,0.5090360098947745,0.5968446477251258
2017-02-16,bear,232.0,233.0,0.5968446477251258,0.5677667427375086
2017-02-17,bear,236.0,232.0,0.49057993379351444,0.6073694693314022
2017-02-17,bear,232.0,234.0,0.6073694693314022,0.5492610740298034
2017-02-21,bear,236.0,232.0,0.5315737516236346,0.6462853077732473
2017-02-21,bear,232.0,234.0,0.6462853077732473,0.5896465750805349
2017-02-22,bear,237.0,232.0,0.49625072599388953,0.6405476514989041
2017-02-22,bear,232.0,234.0,0.6405476514989041,0.5836532089032417
2017-02-23,bear,238.0,233.0,0.47185740392350917,0.6168244628605194
2017-02-23,bear,233.0,235.0,0.6168244628605194,0.5592672812632045
2017-02-24,bear,239.0,233.0,0.4517419551252377,0.6251800106548749
2017-02-24,bear,233.0,235.0,0.6251800106548749,0.5679174798516503
2017-02-27,bear,239.0,233.0,0.46247004247694207,0.6353898080443884
2017-02-27,bear,233.0,236.0,0.6353898080443884,0.5495701610971357
2017-02-28,bear,240.0,233.0,0.4155283379723524,0.6176629758410478
2017-02-28,bear,233.0,236.0,0.6176629758410478,0.5309910300643758
2017-03-01,bear,241.0,234.0,0.4822122422684274,0.6793686518578341
2017-03-01,bear,234.0,237.0,0.6793686518578341,0.5968831497613211
2017-03-02,bear,241.0,234.0,0.43879642126178175,0.6392724352234602
2017-03-02,bear,234.0,237.0,0.6392724352234602,0.5540373108051195
2017-03-03,bear,241.0,234.0,0.44309715893161067,0.6433451695237484
2017-03-03,bear,234.0,238.0,0.6433451695237484,0.529431071859327
2017-03-06,bear,241.0,234.0,0.42278371969393364,0.6239072919141126
2017-03-06,bear,234.0,238.0,0.6239072919141126,0.5088494376944923
2017-03-07,bear,241.0,235.0,0.40261336163280526,0.5753791749963753
2017-03-07,bear,235.0,238.0,0.5753791749963753,0.4881821492547597
2017-03-08,bear,241.0,235.0,0.390208842771816,0.5627321349710372
2017-03-08,bear,235.0,238.0,0.5627321349710372,0.47535564622275567
2017-03-09,bear,240.0,235.0,0.4266913338438784,0.5713654686088596
2017-03-09,bear,235.0,238.0,0.5713654686088596,0.4841016550681188
2017-03-10,bear,240.0,235.0,0.45057215917057025,0.5950053461974137
2017-03-10,bear,235.0,239.0,0.5950053461974137,0.47930563544862237
2017-03-13,bear,240.0,235.0,0.4540346891384458,0.598389875794924
2017-03-13,bear,235.0,239.0,0.598389875794924,0.4827891843216459
2017-03-14,bear,240.0,236.0,0.42783850969542464,0.5434891659418128
2017-03-14,bear,236.0,239.0,0.5434891659418128,0.456379050860552
2017-03-15,bear,240.0,236.0,0.48697987015115807,0.6019761283191042
2017-03-15,bear,236.0,239.0,0.6019761283191042,0.5158247335868597
2017-03-16,bear,240.0,236.0,0.47339257863308737,0.5887627229119436
2017-03-16,bear,236.0,239.0,0.5887627229119436,0.5022241383183149
2017-03-17,bear,239.0,236.0,0.46014920585300456,0.547255540789102
2017-03-17,bear,236.0,239.0,0.547255540789102,0.46014920585300456
2017-03-20,bear,239.0,237.0,0.45261119479831974,0.5105645475099468
2017-03-20,bear,237.0,239.0,0.5105645475099468,0.45261119479831974
2017-03-21,bear,240.0,237.0,0.33899296055407047,0.42177988448074066
2017-03-21,bear,237.0,239.0,0.42177988448074066,0.36583927957021956
2017-03-22,bear,240.0,237.0,0.3540150203646282,0.43776735617742024
2017-03-22,bear,237.0,239.0,0.43776735617742024,0.38125606833407844
2017-03-23,bear,240.0,237.0,0.3471613352383197,0.43049079243092947
2017-03-23,bear,237.0,239.0,0.43049079243092947,0.3742279198870979
2017-03-24,bear,240.0,237.0,0.3425249590049377,0.4255516497371624
2017-03-24,bear,237.0,239.0,0.4255516497371624,0.36946817508234553
2017-03-27,bear,240.0,237.0,0.3360139145029458,0.4185924385570437
2017-03-27,bear,237.0,239.0,0.4185924385570437,0.3627765370186063
2017-03-28,bear,240.0,237.0,0.3829337823828024,0.4681529441158375
2017-03-28,bear,237.0,239.0,0.4681529441158375,0.41080875519935933
2017-03-29,bear,240.0,238.0,0.38912500154016016,0.44565057515053624
2017-03-29,bear,238.0,239.0,0.44565057515053624,0.4171145372194863
2017-03-30,bear,240.0,238.0,0.41039210982023533,0.46748474442406907
2017-03-30,bear,238.0,239.0,0.46748474442406907,0.4387193637077498
2017-03-31,bear,239.0,238.0,0.42286125844243677,0.45146683216345884
2017-03-31,bear,238.0,239.0,0.45146683216345884,0.42286125844243677
2017-04-03,bear,239.0,238.0,0.41109488388135035,0.4395514100628814
2017-04-03,bear,238.0,239.0,0.4395514100628814,0.41109488388135035
2017-04-04,bear,239.0,238.0,0.41539313521621246,0.44390713406301324
2017-04-04,bear,238.0,239.0,0.44390713406301324,0.41539313521621246
2017-04-05,bear,239.0,238.0,0.3954055325594068,0.4236225076213398
2017-04-05,bear,238.0,239.0,0.4236225076213398,0.3954055325594068
2017-04-06,bear,239.0,239.0,0.41424633563211544,0.41424633563211544
2017-04-06,bear,239.0,239.0,0.41424633563211544,0.41424633563211544
2017-04-07,bear,239.0,239.0,0.4073758273269133,0.4073758273269133
2017-04-07,bear,239.0,239.0,0.4073758273269133,0.4073758273269133
2017-04-10,bear,239.0,239.0,0.41138104771409945,0.41138104771409945
2017-04-10,bear,239.0,239.0,0.41138104771409945,0.41138104771409945
2017-04-11,bear,238.0,239.0,0.4317224497454803,0.4033778912172538
2017-04-11,bear,239.0,239.0,0.4033778912172538,0.4033778912172538
2017-04-12,bear,238.0,239.0,0.4020465659950846,0.3742279198870979
2017-04-12,bear,239.0,239.0,0.3742279198870979,0.3742279198870979
2017-04-13,bear,237.0,239.0,0.38667839324646586,0.33231190364285007
2017-04-13,bear,239.0,239.0,0.33231190364285007,0.33231190364285007
2017-04-17,bear,237.0,239.0,0.44622493264321367,0.38944867925487486
2017-04-17,bear,239.0,239.0,0.38944867925487486,0.38944867925487486
2017-04-18,bear,237.0,240.0,0.4258418151899633,0.34279698600404207
2017-04-18,bear,240.0,239.0,0.34279698600404207,0.3697475601469754
2017-04-19,bear,237.0,240.0,0.413385234257624,0.3311585484480756
2017-04-19,bear,240.0,238.0,0.3311585484480756,0.3852297214758491
2017-04-20,bear,237.0,240.0,0.4687380350757678,0.38349537845634274
2017-04-20,bear,240.0,238.0,0.38349537845634274,0.43984150876577666
2017-04-21,bear,237.0,240.0,0.4468084378244107,0.3625691720758049
2017-04-21,bear,240.0,238.0,0.3625691720758049,0.4181386525187572
2017-04-24,bear,237.0,240.0,0.5222178359360057,0.4355937786456683
2017-04-24,bear,240.0,239.0,0.4355937786456683,0.4642108883068698
2017-04-25,bear,238.0,240.0,0.5331862237459447,0.4754165433630136
2017-04-25,bear,240.0,239.0,0.4754165433630136,0.5042522118857333
2017-04-26,bear,238.0,241.0,0.5288528317826918,0.44252333892019524
2017-04-26,bear,241.0,239.0,0.44252333892019524,0.4999057330118045
2017-04-27,bear,239.0,241.0,0.5057003441773001,0.4482637219408059
2017-04-27,bear,241.0,239.0,0.4482637219408059,0.5057003441773001
2017-04-28,bear,239.0,241.0,0.49062558479117135,0.43335507244846466
2017-04-28,bear,241.0,239.0,0.43335507244846466,0.49062558479117135
2017-05-01,bear,239.0,241.0,0.5080160306268944,0.4505611053903032
2017-05-01,bear,241.0,240.0,0.4505611053903032,0.47917470930022815
2017-05-02,bear,240.0,241.0,0.4817769650863951,0.4531474856812023
2017-05-02,bear,241.0,240.0,0.4531474856812023,0.4817769650863951
2017-05-03,bear,240.0,241.0,0.47339257863308737,0.4448186034976351
2017-05-03,bear,241.0,240.0,0.4448186034976351,0.47339257863308737
2017-05-04,bear,241.0,242.0,0.45285981442809153,0.4245919237856727
2017-05-04,bear,242.0,240.0,0.4245919237856727,0.4814875885601366
2017-05-05,bear,241.0,242.0,0.47990899932116793,0.4514088776207503
2017-05-05,bear,242.0,240.0,0.4514088776207503,0.5086311894543074
2017-05-08,bear,241.0,242.0,0.4787575559851614,0.45026465297524737
2017-05-08,bear,242.0,240.0,0.45026465297524737,0.5074784336864298
2017-05-09,bear,242.0,242.0,0.4439745591732273,0.4439745591732273
2017-05-09,bear,242.0,241.0,0.4439745591732273,0.47242351194229404
2017-05-10,bear,242.0,242.0,0.4562748562525497,0.4562748562525497
2017-05-10,bear,242.0,241.0,0.4562748562525497,0.4848030131157337
2017-05-11,bear,242.0,242.0,0.442260535369271,0.442260535369271
2017-05-11,bear,242.0,241.0,0.442260535369271,0.47069625796924053
2017-05-12,bear,242.0,243.0,0.43085117594718814,0.40298339242212383
2017-05-12,bear,243.0,241.0,0.40298339242212383,0.4591850982030605
2017-05-15,bear,242.0,243.0,0.46859550351465246,0.4402932542120073
2017-05-15,bear,243.0,241.0,0.4402932542120073,0.49717541511592606
2017-05-16,bear,242.0,243.0,0.4622902457611737,0.4340428985524231
2017-05-16,bear,243.0,241.0,0.4340428985524231,0.49084711023616595
2017-05-17,bear,242.0,243.0,0.3428265629226082,0.31697094488046296
2017-05-17,bear,243.0,241.0,0.31697094488046296,0.36955186870314916
2017-05-18,bear,241.0,243.0,0.3961191192522841,0.34216898149683583
2017-05-18,bear,243.0,241.0,0.34216898149683583,0.3961191192522841
2017-05-19,bear,241.0,243.0,0.43994271860369744,0.38427963480349914
2017-05-19,bear,243.0,241.0,0.38427963480349914,0.43994271860369744
2017-05-22,bear,241.0,243.0,0.47472679151001246,0.41818515410085666
2017-05-22,bear,243.0,241.0,0.41818515410085666,0.47472679151001246
2017-05-23,bear,241.0,243.0,0.4899838932437597,0.433191413952156
2017-05-23,bear,243.0,241.0,0.433191413952156,0.4899838932437597
2017-05-24,bear,241.0,244.0,0.5060834634698133,0.42112062158870817
2017-05-24,bear,244.0,241.0,0.42112062158870817,0.5060834634698133
2017-05-25,bear,242.0,244.0,0.5104171895444909,0.45365134844002153
2017-05-25,bear,244.0,242.0,0.45365134844002153,0.5104171895444909
2017-05-26,bear,242.0,244.0,0.5089887350470247,0.4522324235098062
2017-05-26,bear,244.0,242.0,0.4522324235098062,0.5089887350470247
2017-05-30,bear,242.0,244.0,0.5029832930032707,0.4462749635526005
2017-05-30,bear,244.0,242.0,0.4462749635526005,0.5029832930032707
2017-05-31,bear,243.0,244.0,0.4727931567906987,0.44457417071049016
2017-05-31,bear,244.0,242.0,0.44457417071049016,0.5012664341425974
2017-06-01,bear,243.0,245.0,0.5274822406633392,0.4708911877490599
2017-06-01,bear,245.0,243.0,0.4708911877490599,0.5274822406633392
2017-06-02,bear,244.0,245.0,0.522075963518727,0.4938261690067774
2017-06-02,bear,245.0,243.0,0.4938261690067774,0.5503303643751921
2017-06-05,bear,245.0,245.0,0.48873184447458096,0.48873184447458096
2017-06-05,bear,245.0,243.0,0.48873184447458096,0.5452714445242953
2017-06-06,bear,245.0,245.0,0.46664408034278365,0.46664408034278365
2017-06-06,bear,245.0,244.0,0.46664408034278365,0.4948665821593502
2017-06-07,bear,245.0,245.0,0.4793874314489375,0.4793874314489375
2017-06-07,bear,245.0,244.0,0.4793874314489375,0.507639104325033
2017-06-08,bear,246.0,246.0,0.45473170191984,0.45473170191984
2017-06-08,bear,246.0,244.0,0.45473170191984,0.5110402305625503
2017-06-09,bear,246.0,246.0,0.44432073885152806,0.44432073885152806
2017-06-09,bear,246.0,245.0,0.44432073885152806,0.47230721230502903
2017-06-12,bear,246.0,246.0,0.44291531677099616,0.44291531677099616
2017-06-12,bear,246.0,245.0,0.44291531677099616,0.4708911877490599
2017-06-13,bear,247.0,246.0,0.4485368502252011,0.47643901344347056
2017-06-13,bear,246.0,245.0,0.47643901344347056,0.5045714019769982
2017-06-14,bear,247.0,246.0,0.43985822118430346,0.4676959905055871
2017-06-14,bear,246.0,245.0,0.4676959905055871,0.4958068863890454
2017-06-15,bear,246.0,247.0,0.45445024148736746,0.4267355571328
2017-06-15,bear,247.0,245.0,0.4267355571328,0.48250263656129744
2017-06-16,bear,246.0,247.0,0.42273481489396175,0.3954400615888229
2017-06-16,bear,247.0,245.0,0.3954400615888229,0.4505190863922148
