Date,Open,High,Low,Close,Volume
1999-01-01,-1.4280930126962075,-1.4514169770978225,-1.4306052618939769,-1.4717305785357528,-1.3472598547386507
1999-02-01,-1.4663009604890644,-1.4852100644223285,-1.4280456143232139,-1.4766132062988373,-1.3451901137589792
1999-03-01,-1.469959167911444,-1.4231253201681615,-1.4399911715184597,-1.399306671447773,-1.325866155752747
1999-04-01,-1.3908342457449794,-1.3403548731644077,-1.3501479057670298,-1.3018614458454325,-1.3301118513172203
1999-05-01,-1.2961946529711144,-1.3340447855005124,-1.2756475914045298,-1.317786258887798,-1.331407575910078
1999-06-01,-1.3141437309687114,-1.327735385077561,-1.2756478587765328,-1.3067613590164964,-1.338614230060491
1999-07-01,-1.2957388800607432,-1.3239798783288295,-1.2559757248618177,-1.2890946244609076,-1.3476688381607054
1999-08-01,-1.2887686706362107,-1.3037656184850832,-1.2460778291430947,-1.280886150871586,-1.3334736543516414
1999-09-01,-1.2756493688611723,-1.3001989673397862,-1.2929842195061885,-1.3190545697460223,-1.3355124672317347
1999-10-01,-1.3088661689045333,-1.3632025671205774,-1.3052674948395777,-1.3265050567672485,-1.338223966277655
1999-11-01,-1.3203981362603354,-1.3253784707864078,-1.3139131858032007,-1.3277419396109646,-1.3405830477678546
1999-12-01,-1.3236929906323236,-1.3556378368739406,-1.2922991770906687,-1.3248560859878435,-1.3261534615198818
2000-01-01,-1.3116851331741526,-1.315997031406439,-1.297968831923952,-1.3169587973603578,-1.3275932459449855
2000-02-01,-1.3116848901513025,-1.363516288986643,-1.33265306113033,-1.3475564456307678,-1.3344731203064337
2000-03-01,-1.3459697752583522,-1.2968295066952975,-1.2962346114922638,-1.2640327352369085,-1.3165893536739837
2000-04-01,-1.2512428751782187,-1.2958448008160581,-1.24988761268324,-1.273050337345207,-1.3279379314758117
2000-05-01,-1.259531772319193,-1.240553391012679,-1.208561683976041,-1.1830233612401195,-1.3306648945715212
2000-06-01,-1.1807861763607108,-1.2357457118394908,-1.1781113599459718,-1.2340526474515863,-1.3330483929824404
2000-07-01,-1.2291344409041922,-1.2691568322559923,-1.2247642482227654,-1.2610048841300547,-1.3344987580731893
2000-08-01,-1.2491246865036774,-1.2091699539794403,-1.1924183163214752,-1.1759624387441845,-1.3357350681589624
2000-09-01,-1.1733294019675864,-1.1809877429721718,-1.1487068426456812,-1.1655402424783852,-1.2795354556358356
2000-10-01,-1.1520432088966097,-1.169870318481993,-1.148469902397728,-1.185625886550628,-1.2915522431680253
2000-11-01,-1.1737922614465364,-1.2119213309911787,-1.1756877250928695,-1.2304242355584014,-1.3212147323556482
2000-12-01,-1.2239828174005505,-1.1908954147992947,-1.169541448836031,-1.1504563192969315,-1.3309485378005481
2001-01-01,-1.1275929985605557,-1.1838094278807085,-1.1652503735648234,-1.1762191960990764,-1.3349655282076138
2001-02-01,-1.171086996796872,-1.1856095785920193,-1.126854546659675,-1.1867002484647733,-1.332842070002359
2001-03-01,-1.1786046829421926,-1.1775636660466091,-1.1860328412411771,-1.2146508960223252,-1.3237597893919961
2001-04-01,-1.2123665912856154,-1.1777233644685219,-1.194822160754303,-1.1266947403641108,-1.3323036769004901
2001-05-01,-1.1294224909072095,-1.160541029210353,-1.1168091400029747,-1.1353209684553733,-1.3135738639651036
