Date,Open,High,Low,Close,Volume
2015-11-01,22.85250826467707,23.332447563169328,19.714441779031745,22.704833984375,315800
2015-12-01,22.87466197156571,23.325067328906577,22.091991544459503,23.02528953552246,81400
2016-01-01,23.127583098558063,23.428435690657707,20.99250050840856,21.791290283203125,37200
2016-02-01,22.102595248252072,22.25414073483285,20.20938730659672,21.89580535888672,24300
2016-03-01,22.246670353847865,24.13539972109464,22.23920628106479,24.008487701416016,201800
2016-04-01,24.13476929665212,24.984157285280457,23.371302789538124,23.65015983581543,89000
2016-05-01,23.506963598741404,25.01430189808422,23.352461333214315,24.05714225769043,83100
2016-06-01,23.92902022698073,25.32330844452804,23.84159510178992,25.315773010253903,108300
2016-07-01,25.707147706895693,26.421445142106137,25.3256798596405,26.35153579711914,1412800
2016-08-01,26.375855065547764,26.459443663423947,25.00045216915817,25.36520004272461,1214100
2016-09-01,25.46398132023776,25.760341654696813,24.050583092804903,24.90166282653809,57438500
2016-10-01,24.949195636810185,24.979752607777908,23.18839025330084,23.642915725708008,45375000
2016-11-01,23.581795288990484,23.60547503935808,22.20981806153328,22.924835205078125,52091700
2016-12-01,22.7796960537037,24.047780975240624,22.46649444398893,23.490129470825195,43564900
2017-01-01,24.00686336879735,24.54363272811175,23.625678750413712,23.890172958374023,38090300
2017-02-01,23.859055452934445,25.165973445594663,23.58678031471268,25.002609252929688,42562200
2017-03-01,24.940380647595777,25.086630944252786,23.757929356975183,24.58253288269043,54173100
2017-04-01,24.78629816516208,25.51516859004017,24.62189197605164,24.77846908569336,36392300
2017-05-01,24.81761453054504,25.32492633783775,24.37919503892281,24.9428768157959,37806900
2017-06-01,24.95070700744392,25.706194545744253,24.83718758973644,25.209060668945312,56492800
2017-07-01,25.530836325741664,25.8703003752056,24.638756171695817,25.72819900512696,36087200
2017-08-01,25.775567082299485,26.08345237970051,25.12347911647345,25.98871612548828,31226000
2017-09-01,26.02029533038551,26.415020695269448,25.167688602466512,25.451892852783203,34217700
2017-10-01,25.666080626370743,26.331587333600886,25.336111654667743,25.841005325317383,36118200
2017-11-01,25.88076094606864,27.052749187373728,25.77342271658741,26.596359252929688,37159300
2017-12-01,26.644066319339714,26.779236249314955,25.562722045018525,26.19085502624512,32062500
2018-01-01,26.519994731122505,26.560188105961625,25.00307278421103,25.97335624694824,44478000
2018-02-01,25.89297102272426,26.061785066921807,23.44917690706943,24.20482444763184,108788000
2018-03-01,24.212855369840906,25.253879562323505,23.80287657049051,24.98457908630371,109914400
2018-04-01,25.163955495998863,25.34184922289824,24.284996106580536,24.97797393798828,76180500
2018-05-01,25.018408969857028,25.721899231832708,24.606017435253097,25.535919189453125,46733800
2018-06-01,25.52782693262979,26.570934960277786,25.29737312043812,26.449642181396484,59265800
2018-07-01,26.64260216063097,27.19714696060979,26.210384608937044,26.95249557495117,56287700
2018-08-01,26.74861710501544,27.83731772015928,26.62629297585836,27.60489845275879,53328200
2018-09-01,27.547815041818303,27.69460649515288,26.15329934605096,26.593673706054688,38899000
2018-10-01,26.87444869557268,26.98982454175786,25.259178989590147,26.44590759277344,106060000
2018-11-01,26.52007739065545,27.92519482123049,26.025607023964973,27.896350860595703,87910000
2018-12-01,27.9375649198778,28.43203381569155,24.327931920416425,25.54762458801269,159212900
2019-01-01,25.680789336181,28.67410232057008,25.105474082489494,28.62407684326172,122724200
2019-02-01,28.665772056221684,29.36615751733813,28.073777273367032,28.940921783447266,85779300
2019-03-01,28.99093916210973,30.272476022376004,28.5698734431054,30.19993782043457,93941800
2019-04-01,30.41490010168684,30.78386933541533,29.20316806941885,30.213642120361328,77910700
2019-05-01,30.238794165525704,31.018663459233384,29.56793652013984,30.58260726928711,75859400
2019-06-01,30.691626243324787,32.38553612435563,30.27234171432369,30.834184646606445,85502700
2019-07-01,31.230919536189926,32.38042072033225,30.6688467444308,31.61972045898437,91229100
2019-08-01,31.712698310941764,33.293260977389544,30.95199797721671,33.14112091064453,104678300
2019-09-01,33.090401003844924,33.92716792666175,32.51142350073037,33.25099182128906,91772200
2019-10-01,33.43955549001963,34.32447073173934,32.7843780463914,33.465084075927734,79694800
2019-11-01,33.50762366263184,33.62249092597187,31.95051317523382,32.88648223876953,69783200
2019-12-01,32.80139119749941,32.93753173421463,31.70375629444432,32.90349578857422,83224700
2020-01-01,33.364829549579795,34.58622670733574,32.58640066126144,33.743289947509766,87119800
2020-02-01,33.88090885153586,36.12587443041355,30.70097296926381,31.644546508789062,137248900
2020-03-01,31.79936891156925,34.526010455926055,21.4002771357686,26.66433334350586,334494200
2020-04-01,25.65091646526176,31.15373157473145,24.68034053289846,29.394561767578125,222683300
2020-05-01,28.67529827530409,30.252482737963128,26.0235485925134,30.027172088623047,122714000
2020-06-01,30.001173522206884,32.80891054031522,28.82261732462461,30.16582679748535,109542000
2020-07-01,30.520257198857333,31.96112568021625,30.005036712125847,31.66421890258789,134155700
2020-08-01,31.55069551439334,32.09211253462167,30.71236841034642,31.65548515319824,69558700
2020-09-01,31.55942863601897,32.76015401253781,29.46361906845322,30.79969787597656,101436300
2020-10-01,31.09929079033384,32.72453480243667,29.614605053152584,30.00115203857422,84787600
2020-11-01,30.33499405419212,34.358577408516865,30.12415321932847,32.0656623840332,98335800
2020-12-01,32.390702531030406,32.82117443411468,31.01144040566912,32.11836624145508,64991700
2021-01-01,32.60560873491172,33.539993693040955,30.83472738092046,32.71239471435547,90855700
2021-02-01,32.91708172090439,34.61677402183173,32.49883171039369,33.22854232788086,67863800
2021-03-01,33.6022890324808,35.595646743785565,31.938193497715133,35.14180374145508,130128600
2021-04-01,35.6634541245202,38.47662571332854,35.47471187004232,38.440673828125,82925800
2021-05-01,38.53055068351949,39.01589085527765,36.86781539666273,38.88107299804688,105552500
2021-06-01,39.078799947651696,41.17295073863777,38.89904397049958,39.8427619934082,94977900
2021-07-01,40.0915327165061,42.452519304514375,39.95132200635295,41.95499420166016,102931500
2021-08-01,42.17209326417359,43.18523915364473,41.60220258343518,43.13096237182617,104604300
2021-09-01,43.194283300783255,44.14862847490211,40.209129333496094,40.209129333496094,142270800
2021-10-01,40.69818809536625,44.02754340673812,39.97955589488696,43.49993896484375,135176200
2021-11-01,43.60909985063488,44.750724140578,42.885921804666125,43.10878753662109,131676100
2021-12-01,43.57271560507086,47.45696077075044,42.51751013861788,47.129486083984375,151300000
2022-01-01,47.68907151188666,47.68907151188666,41.10177734058385,43.43210220336914,175173400
2022-02-01,43.432104041613776,43.97798817425361,39.450368985419175,41.349491119384766,125567600
2022-03-01,41.55132984275023,45.15691022829804,41.03755635404114,44.33120346069336,123881600
2022-04-01,44.797361874832326,47.03031154121037,42.89659034972895,42.998085021972656,143207600
2022-05-01,43.11804155015712,43.26567433715295,38.17233790603195,40.80205154418945,270924000
2022-06-01,40.95890966764507,40.98658971513898,35.64412583837378,37.701759338378906,154697800
2022-07-01,37.93076516878133,41.42806194005732,37.19596390805111,41.242034912109375,82316800
2022-08-01,41.05600452438969,42.66048351744826,38.832990770164166,38.926002502441406,71983400
2022-09-01,38.62836012840405,40.43746561527346,32.94525608557208,33.49403381347656,127870300
2022-10-01,34.33394758108132,35.29131525530024,31.091086842368465,34.474735260009766,175869300
2022-11-01,34.82201169351977,36.8587728136603,32.879112595315455,36.83061599731445,148770000
2022-12-01,37.19667008080039,37.54395062151779,33.87872358784256,34.662452697753906,124255500
2023-01-01,35.34079248962,38.58250186892301,34.75225491602514,38.53029251098633,113151200
